DEPT[M],WELL,CALIPER[MM],DEN[GM/CC],RES(64N),RES[OHM],SP[MV],GAM[API],LITHOLOGY DESCRIPTION,Formation,Classified
401,4,9.79263,2.65,66,57.4,-24.7,142,SANDSTONE,Raniganj,Sandstone (SST)
403.45,4,9.79263,2.61,72,58.6,-27.3,132.4,SANDSTONE,Raniganj,Sandstone (SST)
403.65,4,9.79263,2.66,69.7,56.6,-26.7,155.9,SHALE,Raniganj,Grey Shale
404,4,9.79263,2.59,64.7,58.6,-27.3,83.6,ALT SH/SST,Raniganj,alt
404.2,4,9.79263,2.62,67.4,54.3998,-26.5998,114.892,ALT SH/SST,Raniganj,alt
404.44,4,9.79263,2.56,65.5,58.3,-27.1,72.2,SANDY SHALE,Raniganj,ss
404.86,4,9.79263,2.6,70.9,55.5,-27.4,123.2,SHALE,Raniganj,Grey Shale
406.58,4,9.79263,2.54,75.6,63,-29.2,93.6,SANDSTONE,Raniganj,Sandstone (SST)
406.74,4,9.79263,2.54,79.2,64.2,-26.4,90.1,SHALE,Raniganj,Grey Shale
407,4,9.79263,2.59,81.6,65.7,-25.4,88.4,SANDY SHALE,Raniganj,ss
410,4,9.70046,2.71,49.2,50.2,-23.8,188.6,SANDSTONE,Raniganj,Sandstone (SST)
413,4,9.70046,2.66,53.3,54,-23.6,152.4,SANDSTONE,Raniganj,Sandstone (SST)
416,4,9.53917,2.57,49.8,49.9,-23.9,114.9,SANDSTONE,Raniganj,Sandstone (SST)
419,4,9.53917,2.74,57.5,56.7,-24.4,114.5,SANDSTONE,Raniganj,Sandstone (SST)
422,4,9.53917,2.53,50.7,46.4,-24.5,131.1,SANDSTONE,Raniganj,Sandstone (SST)
423.9,4,9.53917,2.6,53.9,48.9,-26.3,111.9,SANDSTONE,Raniganj,Sandstone (SST)
424.4,4,9.53917,2.6,48,46.2,-26.6,135.4,SHALE,Raniganj,Grey Shale
425,4,9.58525,2.61,51.7,50.1,-26.3,111.5,SANDY SHALE,Raniganj,ss
427.3,4,9.70046,2.85,210.1,113.3,-24,59.2,ALT SH/SST,Raniganj,alt
428,4,9.70046,2.57,130.5,73.8,-22,91,SANDSTONE,Raniganj,Sandstone (SST)
431,4,9.86175,2.71,70.9,60.9,-18.6,210.8,SANDSTONE,Raniganj,Sandstone (SST)
432.28,4,9.86175,2.68,61.1,57.7,-19.3,225.6,SANDSTONE,Raniganj,Sandstone (SST)
432.98,4,9.86175,2.65002,82.7983,62.0994,-19.7,145.007,SHALE,Raniganj,Grey Shale
434,4,9.86175,2.6,80.5,63.3,-21,89.7,SANDY SHALE,Raniganj,ss
435.62,4,9.86175,2.63,100.3,70.5,-21.9,58.3,SANDSTONE,Raniganj,Sandstone (SST)
437,4,9.86175,2.72,81.3,69,-21.1,144.1,SANDY SHALE,Raniganj,ss
438.62,4,9.86175,2.7,55.7,50.6,-19.3,245.7,SANDSTONE,Raniganj,Sandstone (SST)
438.82,4,9.86175,2.69003,58.9992,53.2986,-19.1,246.112,SHALE,Raniganj,Grey Shale
439.67,4,9.86175,2.75,108,79.4,-19,138.5,SANDY SHALE,Raniganj,ss
439.77,4,9.86175,2.77,112.7,86.1,-19,139.8,SANDSTONE,Raniganj,Sandstone (SST)
440,4,9.86175,2.83,105.7,89.3,-18.5,117.6,SANDY SHALE,Raniganj,ss
443,4,9.86175,2.66,64.6,55.5,-19.6,216.5,SANDSTONE,Raniganj,Sandstone (SST)
446,4,9.74654,2.65,64.8,58.7,-15.9,109.3,SANDSTONE,Raniganj,Sandstone (SST)
449,4,9.53917,2.6,59.5,51.2,-17.6,150.7,SANDSTONE,Raniganj,Sandstone (SST)
452,4,9.42396,2.61,53.4,52.1,-17.2,88.8,SANDSTONE,Raniganj,Sandstone (SST)
455,4,9.42396,2.68,59.8,57.6,-18.1,91.4,SANDSTONE,Raniganj,Sandstone (SST)
456.64,4,9.49309,2.65,46.4,47.7,-17,107.1,SANDSTONE,Raniganj,Sandstone (SST)
456.94,4,9.49309,2.63,44.9,46.1,-17.2,117.6,SHALE,Raniganj,Grey Shale
457.84,4,9.49309,2.62,43.8,47.1,-17.3,93.6,ALT SH/SST,Raniganj,alt
458,4,9.49309,2.61,44.2,46.1,-17.8,101.4,SHALE,Raniganj,Grey Shale
458.22,4,9.49309,2.64,44.1,44.5,-18,114.1,SHALE,Raniganj,Grey Shale
458.38,4,9.49309,2.72,43.1,44.2998,-17.8,107.116,SANDY SHALE,Raniganj,ss
458.83,4,9.49309,2.71,45.3,47.2,-18.2,142,SHALE,Raniganj,Grey Shale
459.25,4,9.53917,2.72002,68.098,68.2944,-18.3998,96.2326,SANDY SHALE,Raniganj,ss
461,4,9.53917,2.66,62.4,55.6,-19.3,103.6,ALT SH/SST,Raniganj,alt
461.9,4,9.53917,2.82,86.9,85.4,-19.4,89.7,ALT SH/SST,Raniganj,alt
462,4,9.53917,2.79,88.6,80.2,-19.7,96.6,SHALE,Raniganj,Grey Shale
462.18,4,9.53917,2.61,86,62.7,-19,220.8,SHALY COAL,Raniganj,coal
462.36,4,9.53917,2.62,76.7,62.7,-18.9,276.6,SHALE,Raniganj,Grey Shale
464,4,9.53917,2.72,75.1,62.9,-17.7,240.4,SANDSTONE,Raniganj,Sandstone (SST)
464.46,4,9.53917,2.72,80.4,71.9,-18,206.4,ALT SH/SST,Raniganj,alt
465.26,4,9.53917,2.72998,95.0009,71.7005,-17.6,140.696,SHALE,Raniganj,Grey Shale
466.46,4,9.53917,2.69,89.4,66.8,-16.6,195.6,SANDY SHALE,Raniganj,ss
467,4,9.53917,2.71,97.5,69.7,-17.5,186,SANDSTONE,Raniganj,Sandstone (SST)
469.22,4,9.53917,2.84,130.8,94.7,-14.4,123.2,SANDSTONE,Raniganj,Sandstone (SST)
469.5,4,9.53917,2.66,125.7,79.7,-14.9,173.3,CARB SHALE,Raniganj,Carb Shale
470,4,9.53917,2.64,92.3,71.6,-13.8,210.4,SANDSTONE,Raniganj,Sandstone (SST)
473,4,9.42396,2.71,67.3,61.5,-15.1,207.8,SANDY SHALE,Raniganj,ss
473.5,4,9.42396,2.75,72.6,63.3,-15.4,132.8,SANDY SHALE,Raniganj,ss
476,4,9.37788,2.72,57.4,51.4,-14.1,219.5,SANDSTONE,Raniganj,Sandstone (SST)
477.3,4,9.42396,2.76,58.8,55.8,-15.4,173.3,SANDSTONE,Raniganj,Sandstone (SST)
477.9,4,9.42396,2.68,62.3,55.2,-14.2,217.8,ALT SH/SST,Raniganj,alt
478.2,4,9.42396,2.69998,64,56.2,-14.8,184.7,SHALE,Raniganj,Grey Shale
478.43,4,9.42396,2.73,67.3997,58.3998,-15.6002,194.18,CARB SHALE,Raniganj,Carb Shale
478.72,4,9.42396,2.69,69.6,60.2,-15.5,174.2,SHALE,Raniganj,Grey Shale
479,4,9.49309,2.71,69.7,60.1,-15.7,192.1,SANDSTONE,Raniganj,Sandstone (SST)
480.98,4,9.53917,2.60998,70.0018,56.1006,-17.7,108.405,ALT SH/SST,Raniganj,alt
481.36,4,9.53917,2.65,59.9,49.9,-17.4,114.9,SHALE,Raniganj,Grey Shale
481.66,4,9.53917,2.62,61.6997,48.7995,-17.6998,98.4014,SANDY SHALE,Raniganj,ss
482,4,9.53917,2.66,69.2,58.9,-18.5,88.4,SANDSTONE,Raniganj,Sandstone (SST)
484.62,4,9.53917,2.9,106.7,70.9,-16.2,220.4,SANDSTONE,Raniganj,Sandstone (SST)
485,4,9.53917,2.73,138.4,86,-15.3,116.3,SHALE,Raniganj,Grey Shale
485.5,4,9.53917,2.68,124.3,77.6,-15.7,198.6,ALT SH/SST,Raniganj,alt
487.7,4,9.53917,2.7,101.2,72.8,-14.5,200.3,SHALE,Raniganj,Grey Shale
488,4,9.53917,2.69,119.1,81.7,-15,122.8,SANDSTONE,Raniganj,Sandstone (SST)
488.85,4,9.42396,2.67,123.6,76.7,-15,125.4,SANDSTONE,Raniganj,Sandstone (SST)
489.67,4,9.42396,2.74,125.5,76.7,-15.7,145,SHALE,Raniganj,Grey Shale
490.25,4,9.42396,2.76002,138.602,92.3005,-16.3,111.49,SANDSTONE,Raniganj,Sandstone (SST)
490.7,4,9.42396,2.57,104.2,71.4,-16.4,247.4,SANDY SHALE,Raniganj,ss
491,4,9.37788,2.67,99.9,74.4,-16,206,SANDSTONE,Raniganj,Sandstone (SST)
494,4,9.37788,2.69,110.6,76.5,-13.4,174.2,SANDSTONE,Raniganj,Sandstone (SST)
497,4,9.37788,2.7,77.7,64.1,-13.6,151.5,SANDSTONE,Raniganj,Sandstone (SST)
499.58,4,9.42396,2.8,86.1,65.1,-15.6,101.9,ALT SH/SST,Raniganj,alt
500,4,9.49309,2.69,98,68.3,-17.1,92.7,SHALE,Raniganj,Grey Shale
501.16,4,9.58525,2.67,98.7977,67.7965,-18.4998,93.5986,SHALE,Raniganj,Grey Shale
501.81,4,9.65438,2.57005,117.802,74.8009,-17.5,53.9047,SANDY SHALE,Raniganj,ss
503,4,9.65438,2.68,102.5,73.1,-17.5,200.8,ALT SH/SST,Raniganj,alt
504.25,4,9.74654,2.71997,81.4997,62.2998,-15.1003,208.619,ALT SH/SST,Raniganj,alt
505.03,4,9.79263,2.81003,93.5003,71.0002,-14.1002,141.113,SHALE,Raniganj,Grey Shale
505.25,4,9.79263,2.62998,91.6005,69.3002,-13.7998,190.293,SHALY COAL,Raniganj,coal
505.53,4,9.79263,2.72998,70.203,70.7006,-13.4002,148.106,SHALE,Raniganj,Grey Shale
506,4,9.79263,2.77,45.4,41.7,-13.3,247.8,SANDY SHALE,Raniganj,ss
506.57,4,9.79263,2.57,41.6,45.4,-12.8,273.6,SANDY SHALE,Raniganj,ss
509,4,9.86175,2.95,97.8,82.1,-16,73.6,SANDSTONE,Raniganj,Sandstone (SST)
512,4,9.86175,2.73,57.1,49.2,-12.1,200.8,SANDSTONE,Raniganj,Sandstone (SST)
512.48,4,9.86175,2.75,52.2,52,-11.2,229.5,SHALE,Raniganj,Grey Shale
512.78,4,9.86175,2.64,54.7,49.8,-12.8,148.1,SANDY SHALE,Raniganj,ss
515,4,9.86175,2.57,40,37.8,-12.1,76.6,SANDSTONE,Raniganj,Sandstone (SST)
515.5,4,9.86175,2.63,41.8,40.9,-13.8,63.5,SANDSTONE,Raniganj,Sandstone (SST)
517,4,9.86175,2.7,37.7,36.8,-16.4,88.8,SANDY SHALE,Raniganj,ss
518,4,9.86175,2.7,59.2,44.4,-16.4,73.6,SANDSTONE,Raniganj,Sandstone (SST)
520.86,4,9.58525,2.69,56.7,53,-16.6,187.7,SANDSTONE,Raniganj,Sandstone (SST)
521,4,9.58525,2.67,56.9,53.3,-16.8,182,SANDY SHALE,Raniganj,ss
522.55,4,9.49309,2.7,52.5,48.5,-13.9,202.1,SANDY SHALE,Raniganj,ss
523,4,9.42396,2.71,56.1,52.1,-17.3,206,SHALY COAL,Raniganj,coal
523.55,4,9.42396,2.79,54.6,51.6,-18.1,121.9,ALT SH/SST,Raniganj,alt
524,4,9.42396,2.72,45.1,43.2,-17.1,139.3,SHALE,Raniganj,Grey Shale
525.3,4,9.37788,2.6,49.1,45.9,-16.7,123.2,ALT SH/SST,Raniganj,alt
527,4,9.37788,2.78,53.7,46.3,-16.6,181.2,SANDSTONE,Raniganj,Sandstone (SST)
527.95,4,9.3318,2.67997,63.2976,53.0994,-16.3997,248.74,SANDSTONE,Raniganj,Sandstone (SST)
528.17,4,9.3318,2.72,74,55.9,-17.2,243.1,SHALE,Raniganj,Grey Shale
529.78,4,9.3318,2.67,60.3,51.1,-11.6,271.8,SANDSTONE,Raniganj,Sandstone (SST)
530,4,9.3318,2.52,53.9,52,-10.9,257,SHALE,Raniganj,Grey Shale
531.56,4,9.3318,2.66,58.3,42.6,-10.5,131.1,SANDSTONE,Raniganj,Sandstone (SST)
531.76,4,9.3318,2.67,62.1,65.4,-12.5,70.9,CARB SHALE,Raniganj,Carb Shale
532.03,4,9.3318,2.91,61.8,69.6,-10.6,72.2,SHALE,Raniganj,Grey Shale
532.43,4,9.3318,2.65,53.4,45.5,-11.6,94,SANDSTONE,Raniganj,Sandstone (SST)
533,4,9.3318,2.7,56.8,50.1,-12.5,105.8,SHALE,Raniganj,Grey Shale
533.13,4,9.3318,2.72,58.1,54.3,-12.4,91.4,SHALE,Raniganj,Grey Shale
535.23,4,9.3318,2.76,61.5,52.1,-11.8,199,SANDSTONE,Raniganj,Sandstone (SST)
536,4,9.3318,2.7,65.4,54.5,-12.4,132.8,SHALE,Raniganj,Grey Shale
537.55,4,9.28571,2.77,68.5,56.7,-13.2,162,SANDY SHALE,Raniganj,ss
539,4,9.28571,2.61,72.9,57.9,-12.7,279.2,SANDSTONE,Raniganj,Sandstone (SST)
542,4,9.28571,2.55,75.6,66.3,-10.2,233.5,SANDSTONE,Raniganj,Sandstone (SST)
545,4,9.28571,2.78,52.5,49.1,-11.5,212.5,SANDSTONE,Raniganj,Sandstone (SST)
548,4,9.3318,2.69,39.5,43.6,-13.1,123.7,SANDSTONE,Raniganj,Sandstone (SST)
549.48,4,9.37788,2.68,45.4,45,-13.4,67,SANDY SHALE,Raniganj,ss
550.28,4,9.42396,2.66,66.6,51.5,-14,140.7,SANDSTONE,Raniganj,Sandstone (SST)
550.78,4,9.42396,2.84,196,113.5,-14.5,93.6,SANDY SHALE,Raniganj,ss
551,4,9.42396,2.76,172.1,97.2,-14.4,46.5,SANDSTONE,Raniganj,Sandstone (SST)
551.54,4,9.42396,2.64,59.4,47,-13,128,SANDSTONE,Raniganj,Sandstone (SST)
551.94,4,9.42396,2.77,50.6,42.7,-13.1,135.4,SANDY SHALE,Raniganj,ss
552.46,4,9.42396,2.66003,52.9982,44.7988,-14.1003,167.209,SANDSTONE,Raniganj,Sandstone (SST)
552.73,4,9.42396,2.66,64,50.1,-14.5,188.1,SHALE,Raniganj,Grey Shale
553.43,4,9.74654,2.55,97.2,69.9,-14,215.6,SANDY SHALE,Raniganj,ss
553.75,4,9.79263,2.67,113.1,70.9,-12.9,200.8,SHALE,Raniganj,Grey Shale
554,4,9.79263,2.55,109.5,82.4,-13.3,207.8,SHALY COAL,Raniganj,coal
554.18,4,9.79263,2.42,106.4,83.7,-12.7,184.2,SHALY COAL,Raniganj,coal
557,4,10,2.53,90.8,74.5,-13.6,222.6,SANDY SHALE,Raniganj,ss
559,4,10.1152,2.74,127.6,75.4,-14,126.3,SANDY SHALE,Raniganj,ss
560,4,10.1152,2.64,173.1,90.7,-12.1,207.8,SANDSTONE,Raniganj,Sandstone (SST)
561.07,4,10.1152,2.91,105.908,64.204,-9.4,228.713,SANDSTONE,Raniganj,Sandstone (SST)
561.32,4,10.1152,2.7,86.4,60.2,-9.2,216.9,SANDY SHALE,Raniganj,ss
561.68,4,10.1152,2.7,83.7,63.2,-8.9,232.6,SHALE,Raniganj,Grey Shale
562.16,4,10.1152,2.74,82.8,63.5,-8.7,222.1,SANDY SHALE,Raniganj,ss
563,4,10.1152,2.69,71.1,56.5,-9.4,229.5,ALT SH/SST,Raniganj,alt
564.42,4,10.1152,2.73,71,56.6,-11.4,222.6,SANDY SHALE,Raniganj,ss
565.02,4,10.1152,2.74009,71.3988,57.2988,-12.2,233.898,SHALE,Raniganj,Grey Shale
565.5,4,10.1152,2.65,85.7,65.9,-12.6,209.9,CARB SHALE,Raniganj,Carb Shale
566,4,10.1152,2.77,91,71.9,-12.6,164.2,SHALE,Raniganj,Grey Shale
568.23,4,9.90783,2.57,74.9,63.9,-12.3,218.2,ALT SH/SST,Raniganj,alt
569,4,9.90783,2.71,110.8,76.8,-12.6,168.5,SANDY SHALE,Raniganj,ss
569.55,4,9.90783,2.66,123.1,74.1,-13.3,209.5,SANDY SHALE,Raniganj,ss
570.02,4,9.90783,2.28009,169.977,97.7933,-11.7006,197.666,SANDSTONE,Raniganj,Sandstone (SST)
572,4,9.79263,2.68,178.4,89.5,-10.2,212.5,SANDY SHALE,Raniganj,ss
572.31,4,9.79263,2.32,125.9,99.4,-9.2,168.5,SHALE,Raniganj,Grey Shale
572.53,4,9.79263,1.87,99.4,69.6,-7.7,202.1,SANDY SHALE,Raniganj,ss
572.65,4,9.79263,3,91.8,59.9,-7.4,216.5,SHALE,Raniganj,Grey Shale
572.85,4,9.79263,2.78,81.3,56.3,-7.2,233.9,SANDY SHALE,Raniganj,ss
573.35,4,9.79263,2.75,77.6,60.4,-6.9,180.3,SHALE,Raniganj,Grey Shale
573.53,4,9.79263,2.72,77.1,59.9,-6.9,179.9,COAL,Raniganj,coal
573.93,4,9.79263,2.72,80.8,62.7,-7,167.2,SANDSTONE,Raniganj,Sandstone (SST)
574.7,4,9.79263,2.92,143.8,99.7,-6.9,94,SANDY SHALE,Raniganj,ss
575,4,9.79263,2.86,117.9,80.9,-7.8,133.7,SANDSTONE,Raniganj,Sandstone (SST)
575.7,4,9.79263,2.71,81.2,61.6,-8.9,220,SANDY SHALE,Raniganj,ss
576.08,4,9.79263,2.71,90.6973,64.2991,-9.6,225.205,CARB SHALE,Raniganj,Carb Shale
578,4,9.79263,2.74,78.3,59.5,-10.6,199.5,SANDSTONE,Raniganj,Sandstone (SST)
580.18,4,9.79263,1.28,152.5,104.6,-9.8,129.8,SANDSTONE,Raniganj,Sandstone (SST)
580.45,4,9.79263,3.24991,107.909,67.3018,-8.1,191.168,SANDY SHALE,Raniganj,ss
581,4,9.79263,2.69,79.6,59,-7.6,298.4,SHALE,Raniganj,Grey Shale
581.1,4,9.79263,2.65,75.4,61.6,-7.6,274.9,SHALE,Raniganj,Grey Shale
581.99,4,9.79263,2.2,80.7,72.3,-8,263.1,ALT SH/SST,Raniganj,alt
582.19,4,9.79263,2.37,94.2,62,-8.4,247.8,SHALE,Raniganj,Grey Shale
582.37,4,9.79263,2.75,98.1,64.5,-7.8,237.4,SHALY COAL,Raniganj,coal
582.77,4,9.79263,2.2,83.7,81.8,-7.9,275.7,SANDY SHALE,Raniganj,ss
584,4,9.79263,2.71,43.4,45.9,-8,179.4,SANDSTONE,Raniganj,Sandstone (SST)
585.33,4,9.79263,2.75,46.2,42.7,-8.8,108,SANDSTONE,Raniganj,Sandstone (SST)
586.28,4,9.79263,2.71,43.6,41.7,-10.3,98.8,SANDY SHALE,Raniganj,ss
587,4,9.79263,2.66,52,48.5,-11.4,127.6,SANDSTONE,Raniganj,Sandstone (SST)
588.16,4,9.79263,2.9,94.5,69.3,-11.9,202.1,ALT SH/SST,Raniganj,alt
589.52,4,9.79263,3.06982,73.5073,51.8067,-7.70061,203.005,SANDSTONE,Raniganj,Sandstone (SST)
590,4,9.79263,2.78,59.2,48.3,-7.4,245.7,SHALE,Raniganj,Grey Shale
590.64,4,9.70046,2.72,65.5,51.6,-7,145.9,SHALE,Raniganj,Grey Shale
590.78,4,9.70046,2.73,68.5,51.9,-7.1,195.6,SHALY COAL,Raniganj,coal
590.96,4,9.70046,2.62009,71.1994,58.7957,-7.2,157.203,CARB SHALE,Raniganj,Carb Shale
593,4,9.58525,2.66,61.4,51.7,-8.5,190.8,SANDY SHALE,Raniganj,ss
594.44,4,9.42396,2.71,84.1,65.1,-9.6,192.1,SANDSTONE,Raniganj,Sandstone (SST)
596,4,9.3318,2.61,88.2,68.9,-10.2,171.2,SANDY SHALE,Raniganj,ss
599,4,9.07834,2.78,61.7,52.7,-6.1,275.7,SANDSTONE,Raniganj,Sandstone (SST)
602,4,9.07834,2.78,67.5,61.2,-5.5,198.6,SANDSTONE,Raniganj,Sandstone (SST)
605,4,9.12442,2.67,28.6,34.2,-6.2,101,SANDSTONE,Raniganj,Sandstone (SST)
608,4,9.12442,2.73,35.3,40.2,-7.5,127.6,SANDSTONE,Raniganj,Sandstone (SST)
611,4,9.12442,2.66,34.2,33.8,-6,129.3,SANDSTONE,Raniganj,Sandstone (SST)
614,4,9.21659,2.69,27.5,38.1,-6.5,147.6,SANDSTONE,Raniganj,Sandstone (SST)
617,4,9.3318,2.64,25.8,33.5,-6.9,71.4,SANDSTONE,Raniganj,Sandstone (SST)
619.3,4,9.3318,2.68,26.4,31,-7.3,186,SANDSTONE,Raniganj,Sandstone (SST)
620,4,9.37788,2.68,30.7,36.7,-8,108,SHALE,Raniganj,Grey Shale
620.45,4,9.37788,2.56997,37.2,39.6,-6.99939,87.0854,SHALE,Raniganj,Grey Shale
620.93,4,9.37788,2.66,40.6,37.5,-7.9,240,SHALY COAL,Raniganj,coal
623,4,9.37788,2.64,140.3,85.9,-9.2,51.8,SANDSTONE,Raniganj,Sandstone (SST)
625.25,4,9.37788,2.58,92.3,62.7,-7.8,64,SANDSTONE,Raniganj,Sandstone (SST)
625.75,4,9.37788,2.59,78.5,64.7,-7.2,74.9,SHALE,Raniganj,Grey Shale
626,4,9.37788,2.65,86.5,60.6,-7.4,74,SANDY SHALE,Raniganj,ss
626.77,4,9.37788,2.5,89.6,67.6,-6.4,242.2,SHALE,Raniganj,Grey Shale
627.21,4,9.37788,2.63,106.6,69.8,-6.3,193.4,SANDY SHALE,Raniganj,ss
628.11,4,9.49309,1.99,168.5,89,-5,163.3,SANDSTONE,Raniganj,Sandstone (SST)
629,4,9.49309,2.73,117.8,75.2,-4.9,145.9,SANDY SHALE,Raniganj,ss
630,4,9.49309,2.72,93.5,65.1,-4.5,91,SANDSTONE,Raniganj,Sandstone (SST)
631.2,4,9.49309,2.74,90.5,65.5,-4.5,191.6,ALT SH/SST,Raniganj,alt
631.6,4,9.53917,2.69,95.8,67.6,-6.1,183.8,SANDY SHALE,Raniganj,ss
632,4,9.58525,2.67,108.6,71.3,-5.9,155.9,SANDSTONE,Raniganj,Sandstone (SST)
632.28,4,9.58525,3.08,110,73,-6.6,168.5,SANDSTONE,Raniganj,Sandstone (SST)
632.53,4,9.58525,1.77,93.2,73,-7,195.1,SHALE,Raniganj,Grey Shale
633.05,4,9.58525,2.54,72.9,58.3,-4.3,265.3,SANDSTONE,Raniganj,Sandstone (SST)
633.25,4,9.58525,2.79,72.9,55.1,-4.7,246.1,SHALE,Raniganj,Grey Shale
633.95,4,9.58525,2.49,55.7982,45.1027,-4.8,270.503,SANDSTONE,Raniganj,Sandstone (SST)
634.25,4,9.58525,2.78,55.7,52.6,-5.1,238.3,ALT SH/SST,Raniganj,alt
634.35,4,9.58525,2.71,58.1,55.2,-4.6,212.5,SHALE,Raniganj,Grey Shale
635,4,9.65438,2.68,82.2,61.5,-5.2,167.2,COAL,Raniganj,coal
635.83,4,9.70046,2.55,81.9,60.9,-5.5,206,SANDSTONE,Raniganj,Sandstone (SST)
636.58,4,9.70046,2.54,97.9006,69.4951,-5.9997,166.834,ALT SH/SST,Raniganj,alt
636.92,4,9.70046,2.81,109.6,77,-5.5,114.5,SHALE,Raniganj,Grey Shale
638,4,9.70046,2.68,95.9,64.9,-5.8,165.9,SANDSTONE,Raniganj,Sandstone (SST)
638.7,4,9.74654,2.15,97.1,78.9,-5.5,197.7,SHALE,Raniganj,Grey Shale
639.42,4,9.74654,2.74,94.7,68.5,-4.9,175.1,ALT SH/SST,Raniganj,alt
640.65,4,9.74654,2.71,117.1,78.4,-5.9,193.4,SANDSTONE,Raniganj,Sandstone (SST)
641,4,9.74654,2.68,136.2,83.1,-5.5,171.2,ALT SH/SST,Raniganj,alt
641.78,4,9.74654,2.51,187.3,95.4,-6.2,172.9,ALT SH/SST,Raniganj,alt
643.42,4,9.74654,2.79,89.5,65.2,-4.2,167.7,SANDY SHALE,Raniganj,ss
644,4,9.74654,2.71,92.6,65,-4.2,200.8,SANDSTONE,Raniganj,Sandstone (SST)
647,4,9.65438,2.66,71.2,54.7,-3.3,151.5,SANDSTONE,Raniganj,Sandstone (SST)
647.6,4,9.49309,2.88,84,60.5,-3.7,103.6,SANDY SHALE,Raniganj,ss
650,4,9.37788,2.33,64.1,55.6,-4,221.3,SANDSTONE,Raniganj,Sandstone (SST)
653,4,9.37788,2.62,85.1,62.7,-4.5,93.2,SANDSTONE,Raniganj,Sandstone (SST)
653.5,4,9.3318,2.61,89.6,64.6,-4.3,62.2,SHALE,Raniganj,Grey Shale
654.65,4,9.3318,2.57,77.6,61.9,-4.9,206.4,SANDY SHALE,Raniganj,ss
655.33,4,9.3318,2.62,84.3,62.8,-5.2,190.3,ALT SH/SST,Raniganj,alt
656,4,9.3318,2.91,106.4,71.9,-5.9,175.9,SANDSTONE,Raniganj,Sandstone (SST)
659,4,9.17051,2.61,125.9,74,-5.9,61.8,SANDSTONE,Raniganj,Sandstone (SST)
662,4,9.12442,2.64,64,54.2,-3.2,209.1,SANDSTONE,Raniganj,Sandstone (SST)
662.73,4,9.12442,2.68,65.4,57.6,-2.9,211.7,SANDSTONE,Raniganj,Sandstone (SST)
662.93,4,9.12442,2.64,68.5,61.9,-2.3,197.3,CARB SHALE,Raniganj,Carb Shale
663.47,4,9.12442,2.72,68.2,55,-2.6,108.8,SHALE,Raniganj,Grey Shale
663.85,4,9.12442,2.62,66.4,56,-3.2,82.3,SANDSTONE,Raniganj,Sandstone (SST)
665,4,9.17051,2.72,72.3,56.2,-3.9,84,SANDY SHALE,Raniganj,ss
665.36,4,9.17051,2.61,69.2,66,-4.7,88.8,SANDY SHALE,Raniganj,ss
668,4,9.12442,2.72,101.4,69.2,-6.3,66.6,ALT SH/SST,Raniganj,alt
669.8,4,9.17051,2.74,136.4,78.3,-5.3,66.1,ALT SH/SST,Raniganj,alt
671,4,9.21659,2.94,93.5,60,-3,206.9,COAL,Raniganj,coal
672.7,4,9.28571,2.73,73.7,59.7,-1.1,185.5,SANDY SHALE,Raniganj,ss
674,4,9.28571,2.72,96.3,70.7,-2.8,189.9,SANDSTONE,Raniganj,Sandstone (SST)
675.8,4,9.28571,2.64,114.5,77.3,-5.2,209.9,SANDSTONE,Raniganj,Sandstone (SST)
676.2,4,9.28571,2.68,118.5,79.2,-4.6,194.7,COAL,Raniganj,coal
677,4,9.28571,2.84,136.6,78.5,-5.5,190.3,SANDY SHALE,Raniganj,ss
678.1,4,9.28571,1.15,386.8,139,-9.5,78.3,ALT SH/SST,Raniganj,alt
679.3,4,9.28571,2.7,152.3,85.8,-4.5,223.9,SANDSTONE,Raniganj,Sandstone (SST)
680,4,9.28571,2.65,137.5,82.2,-3,211.7,SANDY SHALE,Raniganj,ss
681.9,4,9.3318,2.68,91.9,64.5,-0.5,220,ALT SH/SST,Raniganj,alt
682.83,4,9.37788,2.79,112.6,71.8,-1.8,146.3,SANDSTONE,Raniganj,Sandstone (SST)
683,4,9.37788,2.72,119.6,75.4,-2,144.1,SANDSTONE,Raniganj,Sandstone (SST)
683.9,4,9.42396,1.44,211.1,118.8,-1.9,126.3,SANDSTONE,Raniganj,Sandstone (SST)
684.22,4,9.42396,2.37,167.8,89.3,0.2,179,SHALE,Raniganj,Grey Shale
686,4,9.49309,2.81,124.7,76.1,0.3,148.9,SANDY SHALE,Raniganj,ss
688.05,4,9.49309,2.67,77.7,61.2,-1.5,217.3,SANDY SHALE,Raniganj,ss
688.75,4,9.53917,2.75,86.5,65.3,-1.7,201.2,SANDSTONE,Raniganj,Sandstone (SST)
689,4,9.53917,2.77,88.9,64.4,-1.2,195.1,SANDY SHALE,Raniganj,ss
689.63,4,9.53917,2.04,107.594,83.1985,-2.0003,202.511,SANDSTONE,Raniganj,Sandstone (SST)
690.5,4,9.53917,2.63,108.9,76.4,-1.4,216.9,SANDY SHALE,Raniganj,ss
691.2,4,9.58525,2.73,97.8,64.8,-0.6,91.4,ALT SH/SST,Raniganj,alt
692,4,9.58525,2.73,105.7,70,-0.3,175.9,SHALE,Raniganj,Grey Shale
694.18,4,9.65438,2.76,75.4,60.8,0.2,187.3,SHALE,Raniganj,Grey Shale
695,4,9.65438,2.62,75.9,60.4,0.6,208.2,SANDSTONE,Raniganj,Sandstone (SST)
