DEPT[M],CALIPER[,DEN(CDL),RES(16N),RES(64N),RES[OHM],SANG[DEG,SP[MM],GAM(NAT)
388.74,10.5521,2.52557,16.3494,11.1697,41.0983,1.14476,-184.018,230.915
388.76,10.5521,2.38265,16.4409,11.1156,41.2061,1.14476,-184.019,232.68
388.78,10.5521,2.60123,16.4869,11.1233,41.2743,1.14627,-184.296,234.807
388.8,10.5553,2.57962,16.5327,11.1001,40.9831,1.1472,-184.574,235.779
388.82,10.5553,2.4251,16.6014,11.1,40.3127,1.147,-184.574,233.66
388.84,10.5595,2.51678,16.7009,11.1929,39.4658,1.14846,-183.504,234.63
388.86,10.56,2.44093,16.739,11.162,38.8542,1.14846,-183.504,236.221
388.88,10.5655,2.41734,16.8078,11.1697,38.406,1.14219,-181.033,241.888
388.9,10.5655,2.44587,16.8078,11.1697,38.124,1.13298,-178.562,243.215
388.92,10.5692,2.39219,16.8994,11.2083,37.891,1.13257,-178.562,243.569
388.94,10.5702,2.45801,16.7467,11.2626,37.9198,1.12439,-182.639,250.739
388.96,10.5702,2.48562,16.6018,11.2858,38.3567,1.12439,-182.639,249.413
388.98,10.5725,2.45347,16.4871,11.3322,39.0661,1.12439,-183.708,250.029
389,10.5776,2.41041,16.2347,11.4019,39.6408,1.12439,-184.78,253.04
389.02,10.5966,2.42878,16.1661,11.4251,40.0777,1.12439,-184.78,256.133
389.04,10.5966,2.35659,15.8913,11.5179,40.5444,1.12561,-185.294,259.849
389.06,10.5948,2.46827,15.7533,11.4948,40.8659,1.12623,-185.295,260.474
389.08,10.5966,2.53538,15.616,11.518,41.0892,1.12503,-185.062,261.446
389.1,10.5966,2.48909,15.5012,11.518,41.1576,1.12443,-184.945,269.148
389.12,10.6031,2.47242,15.4095,11.549,41.2743,1.12443,-184.945,273.308
389.14,10.6064,2.3394,15.3408,11.6108,40.9733,1.12749,-184.801,273.308
389.16,10.6106,2.34823,15.2949,11.6341,40.3409,1.12872,-184.801,277.91
389.18,10.6106,2.42885,15.3101,11.7037,39.4186,1.12786,-184.595,276.849
389.2,10.6115,2.36187,15.3407,11.7502,38.4464,1.12195,-184.492,271.28
389.22,10.6143,2.45728,15.3178,11.7348,37.7157,1.12194,-184.492,273.219
389.24,10.6171,2.4764,15.3407,11.8198,36.9487,1.12934,-179.846,278.521
389.26,10.6171,2.33961,15.3407,11.8199,36.3748,1.1318,-179.839,283.655
389.28,10.6226,2.47029,15.3866,11.8896,35.9752,1.13026,-180.714,292.159
389.3,10.6264,2.46574,15.3637,11.936,35.616,1.12404,-181.587,294.546
389.32,10.6264,2.51364,15.3636,11.9979,35.3534,1.12403,-181.589,299.851
389.34,10.6301,2.38107,15.3407,12.0289,35.0224,1.12453,-185.13,301.984
389.36,10.6347,2.39256,15.3636,12.0057,34.8865,1.12574,-185.13,301.895
389.38,10.6361,2.42679,15.3407,12.0908,34.6724,1.12434,-184.914,304.019
389.4,10.6361,2.45616,15.3636,12.145,34.4779,1.1209,-184.698,306.409
389.42,10.644,2.39906,15.295,12.1682,34.4196,1.1209,-184.698,304.995
389.44,10.6473,2.38771,15.2949,12.1218,34.3807,1.12689,-184.245,310.569
389.46,10.6473,2.396,15.3635,12.2377,34.5069,1.13116,-184.245,312.425
389.48,10.6524,2.48862,15.3407,12.2302,34.5944,1.12643,-184.152,313.665
389.5,10.6556,2.64178,15.3178,12.2844,34.3612,1.12131,-184.06,319.242
389.52,10.6598,2.66816,15.3178,12.2612,34.1865,1.12131,-184.06,315.177
389.54,10.6598,2.5147,15.3712,12.323,33.895,1.12499,-183.525,315.436
389.56,10.663,2.45072,15.4095,12.3308,33.7778,1.12684,-183.524,323.402
389.58,10.6672,2.4939,15.4019,12.3308,33.6419,1.12643,-182.455,326.142
389.6,10.6672,2.51618,15.4324,12.385,33.5737,1.12438,-181.383,328.27
389.62,10.6709,2.48481,15.5241,12.3076,33.5445,1.12438,-181.383,335.174
389.64,10.677,2.52528,15.4936,12.323,33.5056,1.12622,-179.163,333.848
389.66,10.6807,2.51493,15.5241,12.3076,33.5445,1.12745,-179.159,331.722
389.68,10.6807,2.38928,15.5928,12.3539,33.4086,1.12725,-181.75,332.782
389.7,10.6895,2.57058,15.6158,12.354,33.253,1.12441,-184.344,329.337
389.72,10.696,2.504,15.5929,12.3308,33.1653,1.12441,-184.348,328.89
389.74,10.696,2.51064,15.5852,12.3231,32.9614,1.12683,-184.081,326.238
389.76,10.6979,2.40126,15.5471,12.3076,32.8155,1.12929,-184.08,328.355
389.78,10.702,2.45837,15.6158,12.354,32.6889,1.12806,-183.957,327.119
389.8,10.7058,2.46443,15.57,12.3386,32.7277,1.12561,-183.833,331.626
389.82,10.7058,2.38204,15.5471,12.3772,32.8151,1.12561,-183.833,334.638
389.84,10.7113,2.43138,15.4783,12.3695,32.8833,1.12746,-183.689,334.377
389.86,10.7118,2.32988,15.524,12.354,33.194,1.12746,-183.689,330.135
389.88,10.7178,2.3416,15.4783,12.354,33.2528,1.12562,-183.648,331.014
389.9,10.7178,2.44688,15.4783,12.3308,33.3695,1.12194,-183.607,329.952
389.92,10.7206,2.38864,15.4554,12.354,33.3403,1.12194,-183.607,329.687
389.94,10.7281,2.43598,15.5088,12.354,33.3111,1.12502,-181.692,329.509
389.96,10.7281,2.40948,15.4554,12.3076,33.3403,1.12624,-181.692,329.774
389.98,10.7313,2.38717,15.4782,12.323,33.282,1.12562,-179.615,323.412
390,10.7369,2.43388,15.5241,12.2844,33.35,1.12316,-177.532,318.888
390.02,10.7401,2.43046,15.5699,12.3075,33.3112,1.12316,-177.532,317.298
390.04,10.7401,2.43218,15.5394,12.2612,33.3888,1.12438,-182.241,314.114
390.06,10.7466,2.42806,15.5241,12.2611,33.5737,1.125,-182.248,314.375
390.08,10.7522,2.4993,15.5928,12.3075,33.6319,1.12438,-183.019,313.137
390.1,10.7522,2.50498,15.6158,12.2766,33.7973,1.12008,-183.792,310.48
390.12,10.7578,2.42907,15.6387,12.2844,33.9528,1.12008,-183.792,307.825
390.14,10.7592,2.26946,15.6158,12.3075,34.2247,1.12499,-183.648,304.114
390.16,10.7615,2.26876,15.6158,12.1915,34.5362,1.12684,-183.648,302.515
390.18,10.7615,2.31289,15.57,12.1451,34.8275,1.12839,-183.35,299.157
390.2,10.7694,2.25177,15.5013,12.0909,35.0803,1.12081,-183.051,300.742
390.22,10.7731,2.35588,15.4935,12.0754,35.2946,1.1208,-183.051,295.7
390.24,10.7791,2.35966,15.4325,11.9826,35.3723,1.12799,-182.907,292.518
390.26,10.7791,2.39381,15.4019,11.9361,35.3821,1.128,-182.907,297.02
390.28,10.7824,2.34299,15.3178,11.8431,35.4988,1.128,-182.529,296.496
390.3,10.7856,2.32303,15.3178,11.8277,35.625,1.128,-181.775,297.203
390.32,10.7856,2.45345,15.2033,11.7272,35.7902,1.128,-181.774,298.265
390.34,10.7907,2.33015,15.1115,11.6574,35.878,1.12746,-177.821,292.336
390.36,10.7917,2.39266,15.142,11.5182,35.9168,1.12686,-177.821,289.95
390.38,10.7959,2.41308,15.1115,11.4251,35.9655,1.12652,-178.658,287.911
390.4,10.7959,2.3192,15.1344,11.3168,35.9072,1.12982,-180.333,287.115
390.42,10.7963,2.29422,15.081,11.2163,35.9363,1.12982,-180.333,289.235
390.44,10.7996,2.30086,15.0656,11.2394,35.878,1.13117,-182.948,290.655
390.46,10.7996,2.32439,15.0351,11.0848,35.878,1.13117,-182.948,290.92
390.48,10.8065,2.41097,15.0427,11.0073,35.9071,1.13117,-182.879,289.506
390.5,10.8121,2.29796,15.0198,10.9762,35.878,1.12753,-182.742,289.947
390.52,10.8163,2.26842,15.0198,10.8912,35.8974,1.12753,-182.742,283.584
390.54,10.8163,2.38332,15.0198,10.7519,36.0237,1.12912,-182.146,281.984
390.56,10.8209,2.36072,15.0962,10.6666,36.1308,1.13003,-182.145,283.751
390.58,10.8251,2.35197,15.1115,10.6125,36.2279,1.13037,-182.056,286.049
390.6,10.8311,2.3501,15.1573,10.6046,36.2864,1.13434,-181.877,284.636
390.62,10.8311,2.33746,15.2719,10.5427,36.228,1.13434,-181.877,280.123
390.64,10.8339,2.28268,15.2491,10.5891,36.3154,1.13502,-181.466,280.123
390.66,10.8372,2.28261,15.3101,10.6201,36.3642,1.13503,-181.465,278.972
390.68,10.8372,2.33844,15.478,10.6124,36.3739,1.13571,-180.472,273.67
390.7,10.8395,2.44661,15.4783,10.6201,36.5778,1.1364,-178.483,271.541
390.72,10.8409,2.46044,15.7075,10.6356,36.6072,1.1364,-178.48,264.103
390.74,10.8437,2.44338,15.8906,10.6356,36.7529,1.13667,-177.863,259.066
390.76,10.8437,2.38869,16.0282,10.6356,36.8113,1.13486,-177.862,256.76
390.78,10.8479,2.52667,16.166,10.6124,36.9281,1.13486,-179.139,254.898
390.8,10.8511,2.52309,16.166,10.5428,37.0834,1.14209,-181.688,252.689
390.82,10.8511,2.58715,16.2728,10.5118,37.0448,1.1421,-181.692,252.193
390.84,10.8544,2.55853,16.3723,10.5427,37.0156,1.14621,-181.301,246.503
390.86,10.8562,2.67148,16.3799,10.5273,37.0059,1.14892,-181.301,242.438
390.88,10.8595,2.65324,16.3723,10.5427,37.1614,1.15068,-181.767,240.573
390.9,10.8595,2.47321,16.4181,10.5195,37.4823,1.13983,-182.701,241.989
390.92,10.8623,2.45502,16.3953,10.4963,38.1328,1.13983,-182.701,240.663
390.94,10.8674,2.56417,16.3723,10.5427,38.7949,1.14129,-180.909,245.972
390.96,10.8674,2.50919,16.3036,10.5736,39.4551,1.1449,-180.909,247.563
390.98,10.8697,2.48613,16.2425,10.6123,39.8153,1.1428,-180.909,247.565
391,10.8734,2.46624,16.2118,10.5427,40.02,1.14979,-180.909,246.326
391.02,10.8753,2.48608,16.0898,10.5891,39.9812,1.14979,-177.558,247.386
391.04,10.8753,2.41775,15.937,10.6123,39.6996,1.15492,-177.553,247.123
391.06,10.8785,2.38673,15.868,10.682,39.3394,1.14509,-177.553,242.343
391.08,10.8818,2.34973,15.6772,10.6666,38.7958,1.14247,-177.553,242.608
391.1,10.8818,2.35412,15.5012,10.6356,38.299,1.13449,-175.144,244.202
391.12,10.8822,2.38076,15.3254,10.7285,37.7254,1.13449,-175.144,251.636
391.14,10.8869,2.37635,15.1347,10.6589,37.1914,1.1198,-175.144,252.697
391.16,10.8897,2.40591,15.0427,10.7053,36.7531,1.14591,-175.109,253.495
391.18,10.8897,2.37788,14.7909,10.6975,36.4036,1.13417,-181.456,256.146
391.2,10.8938,2.27855,14.6074,10.7284,36.0827,1.15084,-181.835,256.68
391.22,10.8948,2.35954,14.5307,10.7904,35.7224,1.15087,-181.836,256.416
391.24,10.8948,2.39132,14.401,10.8213,35.3244,1.14458,-181.836,256.643
391.26,10.898,2.39921,14.4008,10.8677,35.0908,1.13603,-181.836,258.082
391.28,10.898,2.38284,14.439,10.8214,34.5946,1.13912,-179.489,265.519
391.3,10.9031,2.41458,14.5382,10.8677,34.0703,1.12142,-179.489,269.761
391.32,10.9031,2.3876,14.607,10.8987,33.487,1.12139,-179.489,273.479
391.34,10.9045,2.33684,14.653,10.9143,32.8444,1.11736,-179.489,276.14
391.36,10.9068,2.33471,14.7445,10.9374,32.1746,1.10894,-179.489,276.67
391.38,10.9101,2.34296,14.8211,10.9607,31.4637,1.11065,-179.489,278.264
391.4,10.9101,2.38274,14.8135,10.9607,30.6859,1.09928,-179.489,280.388
391.42,10.9119,2.39402,14.8364,10.9762,29.9869,1.09928,-181.174,281.449
391.44,10.9138,2.37426,14.867,10.9375,29.315,1.09667,-181.177,284.636
391.46,10.9138,2.33884,14.9051,11.007,28.9655,1.09296,-181.177,287.818
391.48,10.9161,2.44487,14.9738,11.0071,28.5669,1.09332,-181.177,291.004
391.5,10.9184,2.34319,15.0198,10.9839,28.3524,1.09222,-181.177,287.823
391.52,10.9217,2.33586,15.0198,11.1462,28.43,1.09222,-181.177,284.641
391.54,10.9217,2.29038,15.0808,11.1465,28.4399,1.08851,-181.177,272.971
391.56,10.9222,2.34459,15.1344,11.1697,28.5566,1.08479,-181.177,273.485
391.58,10.9245,2.49358,15.1573,11.1311,28.7798,1.08536,-181.177,274.015
391.6,10.9245,2.48979,15.2261,11.1697,28.9649,1.08652,-181.177,278.795
391.62,10.9245,2.39412,15.1802,11.162,29.3441,1.08652,-178.706,288.354
391.64,10.9277,2.48741,15.0811,11.1697,29.5771,1.08617,-178.706,297.898
391.66,10.9273,2.47481,15.0198,11.1465,29.8108,1.08525,-178.706,301.63
391.68,10.9273,2.36997,14.8596,11.1465,30.0827,1.08681,-178.706,302.69
391.7,10.9296,2.43561,14.7143,11.1465,30.1607,1.08633,-178.706,297.92
391.72,10.9328,2.39764,14.6301,11.162,30.3359,1.08633,-178.706,295.257
391.74,10.9319,2.37805,14.4393,11.1929,30.4135,1.08788,-178.706,291.015
391.76,10.9319,2.50203,14.3093,11.1234,30.5981,1.0824,-178.706,291.009
391.78,10.9338,2.37219,14.3091,11.1929,30.6859,1.0835,-181.63,290.478
391.8,10.9333,2.23027,14.2252,11.1002,30.8898,1.08392,-181.63,290.478
391.82,10.9333,2.18916,14.2403,11.1928,30.7445,1.08392,-181.63,293.129
391.84,10.9342,2.23729,14.2098,11.1697,30.7442,1.08549,-181.63,296.85
391.86,10.9328,2.30017,14.1716,11.2393,30.7151,1.09269,-181.63,296.32
391.88,10.9361,2.29379,14.1945,11.2626,30.6859,1.09846,-181.63,295.788
391.9,10.9361,2.3795,14.1334,11.2858,30.7248,1.09448,-181.63,298.974
391.92,10.9347,2.3646,14.1258,11.2163,30.7151,1.09448,-181.63,305.867
391.94,10.9338,2.38814,13.9958,11.3555,30.6859,1.10064,-181.63,308.533
391.96,10.9352,2.37998,13.9882,11.2992,30.5985,1.09359,-177.929,312.775
391.98,10.9352,2.34037,13.8966,11.3123,30.6566,1.09358,-177.924,316.493
392,10.9333,2.2726,13.8736,11.4019,30.5303,1.09763,-177.924,314.906
392.02,10.9315,2.28168,13.7362,11.4251,30.5692,1.10533,-177.924,307.482
392.04,10.9314,2.27275,13.7055,11.5179,30.5692,1.11228,-177.924,303.759
392.06,10.9291,2.26942,13.5985,11.4251,30.5109,1.13479,-177.924,298.443
392.08,10.9222,2.29919,13.5298,11.4251,30.5983,1.13479,-177.924,297.383
392.1,10.9129,2.2866,13.5374,11.4251,30.4526,1.11149,-177.924,294.195
392.12,10.9129,2.22566,13.5985,11.4716,30.2775,1.11149,-177.924,292.071
392.14,10.9041,2.35467,13.6138,11.4716,30.1805,1.11152,-181.378,291.541
392.16,10.8957,2.34211,13.6673,11.4251,30.1609,1.11526,-181.383,292.602
392.18,10.8957,2.37688,13.6215,11.4251,30.1317,1.11526,-181.383,291.542
392.2,10.8887,2.31226,13.5375,11.3788,30.0055,1.12402,-181.383,285.177
392.22,10.8841,2.31363,13.4609,11.1929,29.9275,1.1222,-181.383,278.264
392.24,10.8785,2.29601,13.4152,11.1929,29.7722,1.1283,-181.383,270.311
392.26,10.8785,2.18963,13.3007,11.1002,29.5195,1.12195,-181.383,262.345
392.28,10.8725,2.35583,13.3234,11.0536,29.2566,1.12194,-181.383,258.085
392.3,10.8655,2.35034,13.2624,11.0536,29.2275,1.12896,-181.383,254.903
392.32,10.8655,2.38151,13.2318,10.9608,29.3148,1.12312,-177.806,255.429
392.34,10.8581,2.31907,13.2317,10.8678,29.3247,1.12364,-177.8,254.367
392.36,10.8507,2.34777,13.1859,10.8678,29.4023,1.12302,-177.8,255.428
392.38,10.8455,2.36156,13.2317,10.682,29.5483,1.12302,-177.8,252.243
392.4,10.8455,2.27683,13.3234,10.682,29.7136,1.12579,-177.8,246.402
392.42,10.8363,2.31373,13.3234,10.682,29.7524,1.13288,-177.8,250.644
392.44,10.8339,2.35637,13.4151,10.682,29.9081,1.12204,-177.8,254.367
392.46,10.8335,2.37018,13.3693,10.682,29.7527,1.11498,-177.8,251.716
392.48,10.8335,2.39234,13.4608,10.682,29.6942,1.11497,-180.123,248.531
392.5,10.8274,2.33618,13.5068,10.4963,29.5969,1.12352,-180.127,244.278
392.52,10.8195,2.33387,13.5068,10.4963,29.4319,1.13446,-180.127,244.808
392.54,10.8195,2.36555,13.4381,10.589,29.4996,1.1541,-180.127,242.157
392.56,10.814,2.29982,13.5068,10.4498,29.5191,1.16649,-180.127,238.967
392.58,10.8065,2.4206,13.546,10.4035,29.6065,1.16649,-180.127,233.665
392.6,10.8005,2.38588,13.6705,10.4034,29.8108,1.14776,-180.127,228.877
392.62,10.8005,2.39058,13.9882,10.3569,30.015,1.11842,-180.127,227.815
392.64,10.7963,2.4194,14.1484,10.3569,30.1606,1.14302,-180.127,228.346
392.66,10.7926,2.41806,14.1487,10.3569,30.4817,1.15908,-177.862,226.222
392.68,10.7926,2.41271,14.3318,10.3569,30.7438,1.15908,-177.862,228.873
392.7,10.7907,2.4519,14.3321,10.3106,31.0937,1.15908,-177.862,229.408
392.72,10.7847,2.50962,14.3321,10.3105,31.386,1.11782,-177.862,228.877
392.74,10.7819,2.48883,14.3321,10.2177,31.5025,1.12727,-177.862,218.273
392.76,10.7819,2.49134,14.3321,10.1249,31.8813,1.12728,-177.862,214.545
392.78,10.7796,2.4636,14.3779,10.1247,31.986,1.12728,-177.862,212.946
392.8,10.7782,2.3954,14.3321,10.1711,32.427,1.12281,-177.862,215.597
392.82,10.7782,2.41626,14.3778,10.0784,33.6301,1.16723,-177.862,218.253
392.84,10.7791,2.57169,14.2862,10.0783,34.3029,1.1673,-180.703,216.132
392.86,10.7791,2.37385,14.2862,10.0783,34.5941,1.15726,-180.703,212.421
392.88,10.7796,2.35868,14.3321,10.0783,34.6529,1.16831,-180.703,208.167
392.9,10.7796,2.47677,14.2404,10.0783,34.4779,1.11705,-180.703,206.574
392.92,10.7717,2.30353,14.2404,10.0783,34.0119,1.15471,-180.703,206.044
392.94,10.7582,2.35325,14.1945,10.0318,33.7195,1.15477,-180.703,210.822
392.96,10.748,2.37358,14.0572,10.0782,33.7195,1.1835,-180.703,211.352
392.98,10.748,2.34525,14.057,10.0783,33.4282,1.18683,-180.703,209.232
393,10.7424,2.36532,13.9653,10.1247,33.1361,1.18683,-180.703,216.133
393.02,10.7401,2.39233,13.9653,10.0783,33.1944,1.18683,-178.134,228.328
393.04,10.7401,2.17417,13.9653,10.0783,33.1362,1.18683,-178.13,242.132
393.06,10.7364,2.22429,13.9194,9.98539,33.1361,1.18683,-178.13,246.402
393.08,10.7336,2.29541,13.9194,10.1245,33.1944,1.18683,-178.13,245.871
393.1,10.7304,2.32937,13.8736,10.1247,33.1361,1.18074,-178.13,240.56
393.12,10.7304,2.28689,13.9194,10.0783,33.1361,1.17908,-178.13,242.153
393.14,10.7257,2.3185,13.9194,9.93916,33.1944,1.17908,-178.13,240.563
393.16,10.7262,2.23329,13.8277,9.93894,33.0778,1.17908,-178.13,245.34
393.18,10.723,2.25348,13.8277,9.98532,33.0778,1.17908,-178.13,244.279
393.2,10.7229,2.33783,13.8277,10.0781,33.0778,1.17908,-179.959,248.519
393.22,10.7216,2.26757,13.8277,10.0783,33.0778,1.17908,-179.962,252.774
393.24,10.7188,2.31306,13.8735,10.0319,33.0195,1.17908,-179.962,255.425
393.26,10.7188,2.34598,13.8278,10.0782,32.9029,1.19136,-179.962,255.429
393.28,10.7164,2.29006,13.8277,9.8925,32.9028,1.19137,-179.962,258.085
393.3,10.7123,2.26617,13.9193,9.8925,32.6698,1.24586,-179.962,261.266
393.32,10.7095,2.29608,13.9194,9.98525,32.7859,1.24594,-179.962,262.861
393.34,10.7095,2.29546,13.9194,9.98539,32.7861,1.24594,-179.962,264.988
393.36,10.7086,2.41515,13.8279,9.98539,32.6113,1.24594,-178.996,261.807
393.38,10.7058,2.45423,13.8277,9.93894,32.6694,1.24594,-178.994,268.705
393.4,10.7058,2.46402,13.8277,9.8925,32.6694,1.24594,-178.994,266.581
393.42,10.7053,2.33032,13.8735,9.8925,32.6694,1.24594,-178.994,257.567
393.44,10.7016,2.34805,13.7819,9.84606,32.7861,1.24594,-178.994,246.402
393.46,10.7016,2.38912,13.7819,9.84606,32.7278,1.28089,-178.994,236.858
393.48,10.7016,2.32846,13.6903,9.84606,32.7277,1.20587,-178.994,235.252
393.5,10.6993,2.29015,13.736,9.5674,32.7277,1.20576,-178.994,238.967
393.52,10.6983,2.40325,13.6903,9.79926,32.4947,1.20576,-178.994,245.86
393.54,10.6983,2.39349,13.6902,9.79961,32.4944,1.20576,-178.645,247.992
393.56,10.6969,2.33395,13.5985,9.84606,32.4944,1.20576,-178.644,251.712
393.58,10.6951,2.39258,13.5527,9.79968,32.4361,1.20576,-178.644,257.545
393.6,10.6946,2.35677,13.5526,9.79961,32.4361,1.20576,-178.644,262.333
393.62,10.6946,2.31374,13.5985,9.79961,32.3777,1.25501,-178.644,257.022
393.64,10.6904,2.21588,13.5069,9.6605,32.3777,1.25501,-178.644,252.25
393.66,10.6895,2.32439,13.5068,9.66028,32.3777,1.16212,-178.644,246.933
393.68,10.6867,2.37216,13.5068,9.75303,32.1447,1.16212,-178.644,244.282
393.7,10.6867,2.28999,13.461,9.84592,32.0861,1.16212,-178.644,240.566
393.72,10.6839,2.32899,13.4609,9.75317,32.0277,1.16212,-178.727,237.374
393.74,10.6802,2.35524,13.4609,9.75317,32.0277,1.16212,-178.727,235.253
393.76,10.6802,2.40043,13.4152,9.84592,31.9694,1.16212,-178.727,240.022
393.78,10.6793,2.29296,13.4151,9.79961,31.7943,1.16212,-178.727,237.905
393.8,10.6798,2.38197,13.4609,9.79961,31.7943,1.2477,-178.727,232.073
393.82,10.677,2.38486,13.2321,9.75324,32.0273,1.20225,-178.727,237.366
393.84,10.677,2.30202,13.2317,9.84606,32.0277,1.20218,-178.727,242.684
393.86,10.6756,2.37066,13.2775,9.84606,32.0277,1.20218,-178.727,244.805
393.88,10.6742,2.36246,13.3234,9.70673,32.0277,1.20218,-178.727,246.402
393.9,10.6742,2.40328,13.14,9.70673,32.0277,1.20218,-178.109,247.464
393.92,10.6728,2.33243,13.14,9.70673,32.0277,1.20218,-178.109,247.994
393.94,10.6705,2.24039,13.14,9.75317,31.7943,1.20218,-178.109,246.402
393.96,10.6709,2.23419,13.1858,9.75317,31.5613,1.20218,-178.109,242.16
393.98,10.6709,2.25083,13.1859,9.75317,31.561,1.25405,-178.109,239.502
394,10.6705,2.26079,13.0942,9.70673,31.3276,1.19995,-178.109,236.312
394.02,10.6677,2.36871,13.1399,9.79947,31.1529,1.19995,-178.109,232.6
394.04,10.6677,2.38185,13.14,9.75324,31.1526,1.19995,-178.109,233.655
394.06,10.6709,2.3357,13.0483,9.75317,31.0943,1.19995,-178.891,233.126
394.08,10.6663,2.3187,13.0941,9.79954,31.2108,1.19995,-178.891,239.488
394.1,10.6686,2.30531,13.0942,9.61384,31.2693,1.19995,-178.891,241.622
394.12,10.6686,2.40351,13.0025,9.61384,31.2693,1.19995,-178.891,244.278
394.14,10.6672,2.38827,12.9109,9.61384,31.3275,1.19995,-178.891,251.17
394.16,10.663,2.3931,12.9108,9.75317,31.2693,1.23801,-178.891,253.836
394.18,10.664,2.3628,12.865,9.75317,31.2693,1.21232,-178.891,249.064
394.2,10.664,2.35633,12.7734,9.66043,31.5023,1.21228,-178.891,253.299
394.22,10.6626,2.4132,12.7732,9.66028,31.561,1.21228,-178.891,258.085
394.24,10.664,2.41461,12.6359,9.66028,31.561,1.21228,-178.131,260.736
394.26,10.664,2.27071,12.6357,9.70666,31.6775,1.21228,-178.13,259.679
394.28,10.664,2.23405,12.6357,9.75317,31.7943,1.21228,-178.13,263.926
394.3,10.663,2.34647,12.4984,9.75317,31.7943,1.21228,-178.13,267.107
394.32,10.6626,2.33374,12.4981,9.7068,31.9691,1.23846,-178.13,266.052
394.34,10.6626,2.21517,12.544,9.79961,31.8527,1.2385,-178.13,265.519
394.36,10.6626,2.27615,12.544,9.79961,31.8527,1.23039,-178.13,263.928
394.38,10.6626,2.23095,12.4981,9.75317,31.736,1.23038,-178.13,263.395
394.4,10.6626,2.25463,12.3606,9.75317,31.3276,1.23038,-178.13,264.988
394.42,10.6612,2.28138,12.3606,9.66042,31.3276,1.23038,-179.301,265.518
394.44,10.6635,2.27093,12.3606,9.66028,30.8026,1.23038,-179.303,266.581
394.46,10.6617,2.30608,12.3148,9.7994,30.3948,1.23038,-179.303,264.46
394.48,10.6616,2.36226,12.3148,9.79961,30.3942,1.23038,-179.303,267.108
394.5,10.6612,2.28335,12.2689,9.79961,30.3359,1.24532,-179.303,264.988
394.52,10.6616,2.29867,12.2689,9.70687,30.2194,1.24532,-179.303,267.639
394.54,10.6626,2.28074,12.2689,9.70673,30.2192,1.2394,-179.303,271.355
394.56,10.6626,2.25078,12.1772,9.70673,30.2192,1.23939,-179.303,270.298
394.58,10.6607,2.29517,12.0399,9.79947,30.2192,1.23939,-179.303,269.768
394.6,10.6612,2.29254,12.0397,9.75317,29.9858,1.23939,-177.532,267.112
394.62,10.6612,2.37394,11.9021,9.75317,29.9858,1.23939,-177.532,262.333
394.64,10.6607,2.38529,11.9479,9.75317,29.9276,1.23939,-177.532,261.803
394.66,10.6603,2.246,11.8104,9.79961,29.9275,1.23939,-177.532,264.457
394.68,10.6621,2.2607,11.8104,9.79961,29.9275,1.26116,-177.532,270.82
394.7,10.6621,2.32317,11.7189,9.6605,29.811,1.24887,-177.532,267.648
394.72,10.6621,2.3165,11.8104,9.75317,29.6942,1.24885,-177.532,262.864
394.74,10.6635,2.38752,11.8104,9.75317,29.6942,1.24885,-177.532,262.864
394.76,10.6635,2.3848,11.6731,9.79954,29.5777,1.24885,-179.753,262.334
394.78,10.6612,2.34829,11.6729,9.75317,29.4025,1.24885,-179.756,263.395
394.8,10.663,2.34019,11.6729,9.75317,29.4025,1.24885,-179.756,260.744
394.82,10.6607,2.34378,11.8102,9.75317,29.286,1.24885,-179.756,255.968
394.84,10.6607,2.36744,11.7646,9.70673,29.2275,1.24885,-179.756,252.243
394.86,10.6603,2.35995,11.7646,9.79947,29.111,1.26073,-179.756,251.183
394.88,10.6621,2.40055,11.9021,9.79961,29.1108,1.25798,-179.756,253.305
394.9,10.6621,2.39392,11.8563,9.75317,29.1108,1.25798,-179.756,249.057
394.92,10.663,2.36505,11.8563,9.79954,28.9943,1.25798,-179.756,249.587
394.94,10.6621,2.28098,11.8563,9.79961,28.9941,1.25798,-178.027,249.588
394.96,10.6621,2.27253,12.0394,9.75324,28.9941,1.25798,-178.027,246.407
394.98,10.6621,2.40658,12.0397,9.79954,28.9941,1.25798,-178.027,238.448
395,10.6621,2.37829,11.948,9.79961,28.9941,1.25798,-178.027,234.188
395.02,10.6621,2.37964,12.0853,9.75324,28.9359,1.25969,-178.027,233.658
395.04,10.6621,2.35588,12.0855,9.79954,28.994,1.25969,-178.027,239.489
395.06,10.6607,2.45818,12.0855,9.79961,28.9941,1.2671,-178.027,240.56
395.08,10.6621,2.40786,12.0855,9.84599,28.9941,1.2671,-178.027,231.546
395.1,10.6621,2.38512,12.0855,9.75317,28.9941,1.2671,-178.027,227.284
395.12,10.6621,2.36143,12.0855,9.75317,28.9941,1.2671,-179.839,227.284
395.14,10.6626,2.38758,12.0855,9.89229,29.0523,1.2671,-179.839,225.694
395.16,10.6603,2.36587,12.0855,9.8925,29.2275,1.2671,-179.839,230.471
395.18,10.6621,2.37966,12.0855,9.8925,29.2275,1.2671,-179.839,231.001
395.2,10.6621,2.26659,12.0397,10.078,29.1692,1.2705,-179.839,229.941
395.22,10.663,2.20446,12.1314,10.1712,29.4025,1.2705,-179.839,231.002
395.24,10.6607,2.21013,12.1314,10.1248,29.286,1.26864,-179.839,234.713
395.26,10.6607,2.33684,12.1771,10.1247,29.2858,1.26864,-179.839,236.84
