DEPT[M],WELL,CALIPER[MM],DEN[GM/CC],RES(64N),RES[OHM],SP[MV],GAM[API],LITHOLOGY DESCRIPTION,Formation,Classified
215.04,1,12.2317,2.38852,26.1942,104.892,27.2002,126.924,"Fine graineded  sanstone, shale laminae at top",Raniganj,Sandstone (SST)
216.25,1,12.1072,2.32617,32.9286,99.35,27.262,103.02,Medium graineded sandstone ,Raniganj,Sandstone (SST)
217,1,12.0891,2.41657,33.4859,94.5079,27.0149,105.147,Fine graineded sandstone whitish ,Raniganj,Sandstone (SST)
220,1,12.0915,2.2969,34.7863,101.275,30.1454,72.7538,"Fine graineded sandstone, whitish ",Raniganj,Sandstone (SST)
223,1,12.0274,2.33795,37.666,95.5013,31.1125,96.115,"Fine graineded sandstone to medium graineded sandstone, whitish",Raniganj,Sandstone (SST)
226,1,12.0529,2.29474,36.1334,92.3492,32.2038,109.395,"Fine graineded sandstone to medium graineded sandstone, whitish",Raniganj,Sandstone (SST)
229,1,11.9911,2.35691,38.9202,80.2718,31.1536,110.458,"Fine graineded sandstone to medium graineded sandstone, whitish with shale streaks",Raniganj,Sandstone (SST)
232,1,12.0432,2.3679,40.2672,98.6485,28.8269,69.5652,"Fine graineded sandstone to medium graineded sandstone, whitish with shale streaks",Raniganj,Sandstone (SST)
235,1,12.1992,2.3604,32.6499,64.6984,35.3335,157.714,Fine graineded sandstone,Raniganj,Sandstone (SST)
238,1,12.0353,2.29342,25.4046,63.0636,30.1055,163.024,Fine graineded sandstone with shale streaks,Raniganj,Sandstone (SST)
241,1,12.1778,2.3408,27.1691,58.5718,19.4582,125.854,"Fine graineded sandstone, shale laminae at bottom",Raniganj,Sandstone (SST)
244,1,12.163,2.27161,32.4177,82.2569,19.0052,127.981,"Fine graineded sandstone, micaceous",Raniganj,Sandstone (SST)
247,1,12.1035,2.38127,64.3704,78.4656,21.126,129.047,"Fine graineded sandstone, micaceous",Raniganj,Sandstone (SST)
248.67,1,12.626,1.2837,86.5246,267.014,29.4858,38.2376,Fine graineded sandstone ,Raniganj,Sandstone (SST)
248.76,1,12.0902,1.31979,118.385,272.264,36.3837,30.8014,"Shaly coal, pyrite found",Raniganj,coal
248.91,1,12.0219,1.27157,236.233,278.506,36.3837,44.6052,"Carbonaceous shale, pulverized",Raniganj,Carb Shale
250,1,11.9503,1.31356,476.974,272.612,63.8722,39.8315,"Coal, bright band present",Raniganj,coal
252.6,1,11.9605,1.30728,481.11,293.616,73.9204,52.5724,"Coal, bright band present",Raniganj,coal
253,1,11.9563,1.27854,481.713,276.816,74.3116,37.1743,Coal  ,Raniganj,coal
253.86,1,11.9791,1.27372,133.851,259.429,56.1095,28.1454,Coal,Raniganj,coal
254.16,1,11.9833,1.39311,81.3229,244.262,44.2699,72.2172,Coal  ,Raniganj,coal
254.87,1,12.0715,2.04902,50.1599,95.2084,19.0052,265.519,Coal,Raniganj,coal
255.17,1,12.2219,2.30365,38.9209,82.083,18.1198,281.451,Grey shale with coal band,Raniganj,Grey Shale
255.37,1,12.319,2.16973,33.2537,78.3482,19.1287,268.17,Carb shale,Raniganj,Carb Shale
255.76,1,12.2981,1.98524,26.7516,81.2068,19.5199,275.606,Grey shale,Raniganj,Grey Shale
256,1,12.1718,2.12304,26.5658,79.7484,19.767,260.209,Shale,Raniganj,Grey Shale
256.3,1,12.0826,2.46566,26.8444,59.7405,20.5915,229.422,"Grey shale, clayey at top",Raniganj,Grey Shale
256.76,1,11.9795,2.40973,30.4206,74.0895,21.023,188.52,Carbonaceous shale,Raniganj,Carb Shale
257.25,1,12.0464,2.35407,30.1886,56.9969,22.1143,241.096,"Grey shale with coal laminae, sandy",Raniganj,Grey Shale
257.74,1,12.012,2.34892,27.1236,57.7526,22.4438,235.263,Fine graineded sandstone with coal streaks,Raniganj,Sandstone (SST)
258.22,1,12.1402,2.4374,26.9838,62.0719,21.3525,229.939,Sandy shale with coal laminae at the bottom,Raniganj,ss
259,1,12.1532,2.56679,24.8474,59.155,22.5879,173.118,Shaly sandstone,Raniganj,Sandstone (SST)
259.23,1,12.0794,2.50989,25.4976,58.2799,20.7965,207.101,Shaly sandstone,Raniganj,Sandstone (SST)
259.53,1,12.0599,2.40642,26.6122,62.9469,21.579,199.67,Fine graineded sandstone,Raniganj,Sandstone (SST)
259.65,1,12.0427,2.42485,27.0767,64.1721,21.579,197.546,Shaly sandstone,Raniganj,Sandstone (SST)
259.85,1,12.032,2.4219,29.0737,62.7719,22.6497,161.97,Grey shale,Raniganj,Grey Shale
260.15,1,12.0371,2.39913,31.9532,59.6217,21.5584,164.622,Sandy Shale,Raniganj,ss
262,1,12.2642,2.53146,33.9503,100.633,25.8001,125.325,Fine graineded Sandstone,Raniganj,Sandstone (SST)
263.46,1,12.0167,2.30797,32.8821,70.4142,19.0669,200.197,Fine graineded sandstone with shale laminae,Raniganj,Sandstone (SST)
263.61,1,12.0069,2.38239,31.3966,68.1391,16.4107,186.925,Sandy shale,Raniganj,ss
263.85,1,11.9953,2.39137,30.8386,62.1302,16.8014,210.285,Fine graineded sandstone,Raniganj,Sandstone (SST)
263.92,1,11.9953,2.42366,30.0035,62.2482,16.802,222.5,Sandy shale,Raniganj,ss
265,1,12.0046,2.45291,31.9997,63.472,19.1493,216.132,Alternate shale and sandstone bands,Raniganj,alt
266.44,1,11.5193,2.55887,39.1056,140.77,25.7589,82.8419,Alternate shale and sandstone bands,Raniganj,alt
268,1,11.8755,2.40192,65.1605,111.893,25.9648,64.2556,"Fine graineded sandstone, whitish with lenses of coal",Raniganj,Sandstone (SST)
271,1,13.23,2.37501,54.5249,91.5327,-234.836,115.235,"Fine graineded sandstone, whitish with shale laminae",Raniganj,Sandstone (SST)
273.17,1,13.373,2.46247,34.9262,54.5464,-235.783,192.77,"Fine graineded sandstone, whitish with shale laminae",Raniganj,Sandstone (SST)
273.29,1,13.3714,2.39634,32.4641,56.7048,-236.628,198.076,Sandy shale,Raniganj,ss
273.5,1,13.3603,2.4967,32.8357,61.6052,-234.239,196.484,Shaly sandstone,Raniganj,Sandstone (SST)
274,1,13.1207,2.38076,27.8662,53.3211,-233.765,210.291,Sandy shale,Raniganj,ss
274.16,1,13.0504,2.28838,29.2131,52.9711,-237.081,185.332,Shaly sandstone,Raniganj,Sandstone (SST)
274.68,1,12.9024,2.58636,27.2653,74.3204,-235.928,131.698,Sandy Shale,Raniganj,ss
275,1,12.8108,2.33756,25.8227,63.7053,-234.61,170.463,Shaly Sandstone,Raniganj,Sandstone (SST)
275.15,1,12.7709,2.38413,29.0737,64.4637,-237.245,191.174,Fine graineded Sandstone,Raniganj,Sandstone (SST)
275.81,1,12.4499,2.50343,29.6775,65.1055,-237.76,201.263,Sandy Shale,Raniganj,ss
276.11,1,12.2666,2.55682,27.1229,66.2139,-236.195,206.045,Shaly Sandstone,Raniganj,Sandstone (SST)
276.34,1,12.1328,2.44381,27.1231,70.0642,-238.172,187.456,Sandy Shale,Raniganj,ss
276.74,1,11.8662,2.39166,26.4264,55.0713,-236.236,215.079,Shaly Sandstone,Raniganj,Sandstone (SST)
277.58,1,11.3271,2.56936,24.2886,86.8066,-237.472,104.615,Sandy Shale,Raniganj,ss
278,1,11.3489,2.38305,22.7574,65.8639,-237.348,158.78,"Fine graineded sandstone, whitish, micaceous",Raniganj,Sandstone (SST)
278.19,1,12.0399,2.56229,22.2001,68.7224,-235.948,169.408,"Fine graineded sandstone, whitish, micaceous",Raniganj,Sandstone (SST)
278.32,1,11.5031,2.37722,26.3336,58.6299,-235.948,197.015,Sandy shale,Raniganj,ss
278.48,1,12.9468,2.35686,26.38,54.2546,-236.319,218.253,"Fine graineded sandstone, whitish, micaceous",Raniganj,Sandstone (SST)
279.48,1,11.7014,2.31305,22.6181,65.3388,-238.398,155.59,Sandy shale,Raniganj,ss
279.88,1,11.6396,2.45439,22.3394,57.4632,-240.519,181.615,Alternate shale and sandstone bands,Raniganj,alt
280.3,1,11.5546,2.2837,26.7516,53.9629,-237.243,176.301,Sandy shale ,Raniganj,ss
280.65,1,11.4794,2.37702,27.4482,49.9375,-236.483,208.698,Clay (Altered Shale),Raniganj,dgs
281,1,11.2574,2.37535,28.6557,50.7543,-237.534,220.912,Dark Grey shale,Raniganj,dgs
281.68,1,10.8038,2.40448,20.2502,51.3392,-236.916,199.143,Grey shale,Raniganj,Grey Shale
281.94,1,10.6932,2.61061,16.4875,69.4225,-238.707,135.415,Shaly sandstone (Calcite deposited within fracture),Raniganj,Sandstone (SST)
282.17,1,10.546,2.55826,17.0925,112.296,-239.654,91.8712,"Sandy shale,(Calcite deposited within fracture)",Raniganj,ss
282.84,1,13.2497,2.10886,21.8285,49.2375,-235.907,204.981,"Fine graineded Sandstone with shale laminae, whitish",Raniganj,Sandstone (SST)
283.59,1,10.8051,2.34854,21.7356,50.6376,-238.069,177.898,Grey shale,Raniganj,Grey Shale
283.84,1,10.8627,2.33945,21.3176,52.4461,-235.186,173.649,Shaly sandstone,Raniganj,Sandstone (SST)
284,1,10.8938,2.35518,22.9896,52.1544,-237.204,182.677,Sandy Shale ,Raniganj,ss
285.55,1,10.9816,2.48583,20.6674,48.4207,-235.33,218.257,Sandy Shale,Raniganj,ss
286.62,1,11.1711,2.55216,18.2988,46.2039,-234.466,242.15,"Sandy Shale, sandstone beds at top",Raniganj,ss
287,1,11.1748,2.40112,18.7168,38.9699,-233.23,264.457,"Grey shale, Sandy",Raniganj,Grey Shale
287.71,1,11.1743,2.51823,15.2335,64.5804,-235.557,155.594,Sandy Shale,Raniganj,ss
287.9,1,11.1743,2.53265,16.7197,49.4708,-233.374,166.745,Grey shale,Raniganj,Grey Shale
289.2,1,11.1692,2.36508,14.0269,36.2864,-232.159,252.232,Sandy shale,Raniganj,ss
290,1,11.1604,2.46287,13.9795,38.0949,-230.368,279.857,Dark grey shale,Raniganj,dgs
290.71,1,11.1585,2.39395,15.0477,39.3783,-230.986,275.078,Dark grey shale,Raniganj,dgs
291.16,1,11.2379,2.6113,13.0042,38.6199,-229.689,295.788,Clay (Altered Shale),Raniganj,dgs
293,1,11.1822,2.32201,12.6327,40.4284,-228.783,280.919,Dark grey shale(white mineralisation at middle),Raniganj,dgs
296,1,11.2217,2.46233,14.2118,41.5368,-230.059,312.781,"Sandy shale,micaceous",Raniganj,ss
297.07,1,11.2208,2.41386,12.4475,41.1284,-228,261.806,Sandy shale,Raniganj,ss
297.57,1,11.2175,2.3771,13.2364,41.3035,-227.341,261.266,Sandy Shale  ,Raniganj,ss
299,1,11.1567,2.29913,13.7938,40.7784,-229.03,222.505,Sandy Shale,Raniganj,ss
302,1,10.6152,2.45472,12.5862,45.1538,-225.735,213.477,Sandy shale,Raniganj,ss
304.16,1,10.5288,2.43751,11.7502,34.9446,-226.991,244.278,Sandy shale,Raniganj,ss
304.66,1,10.6231,2.3814,12.1218,36.4031,-225.385,225.16,Sandy Shale  ,Raniganj,ss
305,1,10.6672,2.31783,12.0289,36.9864,-224.644,227.284,Sandy shale,Raniganj,ss
308,1,10.5962,2.36148,12.6327,39.845,-222.832,238.967,Sandy Shale,Raniganj,ss
310.5,1,10.3756,2.30102,13.0507,45.0371,-223.758,277.733,Sandy Shale,Raniganj,ss
311,1,10.3784,2.44819,13.9331,58.6883,-226.229,220.912,Sandy Shale  ,Raniganj,ss
314,1,10.6677,2.49466,12.9578,44.6287,-225.818,268.705,Sandy Shale,Raniganj,ss
317,1,10.4527,2.46893,12.3076,41.3035,-225.426,266.581,Sandy Shale,Raniganj,ss
317.3,1,10.358,2.35532,12.0754,42.4119,-224.685,247.991,Sandy Shale,Raniganj,ss
317.8,1,10.2943,2.34637,12.5863,41.1284,-222.914,262.327,Sandy Shale  ,Raniganj,ss
320,1,10.2377,2.45763,10.2641,36.3447,-222.688,245.34,Sandy Shale,Raniganj,ss
323,1,10.2395,2.24785,11.8896,37.9198,-220.629,266.05,Sandy shale,Raniganj,ss
326,1,10.2149,2.54975,12.354,38.7366,-216.984,296.85,Sandy shale,Raniganj,ss
328.1,1,10.2117,2.38636,10.5427,34.6529,-214.884,272.423,Sandy shale,Raniganj,ss
328.6,1,10.1926,2.41541,10.3569,33.6028,-216.037,285.698,Sandy Shale  ,Raniganj,ss
329,1,10.1634,2.4521,10.1712,32.9028,-215.09,284.105,Sandy shale,Raniganj,ss
332,1,10.0709,2.45933,8.96363,28.5857,-214.596,217.195,Dark grey shale,Barren Measures,dgs
332.75,1,10.0677,2.31207,7.98838,29.2858,-214.763,230.469,Dark grey shale,Barren Measures,dgs
335,1,10.162,2.33553,7.84898,34.7696,-214.699,206.574,Sandy shale,Barren Measures,ss
336,1,10.2219,2.27447,8.4063,27.1856,-216.655,268.705,Sandy shale,Barren Measures,ss
339,1,10.2381,2.28099,8.26697,27.6523,-214.863,285.698,Dark grey shale,Barren Measures,dgs
340.98,1,10.2381,2.27683,8.2206,25.7858,-213.772,290.484,Dark grey shale(sandy),Barren Measures,dgs
341.48,1,10.2307,2.24941,7.89542,25.3189,-213.319,232.591,Dark grey shale  ,Barren Measures,dgs
342,1,10.1624,2.42997,8.26697,25.9022,-212.372,244.809,Dark grey shale(sandy),Barren Measures,dgs
345,1,10.1457,2.52149,6.595,25.2605,-210.416,243.746,Dark grey shale(sandy),Barren Measures,dgs
346.4,1,10.1782,2.39118,8.17409,27.0689,-205.7,287.827,Dark grey shale(sandy),Barren Measures,dgs
347,1,10.1759,2.343,8.45275,26.1355,-206.833,253.836,Dark grey shale  ,Barren Measures,dgs
348,1,10.1463,2.53255,8.54564,27.944,-205.536,276.671,Dark grey shale(sandy),Barren Measures,dgs
351,1,10.1014,2.35351,7.38454,26.1939,-202.941,286.761,Dark grey shale(sandy),Barren Measures,dgs
353.37,1,10.1083,2.39253,7.01299,26.6022,-201.665,235.25,Dark grey shale(sandy),Barren Measures,dgs
353.89,1,10.1778,2.33309,7.29166,25.0852,-202.385,233.128,Dark grey shale  ,Barren Measures,dgs
354,1,10.1806,2.47503,7.47743,25.3188,-200.965,229.939,Dark grey shale(sandy),Barren Measures,dgs
357,1,10.1553,2.42387,7.80254,27.1273,-200.779,232.064,Dark grey Shale,Barren Measures,dgs
360,1,10.15,2.32362,5.89835,22.5186,-201.726,310.126,Grey shale,Barren Measures,Grey Shale
363,1,10.1511,2.52523,8.63852,28.8191,-203.024,263.395,"Dark grey Shale, with sand band",Barren Measures,dgs
366,1,10.1356,2.55638,8.59208,29.8108,-204.959,284.105,Dark grey Shale,Barren Measures,dgs
366.89,1,10.135,2.44501,8.49919,27.5356,-202.941,263.401,Dark grey Shale,Barren Measures,dgs
367.39,1,10.1489,2.3187,8.26704,26.6608,-203.188,271.36,Dark grey shale  ,Barren Measures,dgs
369,1,10.1537,2.43424,8.87074,29.9275,-201.164,261.359,Dark grey Shale,Barren Measures,dgs
372,1,10.1329,2.38371,8.12764,27.6912,-197.732,260.74,Dark grey Shale,Barren Measures,dgs
375,1,10.1489,2.36685,8.45275,26.398,-200.47,264.811,"Dark grey Shale, White pitted mineralization",Barren Measures,dgs
375.5,1,10.1382,2.33612,9.3584,27.9246,-202.221,263.395,Dark grey shale  ,Barren Measures,dgs
378,1,10.1233,2.61758,10.6588,26.4272,-198.885,262.156,Dark grey Shale,Barren Measures,dgs
381,1,10.5432,2.31145,10.5892,27.9148,-192.605,304.196,"Sandy Shale, White pitted mineralization",Barren Measures,ss
384,1,10.5846,2.43123,11.8896,29.383,-191.205,272.157,Dark Grey Shale,Barren Measures,dgs
387,1,10.5493,2.37132,11.2239,32.6402,-189.269,275.078,Dark Grey shale,Barren Measures,dgs
390,1,10.7369,2.43388,12.2844,33.35,-177.532,318.888,Dark grey shale,Barren Measures,dgs
393,1,10.7424,2.36532,10.1247,33.1361,-180.703,216.133,Dark grey shale,Barren Measures,dgs
395.5,1,10.6621,2.28698,9.98539,29.5191,-180.024,254.367,Dark grey shale,Barren Measures,dgs
396,1,10.6603,2.35749,8.73141,28.9941,-177.697,235.781,Dark grey shale  ,Barren Measures,dgs
397,1,10.3612,2.30812,8.22053,27.3606,-179.386,294.726,Dark grey shale,Barren Measures,dgs
400,1,10.2693,2.3293,8.17409,29.8108,-178.85,258.085,"Dark grey shale,White pitted mineralisation",Barren Measures,dgs
402.5,1,10.2446,2.3062,8.87074,31.0943,-178.233,249.057,Dark grey shale,Barren Measures,dgs
403,1,10.279,2.32245,8.91718,29.3441,-176.791,277.733,Dark grey shale  ,Barren Measures,dgs
406,1,10.3343,2.39342,9.75317,28.0607,-177.985,235.781,"Dark grey shale,White pitted mineralisation",Barren Measures,dgs
406.65,1,10.3315,2.40085,8.45275,28.7024,-175.37,245.34,Dark grey shale,Barren Measures,dgs
407.15,1,10.3333,2.31136,8.26697,28.8774,-175.556,275.609,Dark grey shale  ,Barren Measures,dgs
409,1,10.3022,2.45101,8.8243,28.1774,-177.141,233.657,Dark grey shale,Barren Measures,dgs
412,1,10.1553,2.46748,7.47743,25.9022,-174.053,245.871,Dark grey shale,Barren Measures,dgs
415,1,10.0848,2.29898,7.38454,24.9104,-169.77,242.153,Dark grey shale,Barren Measures,dgs
418,1,10.1083,2.8085,5.24813,24.7937,-164.478,212.946,"Dark grey shale,White pitted mineralisation",Barren Measures,dgs
421,1,10.2381,2.31551,7.47743,24.5021,-167.072,304.285,Dark grey shale,Barren Measures,dgs
424,1,10.2776,2.43308,7.70965,25.8438,-167.114,241.622,"Dark grey shale,White pitted mineralisation",Barren Measures,dgs
427,1,10.26,2.30951,7.98831,26.0188,-163.943,274.016,Dark grey shale,Barren Measures,dgs
427.5,1,10.2247,2.42304,7.89542,24.6187,-161.575,260.74,Dark grey shale  ,Barren Measures,dgs
430,1,10.2107,2.50505,7.84898,25.6688,-160.669,276.671,Dark grey shale,Barren Measures,dgs
433,1,10.2237,2.382,7.38454,25.1438,-157.333,311.719,Dark grey shale,Barren Measures,dgs
436,1,10.1824,2.50881,7.01299,27.4773,-154.739,272.423,Dark grey shale,Barren Measures,dgs
438.5,1,10.3064,2.33019,9.38162,27.244,-151.918,245.34,Dark grey shale,Barren Measures,dgs
439,1,10.3083,2.46903,9.5674,28.9358,-155.109,243.747,Dark grey shale  ,Barren Measures,dgs
442,1,10.1643,2.28532,9.19585,25.7855,-156.983,243.746,Dark grey shale,Barren Measures,dgs
445,1,10.1484,2.39197,8.35986,23.627,-156.365,242.153,Dark grey shale,Barren Measures,dgs
448,1,10.1195,2.36917,8.22053,23.5686,-155.068,259.147,Dark grey shale,Barren Measures,dgs
448.95,1,10.0976,2.48959,8.1743,23.9772,-157.065,244.278,Dark grey shale,Barren Measures,dgs
449.45,1,10.1035,2.50314,8.08134,26.5436,-156.242,286.752,Dark grey shale  ,Barren Measures,dgs
451,1,10.0998,2.3761,7.47743,25.3188,-157.086,272.954,Dark grey shale,Barren Measures,dgs
454,1,10.1468,2.55116,8.22053,23.7437,-153.071,254.367,Dark grey shale,Barren Measures,dgs
457,1,10.1452,2.42647,8.68497,24.152,-150.25,271.36,Dark grey shale,Barren Measures,dgs
458,1,10.1414,2.54474,8.96363,25.6688,-150.662,265.519,Dark grey shale,Barren Measures,dgs
459,1,10.1313,2.51678,9.10296,26.5439,-150.353,253.305,Dark grey shale,Barren Measures,dgs
459.52,1,10.1297,2.50685,9.1494,27.6522,-153.153,280.386,Dark grey shale  ,Barren Measures,dgs
461,1,10.1163,2.39743,9.66028,27.8273,-149.22,252.243,Dark grey shale,Barren Measures,dgs
464,1,10.1806,2.43401,9.8925,28.9358,-150.95,277.202,Dark grey shale,Barren Measures,dgs
467,1,10.1838,2.36836,10.6356,31.736,-153.627,276.14,Dark grey shale,Barren Measures,dgs
470,1,10.1871,2.40321,11.3787,31.4443,-154.512,254.898,Dark grey shale,Barren Measures,dgs
472.32,1,10.2377,2.45246,10.5426,32.3783,-153.709,246.401,Dark grey shale,Barren Measures,dgs
472.82,1,10.2451,2.39335,10.264,33.2528,-153.504,242.152,Dark grey shale  ,Barren Measures,dgs
473,1,10.2446,2.42555,10.2641,32.2027,-154.327,263.395,Dark grey shale,Barren Measures,dgs
476,1,10.01,2.31209,9.70673,31.386,-153.441,251.712,Dark grey shale,Barren Measures,dgs
479,1,9.99929,2.42504,11.2858,31.9693,-150.003,283.043,Dark grey shale,Barren Measures,dgs
482,1,10.0009,2.44077,11.6109,30.7442,-144.629,273.485,Dark grey shale,Barren Measures,dgs
485,1,10.0212,2.2945,11.1929,34.3029,-142.631,288.354,Dark grey shale,Barren Measures,dgs
485.59,1,10.0233,2.59983,10.9607,49.5898,-137.34,203.385,Dark grey shale,Barren Measures,dgs
486.09,1,10.0265,2.28464,10.4498,35.1196,-136.907,278.262,Dark grey shale  ,Barren Measures,dgs
488,1,10.0025,2.48529,10.7285,35.0613,-142.817,210.822,Dark grey shale,Barren Measures,dgs
491,1,10.011,2.44242,12.0754,38.6199,-143.599,272.423,Dark grey shale,Barren Measures,dgs
493.22,1,10.0212,2.53309,11.8431,34.2445,-142.59,246.402,Dark grey shale,Barren Measures,dgs
493.72,1,10.0212,2.49185,12.2147,35.178,-140.634,251.181,Dark grey shale  ,Barren Measures,dgs
494,1,10.0217,2.3439,11.6574,34.4196,-138.287,244.277,Dark grey shale,Barren Measures,dgs
497,1,10.0239,2.44273,11.7038,33.3111,-136.99,258.085,Dark grey shale,Barren Measures,dgs
500,1,9.98432,2.4031,12.2611,34.2737,-134.869,251.712,Dark grey shale,Barren Measures,dgs
503,1,9.96883,2.40515,12.0289,36.8406,-139.872,278.529,Dark grey shale,Barren Measures,dgs
506,1,10.065,2.44414,11.2858,29.2566,-138.554,245.34,Dark grey shale,Barren Measures,dgs
506.37,1,10.0736,2.21422,11.4251,29.606,-136.66,271.358,Dark grey shale,Barren Measures,dgs
506.87,1,10.0725,2.44608,11.7734,37.2783,-131.29,254.361,Dark grey shale  ,Barren Measures,dgs
509,1,10.0704,2.29974,10.7285,34.5362,-132.974,234.984,Dark grey shale,Barren Measures,dgs
512,1,10.0094,2.59901,11.9825,34.3612,-129.495,208.963,Dark grey shale,Barren Measures,dgs
515,1,9.99822,2.32676,11.0071,31.7652,-126.138,252.243,Dark grey shale,Barren Measures,dgs
518,1,10.0025,2.31431,10.8678,28.2357,-129.989,229.408,Dark grey shale,Barren Measures,dgs
521,1,9.99287,2.33211,9.8925,25.5521,-126.632,266.05,Dark grey shale,Barren Measures,dgs
522.55,1,10.0319,2.55605,9.75317,24.9104,-128.3,214.539,Dark grey shale,Barren Measures,dgs
523.05,1,10.0308,2.36253,9.52095,27.5356,-129.227,197.015,Dark grey shale  ,Barren Measures,dgs
524,1,10.0175,2.48442,9.19585,27.244,-126.941,220.912,Dark grey shale,Barren Measures,dgs
527,1,9.99074,2.3814,10.2176,26.8356,-130.195,241.622,Dark grey shale,Barren Measures,dgs
527.5,1,9.99074,2.45198,9.70673,27.5356,-127.971,270.829,Dark grey shale  ,Barren Measures,dgs
530,1,10.0239,2.30229,10.682,27.8273,-131.306,253.836,Dark grey shale,Barren Measures,dgs
533,1,10.0052,2.50493,10.0783,25.7272,-128.074,217.726,Dark grey shale,Barren Measures,dgs
536,1,10.0201,2.4039,9.66028,24.5604,-125.582,259.678,Dark grey shale,Barren Measures,dgs
539,1,10.0153,2.32646,10.0783,26.8356,-124.203,262.333,Dark grey shale,Barren Measures,dgs
541.5,1,10.0078,2.37273,11.1465,24.4437,-118.54,224.098,Dark grey shale,Barren Measures,dgs
542,1,10.0105,2.3117,11.1465,25.9022,-118.993,242.684,Dark grey shale  ,Barren Measures,dgs
545,1,10.096,2.38686,11.0071,26.2522,-114.052,281.981,Dark grey shale,Barren Measures,dgs
546.6,1,10.0351,2.23403,11.4251,26.4272,-112.24,289.416,Dark grey shale,Barren Measures,dgs
548,1,10.0078,2.42655,10.8678,27.244,-109.583,257.022,Dark grey shale,Barren Measures,dgs
550.3,1,9.98112,2.30163,11.1,25.9022,-109.089,296.85,Dark grey shale,Barren Measures,dgs
550.8,1,9.98005,2.43137,11.4251,26.3689,-110.263,257.022,Dark grey shale  ,Barren Measures,dgs
551,1,9.98112,2.3656,11.4251,26.4272,-108.471,264.457,Dark grey shale,Barren Measures,dgs
554,1,10.0185,2.38243,12.772,28.0607,-108.657,270.298,Dark grey shale,Barren Measures,dgs
557,1,9.97524,2.33978,13.2829,29.9858,-108.677,272.954,Dark grey shale,Barren Measures,dgs
559.36,1,9.93462,2.37971,13.8867,31.3276,-103.9,259.678,Dark grey shale,Barren Measures,dgs
559.86,1,9.93302,2.33083,13.7009,31.7943,-104.58,239.498,Dark grey shale  ,Barren Measures,dgs
560,1,9.93248,2.27799,13.8867,31.911,-105.095,209.229,Dark grey shale,Barren Measures,dgs
563,1,9.97631,2.29409,14.5833,31.4443,-105.98,242.153,Dark grey shale,Barren Measures,dgs
566,1,9.88866,2.42214,13.2829,32.0277,-111.498,260.209,Dark grey shale,Barren Measures,dgs
569,1,9.89775,2.4232,11.7967,29.3441,-111.89,194.36,Dark grey shale,Barren Measures,dgs
571.2,1,9.89133,2.44141,11.7502,26.4272,-112.775,249.057,Dark grey shale,Barren Measures,dgs
571.7,1,9.8924,2.38296,11.7038,28.2357,-111.272,218.257,Dark grey shale  ,Barren Measures,dgs
572,1,9.89294,2.32042,11.7038,29.1691,-114.752,244.809,Dark grey shale,Barren Measures,dgs
575,1,9.76361,2.39631,13.7473,29.7525,-112.425,259.678,Dark grey shale,Barren Measures,dgs
578,1,9.77056,2.42472,13.5151,27.419,-111.148,183.739,Dark grey shale,Barren Measures,dgs
581,1,9.71605,2.61488,13.5151,38.7366,-106.721,165.684,Dark grey shale,Barren Measures,dgs
584,1,9.7091,2.32013,14.6762,31.9693,-104.044,253.305,Dark grey shale,Barren Measures,dgs
586.13,1,9.46327,2.47456,14.026,28.7607,-103.715,209.229,Dark grey shale,Barren Measures,dgs
586.63,1,8.84815,2.35241,12.8185,26.4856,-106.165,197.546,Dark grey shale  ,Barren Measures,dgs
587,1,8.8209,2.40892,12.4933,28.3524,-105.548,236.312,Dark grey shale,Barren Measures,dgs
588,1,8.01927,2.44693,11.2858,35.7613,-103.674,216.133,Dark grey shale,Barren Measures,dgs
591,1,7.98667,2.4013,18.2988,58.2215,-103.097,188.128,"Dark grey shale,White pitted mineralisation",Barren Measures,dgs
594,1,8.05828,2.39269,17.695,56.238,-87.5102,171.956,"Dark grey shale,White pitted mineralisation",Barren Measures,dgs
597,1,8.10104,2.40859,22.5716,53.1461,-105.959,182.288,"Dark grey shale,White pitted mineralisation",Barren Measures,dgs
600,1,8.03958,2.32564,16.6733,49.9959,-101.841,163.87,"Dark grey shale,White pitted mineralisation",Barren Measures,dgs
602.5,1,8.02355,2.48214,16.2088,47.429,-101.821,141.41,Dark grey shale,Barren Measures,dgs
603,1,8.02462,2.24781,12.4005,43.462,-113.001,168.363,Dark grey shale  ,Barren Measures,dgs
606,1,8.07271,2.41402,13.19,53.6712,-120.682,156.234,Dark grey shale,Barren Measures,dgs
608.5,1,7.99683,2.4653,14.3047,51.6877,-114.093,175.999,"Dark grey shale,White pitted mineralisation",Barren Measures,dgs
609,1,7.9995,2.58918,15.9302,50.5792,-121.567,127.485,Dark grey shale  ,Barren Measures,dgs
612,1,7.93056,2.5511,16.6733,56.5881,-110.613,106.372,Dark grey shale,Barren Measures,dgs
615,1,7.93216,2.65592,16.0231,60.8468,-114.031,166.566,Dark grey shale,Barren Measures,dgs
618,1,7.93376,2.32109,16.6268,56.0047,-121.279,203.401,Dark grey shale,Barren Measures,dgs
621,1,7.95354,2.26245,17.1377,65.2805,-110.18,202.951,Dark grey shale,Barren Measures,dgs
624,1,7.9172,2.299,20.8997,72.5144,-112.981,188.128,Dark grey shale,Barren Measures,dgs
627,1,7.90758,2.48605,24.5687,78.3482,-101.224,153.988,Dark grey shale,Barren Measures,dgs
