DEPT[M],CALP[CM],DENS[G/C,NGAMMA[A,RES[OHM-,SPR[OHM],SP[MV]
203.24,9.95,2.67,107.118,99.6014,142.59,-124.7
203.26,9.95,2.70487,102.556,99.0016,146.54,-124.7
203.28,9.95,2.75992,98.8621,98.4512,149.843,-124.7
203.3,9.95,2.78,92.7593,97.9009,152.048,-124.7
203.32,9.95,2.82483,85.569,97.4507,152.999,-124.65
203.34,9.95498,2.88992,83.3443,97.2503,152.851,-124.6
203.36,9.96498,2.91,86.8426,97.2,151.654,-124.6
203.38,9.97,2.91,86.8571,97.3493,149.506,-124.6
203.4,9.97498,2.91498,87.042,97.7489,146.657,-124.6
203.42,9.98498,2.92996,89.8945,98.2987,143.358,-124.6
203.44,9.99,2.94,94.8881,98.9489,139.556,-124.6
203.46,9.99498,2.92506,101.637,99.5986,135.36,-124.6
203.48,10,2.8851,106.439,100.049,131.061,-124.55
203.5,10,2.85502,113.628,100.25,126.66,-124.5
203.52,10,2.85,123.678,100.2,122.26,-124.5
203.54,10.005,2.82011,133.029,99.8014,118.209,-124.5
203.56,10.01,2.77506,144.515,99.1021,114.51,-124.45
203.58,10.01,2.76,155.881,98.152,111.156,-124.4
203.6,10.015,2.72014,164.829,97.0027,108.256,-124.4
203.62,10.02,2.66505,177.012,95.8032,105.707,-124.4
203.64,10.02,2.64004,187.932,94.5529,103.405,-124.4
203.66,10.02,2.63,196.177,93.2032,101.354,-124.4
203.68,10.025,2.6051,201.847,91.8032,99.5539,-124.35
203.7,10.03,2.56506,204.889,90.4037,98.0039,-124.3
203.72,10.03,2.54502,210.987,89.0027,96.6525,-124.3
203.74,10.03,2.54,214.302,87.5534,95.5023,-124.3
203.76,10.03,2.54498,214.746,86.1038,94.652,-124.3
203.78,10.03,2.55498,214.753,84.7032,94.0014,-124.3
203.8,10.03,2.56,217.788,83.2523,93.5006,-124.3
203.82,10.03,2.56,224.935,81.7534,93.1507,-124.3
203.84,10.03,2.55502,229.74,80.254,92.9503,-124.3
203.86,10.03,2.55,230.203,78.7534,92.9,-124.3
203.88,10.03,2.55,229.747,77.3032,92.9,-124.3
203.9,10.03,2.56494,231.943,75.9032,92.9498,-124.35
203.92,10.03,2.58498,234.346,74.553,93.0996,-124.4
203.94,10.03,2.59,234.103,73.2021,93.2997,-124.4
203.96,10.03,2.59,228.471,71.9525,93.4995,-124.4
203.98,10.03,2.60494,226.292,70.8529,93.6995,-124.35
204,10.03,2.61004,223.269,69.7525,93.7999,-124.3
204.02,10.03,2.6,216.904,68.7521,93.7502,-124.3
204.04,10.03,2.60498,214.706,67.8521,93.5507,-124.3
204.06,10.03,2.62992,209.917,67.0519,93.1513,-124.3
204.08,10.03,2.65,211.188,66.3513,92.6011,-124.3
204.1,10.03,2.65,214.059,65.6516,91.9018,-124.3
204.12,10.03,2.65,214.69,65.0514,91.1021,-124.25
204.14,10.03,2.64502,219.29,64.5511,90.2022,-124.2
204.16,10.03,2.64,218.264,64.0511,89.2023,-124.2
204.18,10.03,2.64498,219.53,63.6009,88.1525,-124.15
204.2,10.03,2.65498,227.779,63.2011,87.0529,-124.1
204.22,10.03,2.65502,234.738,62.8008,85.9023,-124.1
204.24,10.03,2.64003,239.741,62.4507,84.7027,-124.1
204.26,10.03,2.62003,244.088,62.101,83.6027,-124.05
204.28,10.03,2.60004,248.69,61.7009,82.6521,-124
204.3,10.03,2.59,251.747,61.3006,81.9009,-124
204.32,10.03,2.57506,253.695,60.9507,81.3511,-124
204.34,10.03,2.55502,253.704,60.601,80.9509,-124
204.36,10.03,2.55,257.383,60.2009,80.7503,-124
204.38,10.03,2.55,259.811,59.8507,80.7498,-124
204.4,10.035,2.54004,263.273,59.5507,80.8498,-124
204.42,10.035,2.53,270.042,59.2009,80.9996,-124
204.44,10.03,2.53,271.548,58.8505,81.2495,-124
204.46,10.03,2.53498,274.838,58.6005,81.5991,-124
204.48,10.035,2.53502,280.534,58.4005,81.9989,-124
204.5,10.04,2.54494,295.104,58.2503,82.4987,-124
204.52,10.04,2.56,303.664,58.2,83.0986,-124
204.54,10.035,2.56498,302.342,58.2,83.7484,-124
204.56,10.03,2.57,302.357,58.2995,84.3984,-124
204.58,10.03,2.57,302.545,58.4498,85.0487,-124
204.6,10.03,2.57,305.794,58.5995,85.6986,-124
204.62,10.03,2.57,295.154,58.7995,86.2486,-124.05
204.64,10.03,2.55506,283.557,58.9995,86.7489,-124.1
204.66,10.03,2.54,279.222,59.2493,87.1493,-124.1
204.68,10.03,2.54,274.848,59.5493,87.4493,-124.1
204.7,10.03,2.54498,269.676,59.8492,87.6994,-124.1
204.72,10.035,2.55,256.826,60.1494,87.8498,-124.1
204.74,10.035,2.54503,251.74,60.4991,87.9498,-124.1
204.76,10.03,2.54997,251.957,60.8989,88.0497,-124.1
204.78,10.03,2.56,253.488,61.2493,88.0501,-124.1
204.8,10.03,2.56,251.774,61.5991,88,-124.1
204.82,10.03,2.56996,247.396,61.9493,87.9502,-124.15
204.84,10.03,2.58498,246.756,62.299,87.8005,-124.2
204.86,10.03,2.59498,246.297,62.6991,87.6005,-124.2
204.88,10.03,2.6,248.296,63.0493,87.4502,-124.2
204.9,10.03,2.60498,245.716,63.3493,87.3502,-124.2
204.92,10.03,2.60502,240.908,63.6493,87.3,-124.25
204.94,10.03,2.6,239.151,63.9994,87.3498,-124.3
204.96,10.03,2.59004,243.478,64.3493,87.4995,-124.3
204.98,10.03,2.57004,247.002,64.7487,87.7492,-124.3
205,10.03,2.56,239.176,65.199,88.0493,-124.3
205.02,10.03,2.56,232.6,65.5991,88.3991,-124.3
205.04,10.03,2.56,236.283,65.9991,88.8489,-124.3
205.06,10.03,2.56498,241.739,66.3989,89.4482,-124.3
205.08,10.03,2.57,233.928,66.7494,90.2484,-124.35
205.1,10.03,2.57997,218.427,67.0493,91.1977,-124.4
205.12,10.035,2.60495,216.237,67.3492,92.2969,-124.4
205.14,10.04,2.61502,220.396,67.5995,93.5471,-124.4
205.16,10.04,2.61,216.271,67.7498,94.847,-124.4
205.18,10.035,2.61498,203.239,67.8498,96.0973,-124.45
205.2,10.03,2.63992,198.838,67.9497,97.2968,-124.5
205.22,10.03,2.67495,204.692,68,98.398,-124.5
205.24,10.03,2.70495,200.776,68,99.2484,-124.5
205.26,10.03,2.73495,191.421,68,99.7988,-124.5
205.28,10.03,2.75996,185.76,68,100.099,-124.5
205.3,10.03,2.77,188.13,68.0498,100.15,-124.5
205.32,10.03,2.78992,191.007,68.1995,99.9507,-124.5
205.34,10.03,2.81498,182.981,68.3497,99.601,-124.5
205.36,10.03,2.81004,178.796,68.4996,99.1013,-124.5
205.38,10.03,2.8,177.915,68.7493,98.5014,-124.5
205.4,10.03,2.77011,177.437,68.9995,97.8516,-124.5
205.42,10.03,2.73502,178.804,69.1995,97.2014,-124.5
205.44,10.03,2.73,171.418,69.4495,96.5511,-124.45
205.46,10.03,2.70011,171.373,69.6995,95.8516,-124.4
205.48,10.03,2.65008,172.07,69.999,95.1519,-124.4
205.5,10.03,2.62004,170.938,70.3991,94.4018,-124.4
205.52,10.03,2.61,171.815,70.7991,93.6018,-124.4
205.54,10.03,2.61,164.817,71.2489,92.8018,-124.45
205.56,10.03,2.6349,167.424,71.8482,91.9524,-124.5
205.58,10.03,2.66,170.505,72.4988,91.0517,-124.5
205.6,10.03,2.67493,168.942,73.1982,90.1521,-124.5
205.62,10.03,2.67505,167.016,73.9979,89.1529,-124.5
205.64,10.025,2.66996,163.502,74.7484,88.1521,-124.5
205.66,10.02,2.68,166.537,75.4484,87.2023,-124.5
205.68,10.02,2.68996,166.364,76.1982,86.2521,-124.55
205.7,10.02,2.69502,163.75,76.8983,85.4022,-124.6
205.72,10.02,2.68502,165.047,77.449,84.7012,-124.6
205.74,10.02,2.66505,168.289,77.9489,84.2009,-124.6
205.76,10.02,2.64502,171.345,78.4487,83.8508,-124.6
205.78,10.02,2.64,169.858,78.8492,83.6005,-124.6
205.8,10.02,2.64,170.736,79.1493,83.4502,-124.6
205.82,10.02,2.63502,171.61,79.3995,83.4,-124.6
205.84,10.02,2.63,170.696,79.5497,83.4498,-124.6
205.86,10.02,2.63,171.8,79.6498,83.5498,-124.65
205.88,10.02,2.63,171.152,79.6502,83.7991,-124.7
205.9,10.02,2.63996,173.089,79.5502,84.2489,-124.7
205.92,10.02,2.65996,170.517,79.4502,84.7987,-124.7
205.94,10.02,2.67,168.541,79.3003,85.5486,-124.7
205.96,10.02,2.66004,171.152,79.0507,86.4479,-124.7
205.98,10.02,2.65,170.7,78.7508,87.3974,-124.65
206,10.02,2.65498,167.911,78.4507,88.4475,-124.6
206.02,10.02,2.66,162.263,78.0511,89.5475,-124.6
206.04,10.02,2.66498,161.988,77.5511,90.6475,-124.6
206.06,10.02,2.66502,164.847,77.0016,91.6973,-124.6
206.08,10.02,2.66,164.402,76.3513,92.7479,-124.6
206.1,10.02,2.65003,162.207,75.6018,93.8475,-124.6
206.12,10.025,2.63502,160.9,74.8021,94.8973,-124.6
206.14,10.03,2.62502,160.054,74.0018,95.9475,-124.55
206.16,10.03,2.62,160.493,73.2018,96.8982,-124.5
206.18,10.03,2.62,159.412,72.4516,97.6484,-124.5
206.2,10.03,2.62,157.449,71.8016,98.2486,-124.5
206.22,10.03,2.61003,157.003,71.251,98.6494,-124.5
206.24,10.03,2.60001,155.253,70.8009,98.8,-124.5
206.26,10.03,2.60997,154.153,70.5006,98.7005,-124.5
206.28,10.03,2.61502,152.854,70.3005,98.4008,-124.5
206.3,10.03,2.61,152.647,70.2,97.9511,-124.5
206.32,10.03,2.59506,154.395,70.2498,97.4014,-124.5
206.34,10.03,2.57502,154.852,70.3497,96.8514,-124.5
206.36,10.03,2.55008,151.561,70.4498,96.4508,-124.5
206.38,10.03,2.53,153.927,70.5995,96.2502,-124.45
206.4,10.03,2.52004,158.751,70.7995,96.2498,-124.4
206.42,10.03,2.51996,162.186,70.9995,96.4494,-124.4
206.44,10.03,2.53,160.467,71.1997,96.7994,-124.4
206.46,10.03,2.53498,153.258,71.4493,97.2986,-124.4
206.48,10.03,2.54,155.234,71.6994,97.8984,-124.4
206.5,10.03,2.54,154.215,71.9493,98.4986,-124.4
206.52,10.03,2.54,148.106,72.1995,98.9991,-124.45
206.54,10.03,2.55992,140.031,72.4493,99.3493,-124.5
206.56,10.03,2.6049,133.205,72.6994,99.4999,-124.5
206.58,10.03,2.63,133.898,72.8996,99.4003,-124.5
206.6,10.03,2.67982,132.609,73.0498,99.1009,-124.5
206.62,10.03,2.74994,131.697,73.1497,98.6513,-124.5
206.64,10.03,2.78494,130.408,73.2,98.1013,-124.5
206.66,10.03,2.8,129.742,73.1005,97.5014,-124.5
206.68,10.03,2.79004,133.242,72.8507,96.9014,-124.5
206.7,10.03,2.77004,137.587,72.4513,96.3016,-124.5
206.72,10.03,2.75502,144.784,71.8513,95.6513,-124.5
206.74,10.03,2.75498,151.142,71.0521,94.9018,-124.5
206.76,10.035,2.76,157.428,70.1524,94.0524,-124.45
206.78,10.04,2.76498,163.292,69.1524,93.1022,-124.4
206.8,10.04,2.77,167.885,68.1023,92.1521,-124.4
206.82,10.04,2.7451,173.539,67.0525,91.2521,-124.4
206.84,10.04,2.70008,176.993,65.9529,90.452,-124.4
206.86,10.045,2.6551,180.042,64.9521,89.8512,-124.4
206.88,10.05,2.63,182.448,64.0521,89.4009,-124.35
206.9,10.055,2.60011,189.42,63.1521,89.0507,-124.3
206.92,10.065,2.57498,194.451,62.3019,88.7507,-124.3
206.94,10.07,2.58,195.293,61.5511,88.4006,-124.3
206.96,10.08,2.58996,198.347,60.9014,87.9511,-124.3
206.98,10.09,2.6,200.343,60.3016,87.3518,-124.3
207,10.095,2.60996,205.783,59.7512,86.6018,-124.3
207.02,10.1,2.62,207.113,59.3009,85.7023,-124.3
207.04,10.105,2.60008,211.019,59.0005,84.7023,-124.3
207.06,10.11,2.57502,221.478,58.8005,83.7027,-124.3
207.08,10.11,2.57,226.294,58.6502,82.6521,-124.3
207.1,10.115,2.56502,232.377,58.6,81.6521,-124.3
207.12,10.12,2.55502,236.102,58.6498,80.7524,-124.3
207.14,10.12,2.55,240.23,58.7498,79.9019,-124.3
207.16,10.12,2.55,247.641,58.8,79.2014,-124.3
207.18,10.12,2.54502,246.564,58.8,78.7009,-124.25
207.2,10.12,2.54498,250.868,58.7502,78.3508,-124.2
207.22,10.12,2.56495,253.509,58.5505,78.25,-124.2
207.24,10.12,2.57503,250.442,58.2507,78.4493,-124.2
207.26,10.12,2.57997,247.669,57.8513,78.9483,-124.2
207.28,10.12,2.57506,244.149,57.2515,79.748,-124.2
207.3,10.12,2.56,247.39,56.5516,80.847,-124.2
207.32,10.12,2.56498,242.881,55.8018,82.1968,-124.2
207.34,10.12,2.57,236.105,55.0021,83.6958,-124.25
207.36,10.12,2.56502,231.318,54.152,85.3461,-124.3
207.38,10.12,2.56,229.088,53.2521,86.9963,-124.3
207.4,10.12,2.54506,230.605,52.4516,88.5466,-124.3
207.42,10.12,2.53498,227.11,51.7516,89.8971,-124.3
207.44,10.12,2.54,223.853,51.0511,90.8988,-124.3
207.46,10.12,2.5649,224.294,50.5009,91.4991,-124.3
207.48,10.12,2.59996,225.151,50.1011,91.6998,-124.3
207.5,10.125,2.61996,228.187,49.8005,91.451,-124.25
207.52,10.13,2.63,227.818,49.7,90.7023,-124.2
207.54,10.13,2.64494,220.864,49.7,89.553,-124.25
207.56,10.13,2.66996,217.553,49.7995,88.0544,-124.3
207.58,10.13,2.68,215.605,50.0495,86.2037,-124.3
207.6,10.135,2.68,217.334,50.3493,84.105,-124.3
207.62,10.145,2.67502,211.938,50.7487,81.8561,-124.3
207.64,10.15,2.67996,202.359,51.2489,79.5553,-124.3
207.66,10.15,2.69,203.392,51.7986,77.3548,-124.3
207.68,10.155,2.69,206.643,52.3489,75.3543,-124.35
207.7,10.165,2.67008,208.398,52.8487,73.5048,-124.4
207.72,10.175,2.63505,209.048,53.2992,71.9028,-124.4
207.74,10.18,2.60504,217.065,53.6493,70.6525,-124.4
207.76,10.185,2.57006,229.273,53.8994,69.6525,-124.45
207.78,10.19,2.55,236.736,53.9999,68.9015,-124.5
207.8,10.19,2.55,239.351,53.9502,68.4507,-124.5
207.82,10.19,2.54502,244.774,53.7507,68.3,-124.55
207.84,10.19,2.54,256.767,53.401,68.4493,-124.6
207.86,10.19,2.54,264.39,52.9511,68.8489,-124.6
207.88,10.19,2.54,265.899,52.4511,69.4484,-124.6
207.9,10.195,2.53004,263.761,51.9014,70.1982,-124.6
207.92,10.2,2.51502,260.505,51.3014,71.0978,-124.6
207.94,10.2,2.51,261.345,50.7009,72.0985,-124.6
207.96,10.205,2.4851,256.829,50.0516,73.0977,-124.6
207.98,10.205,2.46,249.609,49.4514,74.0476,-124.55
208,10.2,2.45004,243.271,48.9013,74.9977,-124.5
208.02,10.2,2.44,238.049,48.3511,75.8982,-124.5
208.04,10.205,2.42506,239.992,47.8511,76.6982,-124.45
208.06,10.21,2.40004,234.78,47.4011,77.4481,-124.4
208.08,10.21,2.39,229.55,46.9509,78.049,-124.35
208.1,10.21,2.39997,223.934,46.5507,78.5489,-124.3
208.12,10.21,2.42495,217.352,46.3006,78.9491,-124.3
208.14,10.21,2.44,219.943,46.1005,79.2493,-124.25
208.16,10.21,2.44,219.112,45.9502,79.5493,-124.2
208.18,10.21,2.44,219.934,45.9,79.7995,-124.2
208.2,10.1951,2.44,217.325,45.9498,79.9995,-124.2
208.22,10.165,2.44997,214.694,46.0997,80.1996,-124.2
208.24,10.145,2.46997,218.2,46.2995,80.3498,-124.15
208.26,10.14,2.48997,213.671,46.5492,80.4995,-124.1
208.28,10.135,2.51494,212.989,46.7995,80.6497,-124.1
208.3,10.13,2.53,213.665,47.0493,80.7,-124.1
208.32,10.13,2.53498,211.694,47.3991,80.7498,-124.05
208.34,10.135,2.53502,208.868,47.6994,80.8,-124
208.36,10.14,2.52502,204.056,47.9493,80.7502,-123.95
208.38,10.14,2.52,212.508,48.2493,80.6502,-123.9
208.4,10.135,2.50506,219.759,48.5493,80.5502,-123.9
208.42,10.13,2.49498,216.706,48.8493,80.4502,-123.9
208.44,10.13,2.5,215.151,49.0997,80.3003,-123.85
208.46,10.13,2.51494,216.442,49.3493,80.1005,-123.8
208.48,10.13,2.53,223.425,49.5994,79.9005,-123.8
208.5,10.13,2.53498,224.761,49.7497,79.7005,-123.8
208.52,10.13,2.54,219.058,49.8498,79.5502,-123.8
208.54,10.13,2.54498,218.644,49.9995,79.4502,-123.8
208.56,10.13,2.54004,218.655,50.0999,79.3503,-123.8
208.58,10.13,2.53,219.046,50.1,79.3,-123.8
208.6,10.13,2.53001,218.013,50.1,79.3498,-123.8
208.62,10.13,2.53997,208.881,50.1,79.4497,-123.8
208.64,10.13,2.54004,203.8,50.1,79.6494,-123.8
208.66,10.13,2.53,202.96,50.0502,79.8995,-123.8
208.68,10.13,2.53996,206.623,50,80.1493,-123.8
208.7,10.13,2.56494,210.355,49.9502,80.3994,-123.85
208.72,10.13,2.57502,205.61,49.9499,80.5996,-123.9
208.74,10.13,2.57996,205.787,50,80.7,-123.9
208.76,10.13,2.58502,204.716,50.0498,80.7,-123.9
208.78,10.13,2.58,203.592,50.1996,80.6004,-123.9
208.8,10.13,2.58,201.025,50.4493,80.4005,-123.9
208.82,10.13,2.56506,198.835,50.7991,80.1009,-123.9
208.84,10.13,2.54004,200.356,51.2487,79.7011,-123.9
208.86,10.13,2.53,197.107,51.7489,79.3009,-123.9
208.88,10.13,2.53,194.704,52.2986,78.8511,-123.9
208.9,10.13,2.54494,191.212,52.9982,78.4009,-123.9
208.92,10.13,2.56,191.64,53.7484,78.0009,-123.9
208.94,10.13,2.56,191.41,54.4489,77.6505,-123.95
208.96,10.13,2.55502,190.937,55.1484,77.4005,-124
208.98,10.13,2.55498,192.952,55.7984,77.3001,-124
209,10.13,2.56498,195.338,56.3986,77.3996,-124
209.02,10.13,2.57,199.048,56.9986,77.6991,-124
209.04,10.13,2.57498,197.111,57.4991,78.2982,-124
209.06,10.13,2.57502,195.15,57.8989,79.297,-124.05
209.08,10.13,2.57,192.958,58.2494,80.5476,-124.1
209.1,10.125,2.57499,190.101,58.5493,82.0461,-124.1
209.12,10.115,2.58997,187.511,58.7994,83.7455,-124.1
209.14,10.11,2.6,179.673,58.8999,85.4461,-124.1
209.16,10.11,2.6,172.707,58.9,87.1461,-124.1
209.18,10.105,2.61494,167.915,58.8502,88.7466,-124.1
209.2,10.1,2.64494,160.272,58.7005,90.1465,-124.15
209.22,10.1,2.66498,152.863,58.4505,91.4475,-124.2
209.24,10.1,2.67996,147.61,58.1507,92.6475,-124.2
209.26,10.1,2.68502,145.004,57.7513,93.6475,-124.2
209.28,10.1,2.68,142.658,57.301,94.5479,-124.2
209.3,10.1,2.68,138.062,56.8014,95.3982,-124.2
209.32,10.1,2.66506,135.4,56.2014,96.0986,-124.2
209.34,10.1,2.65,136.694,55.6016,96.5989,-124.2
209.36,10.105,2.65,134.961,54.9516,96.9991,-124.15
209.38,10.11,2.65,131.253,54.2516,97.2498,-124.1
209.4,10.11,2.65996,131.048,53.5516,97.3,-124.1
209.42,10.11,2.67498,131.948,52.8516,97.2004,-124.1
209.44,10.11,2.68,131.752,52.2009,96.8508,-124.1
209.46,10.115,2.70989,132.394,51.6511,96.2516,-124.1
209.48,10.12,2.76989,133.251,51.1513,95.3528,-124.05
209.5,10.125,2.80996,136.287,50.7508,94.1031,-124
209.52,10.13,2.82,138.904,50.4507,92.6534,-124
209.54,10.13,2.82996,136.706,50.2005,90.9543,-124
209.56,10.13,2.83004,141.722,50.0005,88.9058,-124
209.58,10.13,2.82,146.55,49.8004,86.7541,-124
209.6,10.13,2.80008,150.226,49.6502,84.5553,-124
209.62,10.135,2.78498,157.238,49.5503,82.3059,-123.95
209.64,10.14,2.78004,163.083,49.4502,80.1548,-123.9
209.66,10.14,2.77,171.53,49.4,78.1544,-123.9
209.68,10.14,2.7451,176.149,49.4,76.3041,-123.9
209.7,10.14,2.70506,182.92,49.4,74.6043,-123.9
209.72,10.14,2.68003,192.735,49.4,73.0031,-123.9
209.74,10.145,2.65007,201.624,49.4498,71.5032,-123.9
209.76,10.15,2.62502,208.839,49.5,70.1535,-123.85
209.78,10.15,2.61502,214.931,49.5,68.9028,-123.8
209.8,10.15,2.61,224.079,49.5,67.7525,-123.8
209.82,10.155,2.62494,226.062,49.4502,66.7023,-123.8
209.84,10.16,2.63502,229.474,49.3503,65.7524,-123.75
209.86,10.16,2.62502,234.3,49.2502,65.0015,-123.7
209.88,10.16,2.62,233.647,49.1005,64.4511,-123.7
209.9,10.165,2.61004,239.327,48.9005,64.0009,-123.7
209.92,10.17,2.60498,242.005,48.6507,63.7503,-123.7
209.94,10.17,2.61,251.314,48.3505,63.7,-123.7
209.96,10.175,2.61996,261.159,48.0507,63.7995,-123.7
209.98,10.18,2.63,259.202,47.7508,64.0492,-123.7
210,10.18,2.61008,269.411,47.4507,64.4489,-123.7
210.02,10.18,2.59,274.474,47.2005,64.9986,-123.7
210.04,10.18,2.58502,274.824,47.0005,65.5986,-123.75
210.06,10.18,2.58996,272.482,46.8005,66.2482,-123.8
210.08,10.18,2.6,261.565,46.6502,66.9487,-123.8
210.1,10.185,2.60498,261.985,46.5502,67.5986,-123.8
210.12,10.19,2.61,253.352,46.5,68.1486,-123.8
210.14,10.19,2.61,241.309,46.5,68.6489,-123.8
210.16,10.19,2.61,231.744,46.4502,69.0991,-123.75
210.18,10.195,2.61996,219.711,46.4,69.4493,-123.7
210.2,10.205,2.63498,214.913,46.4,69.6994,-123.65
210.22,10.21,2.64997,207.766,46.4,69.8996,-123.6
210.24,10.21,2.66498,205.389,46.4,70.0995,-123.6
210.26,10.21,2.67,203.418,46.4,70.399,-123.6
210.28,10.21,2.66502,200.348,46.4498,70.8987,-123.6
210.3,10.21,2.66,201.003,46.5498,71.6479,-123.6
210.32,10.21,2.65004,200.549,46.6498,72.6475,-123.65
210.34,10.21,2.64,201.248,46.7497,73.8466,-123.75
210.36,10.21,2.64,199.06,46.8996,75.1968,-123.8
210.38,10.21,2.64,197.047,47.0498,76.4973,-123.85
210.4,10.215,2.64498,195.759,47.1498,77.6973,-123.9
210.42,10.22,2.65,193.154,47.2498,78.7478,-123.95
210.44,10.22,2.65,192.949,47.3,79.5489,-124
210.46,10.22,2.65498,191.011,47.3,80.1986,-124
210.48,10.22,2.66996,186.86,47.3,80.6989,-124
210.5,10.225,2.68,182.91,47.3,81.0991,-124
210.52,10.23,2.68,182.442,47.2502,81.4493,-124.05
210.54,10.235,2.68996,184.2,47.1502,81.6995,-124.1
210.56,10.24,2.70498,181.811,47.1,81.8497,-124.1
210.58,10.24,2.71,175.065,47.0502,81.8501,-124.1
210.6,10.245,2.71499,170.252,47,81.6507,-124.1
210.62,10.25,2.72997,172.637,47,81.301,-124.15
210.64,10.25,2.74,172.908,47.0498,80.8511,-124.2
210.66,10.25,2.74,169.852,47.1995,80.3511,-124.2
210.68,10.255,2.72506,169.599,47.4493,79.8511,-124.25
210.7,10.26,2.70502,172.637,47.7492,79.3513,-124.3
210.72,10.265,2.68006,178.987,48.0494,78.851,-124.35
210.74,10.27,2.65501,182.5,48.3493,78.2018,-124.4
210.76,10.27,2.63505,186.382,48.6492,77.3026,-124.45
210.78,10.27,2.60008,192.937,48.8995,76.1529,-124.5
210.8,10.27,2.58,196.247,49.0995,74.7534,-124.5
210.82,10.27,2.53517,200.334,49.2498,73.3032,-124.5
210.84,10.275,2.48004,204.046,49.3497,72.0033,-124.45
210.86,10.28,2.47498,210.576,49.4,70.9522,-124.4
210.88,10.28,2.48,219.289,49.4,70.3009,-124.35
210.9,10.2999,2.48996,222.795,49.4,70.1,-124.3
210.92,10.3798,2.49502,224.547,49.4,70.1996,-124.3
210.94,10.44,2.49,223.904,49.4,70.5492,-124.25
210.96,10.5297,2.48502,226.482,49.3502,70.9991,-124.2
210.98,10.5453,2.48996,229.302,49.2503,71.2994,-124.15
211,10.3953,2.50996,226.906,49.1502,71.3999,-124.1
211.02,10.32,2.52,224.306,48.9507,71.3005,-124.1
211.04,10.3001,2.53494,228.226,48.6009,71.0009,-124.1
211.06,10.275,2.54004,235.437,48.1513,70.5015,-124.1
211.08,10.27,2.53,235.654,47.651,69.951,-124.1
211.1,10.265,2.52003,229.769,47.2009,69.4511,-124.15
211.12,10.26,2.50502,231.227,46.8011,69.0011,-124.2
211.14,10.26,2.49502,240.382,46.4507,68.6507,-124.2
211.16,10.26,2.49,240.416,46.2502,68.4005,-124.15
211.18,10.26,2.4651,240.384,46.1502,68.3,-124.1
211.2,10.265,2.42506,242.802,46.1498,68.3498,-124.1
211.22,10.275,2.40003,249.776,46.2997,68.5495,-124.1
211.24,10.28,2.39498,251.828,46.4995,68.8493,-124.1
211.26,10.28,2.39502,242.669,46.7492,69.199,-124.1
211.28,10.28,2.39498,245.878,47.0991,69.6489,-124.1
211.3,10.28,2.4,250.707,47.5489,70.1986,-124.1
211.32,10.28,2.4,253.928,47.9991,70.8484,-124.1
211.34,10.29,2.40498,255.262,48.4985,71.5979,-124.1
211.36,10.3349,2.41996,254.193,49.0488,72.3982,-124.1
211.38,10.37,2.43,259.188,49.5986,73.2977,-124.15
211.4,10.3351,2.46487,259.859,50.1986,74.2977,-124.15
211.42,10.2751,2.51494,256.357,50.8484,75.2977,-124.1
211.44,10.25,2.53,253.504,51.5988,76.2985,-124.1
211.46,10.2351,2.53498,248.965,52.3484,77.2977,-124.1
211.48,10.21,2.54,244.408,53.0979,78.2476,-124.15
211.5,10.2,2.54996,240.461,53.8484,79.1977,-124.2
211.52,10.2,2.56,229.14,54.5484,80.2475,-124.2
211.54,10.2,2.59487,221.495,55.1986,81.3973,-124.25
211.56,10.2,2.64992,216.726,55.7984,82.6466,-124.3
211.58,10.2,2.67,209.309,56.349,83.9475,-124.35
211.6,10.205,2.69491,201.479,56.7991,85.1973,-124.4
211.62,10.21,2.72997,192.716,57.1989,86.2475,-124.45
211.64,10.21,2.74,194.635,57.5991,86.9985,-124.5
211.66,10.21,2.74,195.566,57.8995,87.3995,-124.55
211.68,10.21,2.74996,189.91,58.0498,87.3507,-124.6
211.7,10.21,2.75004,185.96,58.1497,86.9513,-124.6
211.72,10.21,2.73502,187.242,58.2498,86.3513,-124.6
211.74,10.215,2.71008,191.395,58.3498,85.6018,-124.65
211.76,10.225,2.69,188.816,58.4497,84.8519,-124.7
211.78,10.23,2.67506,183.808,58.5996,84.2014,-124.7
211.8,10.23,2.66,189.418,58.7995,83.6014,-124.7
211.82,10.235,2.64008,199.884,58.9995,83.1009,-124.7
211.84,10.24,2.59011,205.786,59.1995,82.7011,-124.75
211.86,10.245,2.56,207.551,59.3995,82.2013,-124.8
211.88,10.25,2.56,209.488,59.5498,81.6014,-124.85
211.9,10.25,2.56498,215.335,59.6498,80.9516,-124.95
211.92,10.245,2.57,219.942,59.6502,80.152,-125.05
211.94,10.24,2.57,223.892,59.5003,79.3511,-125.1
211.96,10.24,2.56502,232.373,59.2507,78.6018,-125.15
211.98,10.24,2.55004,239.789,58.901,77.8519,-125.25
212,10.24,2.53004,241.1,58.4511,77.301,-125.35
212.02,10.24,2.52,241.995,57.9014,76.9507,-125.4
212.04,10.2599,2.50008,240.711,57.2516,76.7502,-125.45
212.06,10.3049,2.47004,243.727,56.6016,76.7,-125.5
212.08,10.33,2.46,247.202,55.9513,76.7997,-125.5
