DEPT[M],CALP[CM],DENS[G/C,NGAMMA[A,RES[OHM-,SPR[OHM],SP[MV]
194.32,9.88,2.71996,183.583,47.6475,67.3507,-124
194.34,9.88,2.73,183.813,48.7471,67.1006,-124
194.36,9.88,2.71008,179.854,49.8973,66.9503,-124
194.38,9.88,2.69,181.142,51.0475,66.9,-124
194.4,9.88,2.6651,182.054,52.1973,66.9995,-124
194.42,9.88,2.63004,182.296,53.3973,67.349,-124.05
194.44,9.88,2.62,177.518,54.5982,67.9489,-124.1
194.46,9.88,2.60505,169.858,55.7973,68.7479,-124.1
194.48,9.88,2.58502,168.947,56.9968,69.8965,-124.1
194.5,9.87502,2.58,165.466,58.2471,71.496,-124.1
194.52,9.87,2.58,157.666,59.5968,73.495,-124.1
194.54,9.87,2.56506,149.422,60.9968,76.1927,-124.1
194.56,9.87,2.55498,142.663,62.4958,79.8892,-124.1
194.58,9.87,2.56498,136.963,64.1966,84.4908,-124.1
194.6,9.87,2.58993,129.318,66.0457,90.036,-124.1
194.62,9.87,2.61997,118.883,68.144,96.6314,-124.1
194.64,9.87498,2.64494,110.811,70.644,103.983,-124.1
194.66,9.88,2.66,105.368,73.5429,111.782,-124.15
194.68,9.88,2.67992,98.364,76.9415,119.881,-124.2
194.7,9.88,2.7249,95.1033,80.9885,128.078,-124.2
194.72,9.88,2.76494,88.1759,85.8382,136.281,-124.25
194.74,9.88,2.78,82.694,91.6853,144.431,-124.3
194.76,9.88,2.82483,78.8238,98.5831,152.432,-124.35
194.78,9.88,2.8949,72.2591,106.581,160.332,-124.4
194.8,9.88,2.92,68.5073,115.885,167.939,-124.45
194.82,9.88,2.93494,62.4169,126.474,175.084,-124.55
194.84,9.88,2.94502,59.5987,138.068,181.832,-124.65
194.86,9.88,2.94,57.6602,150.371,187.887,-124.75
194.88,9.88,2.94,54.153,163.12,193.139,-124.85
194.9,9.88,2.92008,51.111,175.821,197.79,-124.9
194.92,9.88,2.89004,48.7018,188.222,201.791,-124.95
194.94,9.88,2.88,46.9553,200.232,205.046,-125.05
194.96,9.88,2.86007,42.6119,211.525,207.645,-125.15
194.98,9.88,2.83502,41.9431,221.923,209.695,-125.2
195,9.88,2.82502,41.7567,231.379,211.197,-125.25
195.02,9.88,2.82,39.9982,239.782,212.198,-125.35
195.04,9.88,2.81004,37.364,246.637,212.849,-125.4
195.06,9.88,2.79502,34.1033,251.738,213.249,-125.45
195.08,9.88,2.79498,37.5889,255.244,213.4,-125.5
195.1,9.88,2.79502,37.4178,256.998,213.3,-125.55
195.12,9.88,2.79,34.3491,256.852,213.051,-125.6
195.14,9.88,2.77506,33.9043,255.105,212.701,-125.6
195.16,9.88,2.76,34.342,252.058,212.102,-125.65
195.18,9.88,2.74008,37.3941,247.662,211.202,-125.7
195.2,9.88,2.72,34.7671,242.165,210.053,-125.7
195.22,9.88,2.72498,31.2513,235.865,208.504,-125.7
195.24,9.88,2.73,33.442,228.618,206.505,-125.7
195.26,9.88,2.74992,35.2,220.619,204.056,-125.65
195.28,9.88,2.77,36.7441,212.02,201.207,-125.6
195.3,9.88,2.77,37.4027,202.665,197.856,-125.55
195.32,9.88,2.75008,38.4411,193.121,193.959,-125.5
195.34,9.88,2.72502,41.9414,183.576,189.712,-125.45
195.36,9.88,2.72498,41.7555,174.121,185.161,-125.35
195.38,9.88,2.73,43.484,165.22,180.311,-125.3
195.4,9.88498,2.73996,46.7511,156.719,175.311,-125.25
195.42,9.89,2.75,46.7492,148.718,170.262,-125.2
195.44,9.89,2.75,46.7508,141.361,165.008,-125.15
195.46,9.89,2.74004,46.3009,134.316,159.662,-125.05
195.48,9.89,2.73,49.3353,127.667,154.165,-125
195.5,9.89,2.72502,51.3025,121.713,148.363,-125
195.52,9.89,2.72,50.647,116.312,142.613,-125
195.54,9.89,2.73494,53.689,111.311,137.013,-124.95
195.56,9.89,2.75498,56.994,106.811,131.664,-124.9
195.58,9.89498,2.76,59.8434,102.857,126.809,-124.9
195.6,9.9,2.75502,62.6461,99.258,122.31,-124.85
195.62,9.9,2.75,65.6893,95.9584,118.21,-124.8
195.64,9.9,2.75,67.8983,93.0065,114.558,-124.75
195.66,9.9,2.75,64.864,90.306,111.158,-124.65
195.68,9.9,2.75498,61.3521,87.8055,108.007,-124.6
195.7,9.9,2.76,61.7962,85.5557,105.207,-124.55
195.72,9.9,2.76,61.3545,83.4548,102.755,-124.5
195.74,9.9,2.76,60.2489,81.4046,100.505,-124.45
195.76,9.9,2.76,60.0521,79.4046,98.5041,-124.4
195.78,9.9,2.76,60.6961,77.4544,96.8037,-124.4
195.8,9.9,2.76,62.2486,75.4532,95.3021,-124.35
195.82,9.9,2.73011,62.2521,73.4046,93.953,-124.35
195.84,9.9,2.7,63.5423,71.3058,92.8028,-124.4
195.86,9.9,2.69004,67.4405,69.105,91.8521,-124.45
195.88,9.9,2.68,70.0479,66.905,90.9521,-124.6
195.9,9.9,2.67502,71.7941,64.6553,90.1018,-124.8
195.92,9.9,2.67,74.1948,62.4549,89.3018,-125
195.94,9.9,2.67,74.8514,60.3532,88.4015,-125.2
195.96,9.9,2.65506,73.305,58.3543,87.4023,-125.499
195.98,9.9,2.64498,69.1648,56.4551,86.2534,-125.998
196,9.9,2.64004,66.5506,54.654,84.8534,-126.549
196.02,9.9,2.63,68.294,53.0037,83.3037,-126.75
196.04,9.9,2.63,69.4009,51.5032,81.6539,-126.7
196.06,9.9,2.63498,68.354,50.2033,79.9545,-126.8
196.08,9.9,2.63003,68.1487,49.0023,78.3031,-126.85
196.1,9.9,2.61501,65.5151,47.9023,76.8032,-126.7
196.12,9.9,2.60003,64.1436,46.9524,75.6028,-126.301
196.14,9.9,2.58502,64.1559,46.1019,74.8513,-125.901
196.16,9.9,2.58,62.847,45.3516,74.6,-125.7
196.18,9.9,2.57502,66.337,44.7014,74.7493,-125.401
196.2,9.9,2.57498,64.2207,44.2011,75.2483,-125.001
196.22,9.9,2.57502,63.0919,43.8506,76.0484,-124.601
196.24,9.9,2.57,65.2567,43.7498,76.9483,-124.4
196.26,9.9,2.57498,65.242,43.9493,77.8479,-124.4
196.28,9.9,2.58498,67.4469,44.3987,78.6483,-124.45
196.3,9.9,2.59,64.6599,45.1486,79.2492,-124.5
196.32,9.9,2.59498,65.4812,46.1973,79.6991,-124.5
196.34,9.9,2.60996,68.3028,47.3968,79.9994,-124.55
196.36,9.9,2.61502,66.8018,48.6969,80.1497,-124.6
196.38,9.9,2.61,65.953,50.1963,80.1005,-124.6
196.4,9.9,2.61,64.8521,51.6968,79.8507,-124.6
196.42,9.9,2.61,66.592,53.1466,79.4013,-124.6
196.44,9.9,2.61,69.6474,54.6477,78.7511,-124.6
196.46,9.9,2.61498,70.6991,56.0968,77.9521,-124.6
196.48,9.9,2.62,71.5469,57.4465,77.0524,-124.6
196.5,9.9,2.62498,73.0961,58.6972,76.1521,-124.55
196.52,9.9,2.63,74,59.947,75.3516,-124.5
196.54,9.9,2.63,74.8461,61.1475,74.7511,-124.5
196.56,9.9,2.61506,75.9482,62.2471,74.2513,-124.5
196.58,9.9,2.6,75.1032,63.3479,73.9005,-124.5
196.6,9.9,2.59503,73.1041,64.3479,73.7502,-124.5
196.62,9.9,2.59997,71.8025,65.1481,73.7,-124.5
196.64,9.9,2.60502,71.1513,65.7488,73.7,-124.5
196.66,9.9,2.6,71.3479,66.0995,73.7995,-124.5
196.68,9.9,2.60498,69.411,66.1502,73.9995,-124.5
196.7,9.9,2.61498,67.6489,65.9507,74.2492,-124.5
196.72,9.9,2.61502,68.2995,65.6007,74.5993,-124.5
196.74,9.9,2.61,68.9475,65.0513,74.9992,-124.5
196.76,9.9,2.60502,70.247,64.3516,75.3991,-124.5
196.78,9.9,2.60498,69.6045,63.6018,75.7991,-124.5
196.8,9.9,2.61,69.1973,62.7015,76.2492,-124.55
196.82,9.9,2.61996,70.2991,61.7521,76.7489,-124.6
196.84,9.9,2.63498,72.0428,60.8026,77.2984,-124.6
196.86,9.9,2.64498,73.1505,59.7027,77.8986,-124.6
196.88,9.9,2.65,72.7,58.5525,78.4986,-124.6
196.9,9.9,2.65498,70.958,57.4027,79.1484,-124.6
196.92,9.9,2.66,69.8489,56.2526,79.7986,-124.65
196.94,9.9,2.66,70.6994,55.1018,80.3991,-124.7
196.96,9.9,2.66996,69.8548,53.9027,80.9489,-124.7
196.98,9.9,2.69494,69.199,52.753,81.3989,-124.7
197,9.9,2.71,67.2088,51.6525,81.7991,-124.7
197.02,9.9,2.71,65.0489,50.6023,82.0995,-124.7
197.04,9.9,2.71,62.463,49.6521,82.2,-124.7
197.06,9.9,2.71,60.2492,48.7026,82.1005,-124.7
197.08,9.9,2.71,62.6442,47.8016,81.8007,-124.75
197.1,9.9,2.70003,64.4,47.0018,81.3014,-124.8
197.12,9.9,2.67505,65.2461,46.2519,80.5523,-124.8
197.14,9.9,2.66498,66.0993,45.5516,79.5026,-124.75
197.16,9.9,2.67,71.1269,44.9014,78.253,-124.7
197.18,9.9,2.66004,75.3041,44.3014,76.9032,-124.7
197.2,9.9,2.64004,74.8486,43.7514,75.4042,-124.7
197.22,9.9,2.63498,75.9477,43.3008,73.8529,-124.7
197.24,9.9,2.64,77.0483,42.9008,72.303,-124.7
197.26,9.9,2.63004,78.595,42.5009,70.7534,-124.7
197.28,9.9,2.61004,75.1167,42.1507,69.2534,-124.65
197.3,9.9,2.6,72.0453,41.8505,67.8021,-124.6
197.32,9.9,2.6,73.7991,41.5507,66.453,-124.6
197.34,9.9,2.60996,70.9638,41.2508,65.1535,-124.6
197.36,9.9,2.61004,69.1974,40.9507,63.9526,-124.6
197.38,9.9,2.6,71.595,40.6507,62.8525,-124.6
197.4,9.9,2.58008,74.442,40.4005,61.8521,-124.6
197.42,9.9,2.55502,77.6929,40.2005,60.9521,-124.6
197.44,9.9,2.55,76.6079,39.9505,60.1511,-124.55
197.46,9.9,2.54502,78.5292,39.7005,59.4516,-124.5
197.48,9.9,2.55494,82.4495,39.4508,58.8016,-124.5
197.5,9.9,2.56502,80.5055,39.2005,58.2512,-124.5
197.52,9.9,2.56,83.5301,39.0005,57.7511,-124.45
197.54,9.9,2.55502,88.1489,38.8005,57.3507,-124.4
197.56,9.9,2.54502,92.4811,38.6005,57.0508,-124.4
197.58,9.9,2.54,95.1014,38.4004,56.8004,-124.4
197.6,9.9,2.53502,94.8941,38.2502,56.6502,-124.4
197.62,9.90498,2.53498,100.778,38.1005,56.5503,-124.35
197.64,9.91,2.53502,107.787,37.9503,56.5,-124.3
197.66,9.91,2.53,112.141,37.8502,56.5498,-124.3
197.68,9.91498,2.53,114.946,37.7502,56.6498,-124.3
197.7,9.92,2.52502,117.093,37.6503,56.7995,-124.3
197.72,9.92,2.52498,122.736,37.6,56.9996,-124.3
197.74,9.92,2.53,130.138,37.5502,57.2494,-124.3
197.76,9.92498,2.53996,132.155,37.4502,57.5493,-124.35
197.78,9.93,2.54502,129.557,37.3502,57.8991,-124.4
197.8,9.93,2.54,126.903,37.2502,58.3492,-124.4
197.82,9.93,2.54,128.836,37.1502,58.8489,-124.4
197.84,9.93,2.54498,130.604,37.0503,59.3984,-124.4
197.86,9.93,2.55,124.519,36.9502,59.9986,-124.4
197.88,9.93,2.55,119.7,36.8502,60.5986,-124.45
197.9,9.93,2.56992,122.736,36.7502,61.1986,-124.5
197.92,9.93,2.59,127.79,36.6502,61.8484,-124.5
197.94,9.93,2.59,126.759,36.5502,62.5489,-124.5
197.96,9.93,2.59498,122.157,36.4502,63.2484,-124.5
197.98,9.93498,2.60498,126.026,36.4,63.9979,-124.55
198,9.94,2.60004,133.438,36.3502,64.7982,-124.6
198.02,9.94,2.59,136.943,36.3,65.5982,-124.6
198.04,9.94,2.58502,137.853,36.3,66.4479,-124.6
198.06,9.94,2.59494,144.567,36.3498,67.2481,-124.6
198.08,9.94,2.61,158.724,36.4498,67.9985,-124.6
198.1,9.94,2.61997,165.052,36.5498,68.7484,-124.6
198.12,9.94,2.63997,165.048,36.6995,69.3984,-124.6
198.14,9.94,2.66494,166.147,36.9493,69.9488,-124.6
198.16,9.94,2.68,172.026,37.2493,70.3991,-124.6
198.18,9.94,2.69494,178.345,37.5991,70.7493,-124.6
198.2,9.94,2.70004,181.39,38.0487,70.9497,-124.65
198.22,9.94,2.67505,184.246,38.549,71.0498,-124.7
198.24,9.94,2.66,188.783,39.0986,71.0502,-124.7
198.26,9.94,2.64506,192.049,39.7482,70.9503,-124.7
198.28,9.94,2.63,191.849,40.3986,70.8004,-124.7
198.3,9.94,2.63,192.1,41.0988,70.5505,-124.7
198.32,9.94,2.62502,189.711,41.8484,70.2507,-124.7
198.34,9.94,2.62,189.044,42.5481,69.9508,-124.7
198.36,9.94,2.62,187.76,43.2982,69.6507,-124.7
198.38,9.94,2.62,185.347,44.0484,69.4005,-124.7
198.4,9.94,2.62,181.869,44.7484,69.2502,-124.7
198.42,9.94,2.62,175.113,45.4484,69.2498,-124.7
198.44,9.94,2.62,171.154,46.0991,69.3498,-124.7
198.46,9.94,2.62,165.072,46.6986,69.5493,-124.7
198.48,9.94,2.61004,158.562,47.3482,69.899,-124.7
198.5,9.94,2.6,152.02,47.9488,70.2991,-124.7
198.52,9.94,2.6,146.105,48.4986,70.7986,-124.7
198.54,9.94,2.59004,142.611,49.0489,71.3986,-124.7
198.56,9.94,2.58,133.284,49.5487,71.9984,-124.7
198.58,9.94,2.58,124.112,50.049,72.6487,-124.7
198.6,9.94,2.57502,119.113,50.5489,73.3484,-124.65
198.62,9.94,2.56502,116.7,51.0487,74.0481,-124.6
198.64,9.94,2.55502,114.061,51.5489,74.7484,-124.6
198.66,9.94,2.55,104.082,51.9991,75.4484,-124.6
198.68,9.94,2.54004,96.6521,52.3991,76.1484,-124.6
198.7,9.94,2.52502,94.0602,52.7989,76.8481,-124.6
198.72,9.94,2.52997,93.3971,53.1494,77.4988,-124.6
198.74,9.94,2.54,93.4069,53.4493,78.1484,-124.6
198.76,9.94,2.54498,90.1592,53.7492,78.7486,-124.6
198.78,9.94498,2.55996,91.1907,53.9995,79.2987,-124.6
198.8,9.95,2.57,94.648,54.1498,79.9489,-124.6
198.82,9.95,2.57498,98.137,54.2498,80.5489,-124.55
198.84,9.95,2.57502,102.74,54.3497,81.1482,-124.5
198.86,9.95,2.58494,103.602,54.3502,81.8484,-124.5
198.88,9.95,2.6,104.044,54.3,82.4986,-124.5
198.9,9.95498,2.6249,107.54,54.2005,83.1484,-124.45
198.92,9.96,2.65996,113.633,54.0005,83.8484,-124.4
198.94,9.96,2.67,119.544,53.7006,84.4991,-124.4
198.96,9.96498,2.70487,119.31,53.2511,85.0489,-124.35
198.98,9.97,2.7649,119.74,52.7016,85.4989,-124.3
199,9.97498,2.79996,128.475,52.0018,85.8493,-124.3
199.02,9.98,2.81,139.577,51.1521,86.0995,-124.25
199.04,9.98498,2.81996,148.482,50.2023,86.2995,-124.2
199.06,9.99,2.82502,153.691,49.1529,86.4497,-124.15
199.08,9.99,2.82,161.529,48.0521,86.6495,-124.1
199.1,9.99,2.80006,177.855,46.9027,87.0489,-124.05
199.12,9.99,2.76006,192.023,45.753,87.698,-124
199.14,9.99,2.71011,200.083,44.6525,88.548,-124
199.16,9.99,2.68,204.895,43.6023,89.5475,-124
199.18,9.99,2.59034,210.131,42.6023,90.6475,-124
199.2,9.99498,2.46015,219.921,41.7022,91.5977,-123.95
199.22,10,2.38012,224.1,40.9514,92.2489,-123.9
199.24,10,2.34,220.609,40.2516,92.4502,-123.9
199.26,10.005,2.28023,218.402,39.7012,92.0019,-123.9
199.28,10.01,2.1951,219.495,39.3507,91.0026,-123.9
199.3,10.01,2.17,225.137,39.1502,89.5526,-123.9
199.32,10.01,2.15506,230.147,39.1498,87.7046,-123.9
199.34,10.015,2.14498,232.342,39.399,85.7551,-124.049
199.36,10.02,2.15996,237.585,39.8987,83.9042,-124.299
199.38,10.02,2.17,241.947,40.5982,82.1539,-124.549
199.4,10.02,2.16502,246.084,41.4977,80.653,-124.8
199.42,10.02,2.16498,250.892,42.5475,79.5024,-124.9
199.44,10.02,2.17,252.001,43.6982,78.5015,-125.05
199.46,10.02,2.20487,254.189,44.8475,77.6516,-125.2
199.48,10.02,2.25992,255.254,45.9471,77.0016,-125.25
199.5,10.02,2.31985,254.598,46.9977,76.4512,-125.25
199.52,10.02,2.36,253.558,47.9479,76.0009,-125.15
199.54,10.015,2.39985,247.022,48.7982,75.7502,-125.05
199.56,10.01,2.44,241.109,49.5979,75.7996,-124.9
199.58,10.01,2.44,235.415,50.3486,76.0993,-124.7
199.6,10.01,2.49482,230.402,51.0484,76.5986,-124.5
199.62,10.01,2.58489,224.575,51.7481,77.3477,-124.35
199.64,10.01,2.63494,214.123,52.3986,78.3476,-124.25
199.66,10.01,2.65,208.204,52.9986,79.4973,-124.2
199.68,10.01,2.66992,203.169,53.5489,80.747,-124.2
199.7,10.01,2.68502,199.65,53.9491,81.9968,-124.2
199.72,10.01,2.69994,194.467,54.2494,83.0482,-124.2
199.74,10.01,2.72,189.894,54.4995,83.8484,-124.2
199.76,10.01,2.72498,189.258,54.6995,84.349,-124.2
199.78,10.01,2.71506,189.045,54.8497,84.4501,-124.2
199.8,10.01,2.7,190.8,54.9498,84.3003,-124.25
199.82,10.01,2.69502,186.669,55,84.0009,-124.3
199.84,10.01,2.69996,187.032,55,83.5513,-124.3
199.86,10.01,2.70004,187.512,54.9502,83.101,-124.3
199.88,10.01,2.69,189.472,54.9,82.7009,-124.3
199.9,10.01,2.69498,191.469,54.8502,82.3507,-124.35
199.92,10.01,2.7,189.047,54.7502,82.0507,-124.4
199.94,10.01,2.7,192.943,54.6502,81.7505,-124.4
199.96,10.01,2.68008,194.901,54.6,81.5005,-124.4
199.98,10.01,2.65502,197.487,54.5502,81.2508,-124.4
200,10.01,2.65,197.259,54.4502,80.9009,-124.45
200.02,10.01,2.65,199.426,54.4,80.5507,-124.5
200.04,10.01,2.65,200.818,54.4,80.2009,-124.5
200.06,10.01,2.64502,199.292,54.4,79.8508,-124.5
200.08,10.01,2.64,199.305,54.4,79.5506,-124.5
200.1,10.01,2.63004,198.592,54.4498,79.2507,-124.5
200.12,10.01,2.62,201.394,54.5497,79.0006,-124.5
200.14,10.01,2.62,196.024,54.6996,78.8503,-124.5
200.16,10.01,2.62,187.758,54.8995,78.7502,-124.5
200.18,10.01,2.61004,182.964,55.0995,78.7,-124.5
200.2,10.01,2.59004,180.301,55.3492,78.7,-124.5
200.22,10.01,2.57502,181.148,55.6494,78.7498,-124.5
200.24,10.01,2.57,179.012,55.9991,78.8498,-124.5
200.26,10.01,2.58494,173.565,56.3989,79.0493,-124.55
200.28,10.01,2.60996,172.446,56.7991,79.3991,-124.6
200.3,10.01,2.62,170.063,57.1495,79.8991,-124.6
200.32,10.01,2.63992,166.149,57.4991,80.5484,-124.6
200.34,10.01,2.66,161.821,57.8989,81.3477,-124.6
200.36,10.01,2.66,153.966,58.2493,82.2479,-124.6
200.38,10.01,2.66,152.641,58.5991,83.1479,-124.65
200.4,10.01,2.66,148.727,58.9493,84.0977,-124.65
200.42,10.01,2.65502,141.31,59.2493,85.0479,-124.6
200.44,10.01,2.65,136.111,59.5495,85.8489,-124.6
200.46,10.01,2.65996,127.423,59.8493,86.5982,-124.6
200.48,10.01,2.68494,119.766,60.199,87.3979,-124.6
200.5,10.01,2.70996,112.32,60.5991,88.1982,-124.6
200.52,10.01,2.72,105.111,60.9493,88.9982,-124.6
200.54,10.01,2.72996,102.7,61.2991,89.9475,-124.6
200.56,10.01,2.74498,97.9717,61.6989,91.0968,-124.6
200.58,10.01,2.75,92.3064,62.0494,92.3974,-124.65
200.6,10.01,2.74003,90.5539,62.3991,93.8466,-124.7
200.62,10.01,2.72502,87.9586,62.7989,95.3958,-124.7
200.64,10.01,2.72498,88.5922,63.2489,96.9963,-124.7
200.66,10.01,2.73,89.258,63.7986,98.4968,-124.7
200.68,10.01,2.73498,88.9931,64.3986,99.847,-124.7
200.7,10.01,2.74996,91.3947,65.0482,100.947,-124.7
200.72,10.01,2.76997,91.8507,65.7985,101.749,-124.75
200.74,10.01,2.78,94.6849,66.5484,102.249,-124.8
200.76,10.01,2.79992,95.6085,67.2979,102.3,-124.8
200.78,10.01,2.81502,93.8494,68.0982,101.901,-124.8
200.8,10.01,2.81,95.3474,68.8988,101.201,-124.8
200.82,10.01,2.81996,99.4351,69.6484,100.253,-124.85
200.84,10.01,2.83498,107.923,70.2984,99.1032,-124.9
200.86,10.01,2.82506,114.292,70.8488,97.8529,-124.9
200.88,10.01,2.81,117.988,71.2493,96.553,-124.95
200.9,10.01,2.7851,123.188,71.4498,95.3027,-125
200.92,10.01,2.74506,130.38,71.5,94.2024,-125
200.94,10.01,2.73,138.888,71.4003,93.3511,-125
200.96,10.01,2.71506,145.189,71.1009,92.7511,-125
200.98,10.01,2.69004,146.105,70.6015,92.3011,-125
201,10.01,2.66008,147.839,70.0014,92.0503,-125
201.02,10.01,2.64,153.489,69.3516,91.9502,-125
201.04,10.01,2.61011,155.452,68.6018,91.8502,-125
201.06,10.01,2.57004,154.353,67.8519,91.8,-125
201.08,10.01,2.56,148.716,67.1513,91.8,-124.95
201.1,10.01,2.56001,148.478,66.4018,91.8498,-124.9
201.12,10.01,2.56997,154.391,65.6021,91.9497,-124.9
201.14,10.01,2.58996,155.25,64.8516,92.0498,-124.9
201.16,10.01,2.6,158.285,64.2014,92.1498,-124.9
201.18,10.01,2.60996,159.41,63.6014,92.2498,-124.9
201.2,10.01,2.63494,162.627,63.1011,92.2502,-124.85
201.22,10.01,2.65,170.04,62.7008,92.0505,-124.8
201.24,10.01,2.65,173.742,62.4005,91.7009,-124.8
201.26,10.015,2.65498,175.947,62.2503,91.1518,-124.8
201.28,10.02,2.66498,172.714,62.1502,90.3022,-124.8
201.3,10.02,2.67,173.536,62.1498,89.2517,-124.75
201.32,10.03,2.67,180.29,62.2498,88.0032,-124.7
201.34,10.045,2.67498,182.697,62.3995,86.6037,-124.7
201.36,10.055,2.67502,181.605,62.5497,85.1534,-124.65
201.38,10.06,2.67,182.888,62.6498,83.6534,-124.6
201.4,10.065,2.65506,191.174,62.7,82.3027,-124.6
201.42,10.08,2.64498,197.942,62.6004,81.1526,-124.55
201.44,10.09,2.65,199.449,62.3505,80.1514,-124.5
201.46,10.1049,2.64004,203.832,62.0009,79.3516,-124.5
201.48,10.13,2.62004,213.172,61.5513,78.8012,-124.5
201.5,10.145,2.61498,220.987,60.9515,78.5005,-124.45
201.52,10.15,2.62,222.554,60.3014,78.4,-124.4
201.54,10.15,2.62,226.229,59.6018,78.5493,-124.4
201.56,10.15,2.61004,234.728,58.9017,78.9487,-124.4
201.58,10.15,2.6,238.248,58.3011,79.5986,-124.4
201.6,10.15,2.57509,238.447,57.7014,80.5475,-124.4
201.62,10.15,2.54003,240.394,57.2011,81.6968,-124.4
201.64,10.15,2.51506,246.481,56.8009,82.9471,-124.45
201.66,10.15,2.5,249.359,56.4507,84.2968,-124.5
201.68,10.15,2.48008,249.789,56.2005,85.647,-124.55
201.7,10.15,2.44506,255.881,56.0005,86.847,-124.6
201.72,10.15,2.41006,261.142,55.8004,87.8981,-124.65
201.74,10.15,2.39,261.157,55.7,88.7982,-124.75
201.76,10.15,2.3651,256.117,55.7,89.4983,-124.8
201.78,10.15,2.34,256.289,55.7,90.0986,-124.8
201.8,10.15,2.34,258.953,55.8495,90.6492,-124.8
201.82,10.1301,2.34,254.217,56.1493,91.1986,-124.8
201.84,10.0702,2.33502,251.797,56.5487,91.7984,-124.8
201.86,10.0051,2.32502,252.202,57.0987,92.548,-124.8
201.88,9.98,2.32,253.042,57.7982,93.5973,-124.8
201.9,9.97502,2.32,251.316,58.5484,94.8968,-124.75
201.92,9.96502,2.32996,243.718,59.2982,96.496,-124.65
201.94,9.96,2.34,243.687,60.0988,98.2972,-124.6
201.96,9.96,2.35494,243.271,60.8982,100.146,-124.55
201.98,9.95502,2.38494,241.54,61.6979,101.945,-124.5
202,9.95,2.41494,245.693,62.4484,103.497,-124.5
202.02,9.95,2.43,247.398,63.1982,104.747,-124.5
202.04,9.95,2.4549,247.601,63.9982,105.648,-124.5
202.06,9.95,2.49494,244.165,64.8476,106.199,-124.5
202.08,9.95,2.51,239.357,65.7981,106.5,-124.5
202.1,9.95,2.51498,238.049,66.8973,106.6,-124.5
202.12,9.95,2.52,238.947,68.1963,106.55,-124.5
202.14,9.95,2.52996,236.561,69.6964,106.351,-124.5
202.16,9.95,2.54,234.147,71.2963,106.051,-124.5
202.18,9.95,2.5649,230.669,72.9461,105.601,-124.5
202.2,9.95,2.60494,228.892,74.5459,104.952,-124.55
202.22,9.95,2.63495,230.002,76.0471,104.152,-124.6
202.24,9.95,2.65,223.275,77.447,103.202,-124.6
202.26,9.95,2.65996,216.908,78.647,102.153,-124.6
202.28,9.95,2.67498,215.801,79.6479,101.053,-124.6
202.3,9.95,2.68,217.544,80.4988,100.002,-124.6
202.32,9.95,2.68996,215.17,81.1489,99.0521,-124.6
202.34,9.95,2.7,207.767,81.5989,98.2022,-124.65
202.36,9.95,2.69502,205.549,81.8995,97.5014,-124.7
202.38,9.95,2.69,208.391,82.0498,97.0507,-124.7
202.4,9.95,2.6651,205.373,82.1,96.8005,-124.7
202.42,9.95,2.63004,197.714,82.0004,96.7499,-124.7
202.44,9.95,2.62,195.549,81.8502,96.8498,-124.7
202.46,9.95,2.61502,194.905,81.6507,97.0991,-124.65
202.48,9.95,2.60502,192.706,81.4503,97.4989,-124.6
202.5,9.95,2.6,185.325,81.3004,97.9489,-124.6
202.52,9.95,2.6,181.837,81.1502,98.4489,-124.6
202.54,9.95,2.59502,183.804,81.1498,98.9986,-124.6
202.56,9.95,2.59,179.666,81.2497,99.5486,-124.6
202.58,9.95,2.59,174.857,81.4495,100.049,-124.6
202.6,9.95,2.59997,169.617,81.7991,100.499,-124.6
202.62,9.95,2.62495,168.939,82.2487,100.849,-124.6
202.64,9.95,2.64,170.254,82.8485,101.149,-124.6
202.66,9.95,2.64,165.912,83.5484,101.4,-124.6
202.68,9.95,2.65992,163.499,84.3479,101.55,-124.6
202.7,9.95,2.68498,162.008,85.2476,101.65,-124.6
202.72,9.95,2.68502,160.301,86.1483,101.75,-124.6
202.74,9.95,2.68,159.404,87.0977,101.9,-124.6
202.76,9.95,2.6551,153.076,88.0476,102.05,-124.6
202.78,9.95,2.62502,146.508,88.9977,102.249,-124.6
202.8,9.95,2.62,144.752,89.9486,102.599,-124.65
202.82,9.95,2.62996,144.1,90.8479,102.999,-124.7
202.84,9.95,2.64498,140.417,91.7476,103.449,-124.7
202.86,9.95,2.65498,133.664,92.6479,103.999,-124.7
202.88,9.95,2.66,133.636,93.5977,104.599,-124.7
202.9,9.95,2.66,138.691,94.5479,105.199,-124.7
202.92,9.95,2.66,141.346,95.4977,105.848,-124.7
202.94,9.95,2.66,138.71,96.4985,106.549,-124.7
202.96,9.95,2.66,141.273,97.4479,107.248,-124.7
202.98,9.95,2.66,148.937,98.3476,108.048,-124.7
203,9.95,2.64506,150.898,99.2479,108.948,-124.7
203.02,9.95,2.63,149.607,100.048,109.997,-124.7
203.04,9.95,2.62004,148.498,100.649,111.247,-124.7
203.06,9.95,2.61,152.384,101.049,112.696,-124.7
203.08,9.95,2.61,152.657,101.3,114.446,-124.7
203.1,9.95,2.60502,148.305,101.4,116.495,-124.7
203.12,9.95,2.59502,145.26,101.35,118.893,-124.7
203.14,9.95,2.58004,141.11,101.25,121.843,-124.7
203.16,9.95,2.57,135.665,101.1,125.342,-124.7
203.18,9.95,2.58494,130.011,100.851,129.241,-124.7
203.2,9.95,2.61992,125.661,100.551,133.538,-124.7
203.22,9.95,2.65495,117.371,100.151,138.141,-124.7
