DEPT[M],WELL,CALIPER[MM],DEN[GM/CC],RES(64N),RES[OHM],SP[MV],GAM[API],LITHOLOGY DESCRIPTION,Formation,Classified
629.5,2,7.69712,2.29428,15.8338,60.6366,113.007,222.43,Dark grey shale,Barren Measures,dgs
629.8,2,7.69274,2.33167,15.651,59.9983,113.068,255.619,Dark grey shale,Barren Measures,dgs
630.8,2,7.67739,2.30934,15.6508,58.8378,113.068,207.219,Dark grey shale,Barren Measures,dgs
633,2,7.66808,2.29359,15.2849,53.907,113.088,211.367,Dark grey shale,Barren Measures,dgs
637.5,2,7.67027,2.36791,11.3491,45.4343,113.27,232.11,Dark grey shale,Barren Measures,dgs
638,2,7.67082,2.36734,11.3033,42.8808,113.21,230.036,Dark grey shale,Barren Measures,dgs
642,2,7.65438,2.45214,9.93045,41.4878,113.25,178.179,Dark grey shale,Barren Measures,dgs
642.5,2,7.65218,2.36101,10.3884,46.5944,113.088,237.642,Dark grey shale,Barren Measures,dgs
646,2,7.66315,2.33503,12.1729,46.8828,113.27,255.619,Dark grey shale,Barren Measures,dgs
650.5,2,7.64671,2.33954,12.3101,46.769,113.291,227.962,Dark grey shale,Barren Measures,dgs
654.27,2,7.64177,2.37853,11.0745,44.5055,113.108,259.768,"Dark grey shale, dotted sand particles",Barren Measures,dgs
654.77,2,7.64177,2.53876,11.4406,43.5765,113.068,186.476,Dark grey shale,Barren Measures,dgs
655,2,7.64342,2.43908,11.4864,41.4882,113.291,225.196,"Dark grey shale, dotted sand particles",Barren Measures,dgs
657,2,7.65218,2.37233,11.166,41.6039,113.25,264.608,"Dark grey shale, dotted sand particles",Barren Measures,dgs
661.5,2,7.64122,2.44381,9.61025,38.9343,113.938,218.973,"Dark grey shale, dotted bands of sand particles",Barren Measures,dgs
666,2,7.64725,2.41988,10.022,40.0945,112.886,225.887,"Dark grey shale, dotted sand particles",Barren Measures,dgs
670.5,2,7.64287,2.565,12.9965,49.4377,112.481,196.156,"Dark grey shale, dotted sand particles",Barren Measures,dgs
675,2,7.6489,2.43963,13.0881,48.2809,112.704,238.333,Dark grey shale,Barren Measures,dgs
679.5,2,7.62424,2.48707,12.7677,63.0612,112.421,194.082,Dark grey shale,Barren Measures,dgs
684,2,7.6352,2.20514,12.6765,56.6885,112.926,263.916,Dark grey shale,Barren Measures,dgs
687.55,2,7.64342,2.34075,15.7424,57.9094,113.23,253.545,Dark grey shale,Barren Measures,dgs
688.05,2,7.64287,2.35775,15.8338,53.5552,113.37,274.288,Dark grey shale,Barren Measures,dgs
688.5,2,7.64287,2.44518,17.3901,49.3761,113.412,234.185,Dark grey shale,Barren Measures,dgs
693,2,7.63848,2.28911,20.0439,67.8933,113.635,260.459,Dark grey shale,Barren Measures,dgs
697.5,2,7.64287,2.38196,20.6845,72.0676,114.302,281.894,Dark grey shale,Barren Measures,dgs
697.59,2,7.64451,2.40352,20.6389,71.1972,114.444,265.991,Dark grey shale,Barren Measures,dgs
698.09,2,7.65109,2.32791,20.4557,56.6908,115.071,297.797,Dark grey shale,Barren Measures,dgs
702,2,7.65931,2.378,19.9528,69.8019,114.727,283.277,Dark grey shale,Barren Measures,dgs
706.5,2,7.64451,2.40926,24.3015,64.8724,115.395,248.705,Dark grey shale,Barren Measures,dgs
711,2,7.68452,2.36262,20.4558,64.12,116.103,243.173,Dark grey shale,Barren Measures,dgs
715.5,2,7.68178,2.27317,16.7491,57.3291,116.771,269.448,Dark grey shale,Barren Measures,dgs
720,2,7.64232,2.38291,19.9074,65.1033,117.095,306.094,Dark grey shale,Barren Measures,dgs
720.5,2,7.64287,2.64031,18.0762,119.063,116.569,171.956,Dark grey shale,Barren Measures,dgs
724.5,2,7.72617,2.33438,19.7236,61.2168,116.832,277.054,Dark grey shale,Barren Measures,dgs
726.96,2,7.65986,2.19459,17.3897,57.7963,117.277,283.277,Dark grey shale,Barakar,dgs
729,2,7.62643,2.37781,25.0768,62.1971,117.236,276.362,Medium - Coarse grained Sandstone with occasional shale streaks,Barakar,Sandstone (SST)
732,2,7.65218,2.31513,43.4286,103.982,115.436,175.413,Medium grained sandstone with shale lamination,Barakar,Sandstone (SST)
735,2,7.62478,2.33965,40.5002,112.105,115.456,175.413,"Coarse grained Sandstone , with Shale bands",Barakar,Sandstone (SST)
736,2,7.6615,2.27038,48.1417,93.7691,114.687,147.064,"Medium grained Sandstone, micaceous, shale laminae",Barakar,Sandstone (SST)
738,2,7.65712,2.30326,44.801,96.6703,115.476,116.641,"Medium grained Sandstone, micaceous",Barakar,Sandstone (SST)
742,2,7.54835,2.2472,57.5198,112.917,115.214,153.978,Medium grained sandstone with shale laminae and bands,Barakar,Sandstone (SST)
746.5,2,7.55826,2.34166,43.1106,86.1608,118.552,145.681,"Medium grained Sandstone, micaceous",Barakar,Sandstone (SST)
751,2,7.55472,2.39823,33.1292,112.685,117.257,143.607,Fine grained Sandstone  with Shale laminae,Barakar,Sandstone (SST)
752.6,2,7.57028,2.25297,46.815,89.8805,116.164,106.269,Fine grained Sandstone,Barakar,Sandstone (SST)
752.9,2,7.57382,2.26055,48.7825,90.8673,116.892,106.269,Sandy Shale,Barakar,ss
755.1,2,7.55047,2.44418,24.0244,160.44,116.892,94.515,Fine grained Sandstone,Barakar,Sandstone (SST)
755.5,2,7.57736,2.36761,26.0376,87.6299,118.106,137.384,Sandy Shale,Barakar,ss
760,2,7.6626,2.1929,37.2049,64.2341,116.933,136.001,Medium grained sandstone with shale lamination,Barakar,Sandstone (SST)
763.84,2,7.66588,2.17745,35.0535,67.3095,116.123,108.344,Medium grained Sandstone,Barakar,Sandstone (SST)
764.5,2,7.66041,2.1628,39.4472,66.6125,115.921,93.8235,Sandy Shale,Barakar,ss
765.15,2,7.60283,2.19886,37.756,68.703,115.436,113.184,Gray shale,Barakar,Grey Shale
769,2,7.60071,2.1546,43.016,58.6057,116.447,156.053,Medium grained sandstone with shale streaks,Barakar,Sandstone (SST)
769.42,2,7.59363,2.18531,43.9319,69.7455,116.832,128.395,Intercalation sand>shale,Barakar,Sandstone (SST)
770.85,2,7.58797,2.32962,34.0011,91.4481,117.985,206.527,Sandy Shale,Barakar,ss
771,2,7.58868,2.36474,35.1913,87.3918,118.289,181.636,Fine grained Sandstone,Barakar,Sandstone (SST)
775.5,2,7.59434,2.34311,30.2047,88.0826,119.138,108.344,Medium grained sandstone with shale laminae at middle,Barakar,Sandstone (SST)
776.5,2,7.56816,2.43718,32.3998,102.126,119.24,167.807,Fine grained sandstone with shale lamination and bands,Barakar,Sandstone (SST)
777.16,2,7.5816,2.23551,51.3434,80.3609,118.794,107.652,Sandy Shale,Barakar,ss
781,2,7.59222,2.24633,45.577,71.8355,118.976,105.578,"Medium grained Sandstone ,micaceous",Barakar,Sandstone (SST)
785.5,2,7.57948,2.30313,47.1353,95.8007,117.783,192.007,Medium grained Sandstone with Shale bands,Barakar,Sandstone (SST)
790,2,7.58514,2.33528,46.2206,107.75,117.52,169.19,Medium - Coarse grained Sandstone ,Barakar,Sandstone (SST)
790.8,2,7.60637,2.35457,45.1205,93.8851,117.944,144.99,Medium grained Sandstone,Barakar,Sandstone (SST)
792,2,7.69657,2.28165,48.0963,77.8701,117.823,180.944,Medium grained Sandstone,Barakar,Sandstone (SST)
792.71,2,7.69877,2.3534,53.4043,72.1923,118.693,207.91,Alterenate Shale and Sandstone,Barakar,alt
793.01,2,7.70205,2.26432,52.4445,63.3057,118.531,151.904,Fine grained Sandstone,Barakar,Sandstone (SST)
793.45,2,7.68287,2.24894,53.2213,74.7907,118.592,128.395,Intercalation sand<shale,Barakar,ss
794.11,2,7.56675,2.37781,49.9726,94.7555,118.167,171.956,Dark gray Shale,Barakar,dgs
794.55,2,7.55755,2.38209,41.8287,90.6334,118.187,155.361,Coarse grained Sandstone,Barakar,Sandstone (SST)
794.82,2,7.5526,2.38402,37.3893,98.4109,118.046,185.093,Dark gray Shale,Barakar,dgs
796.5,2,7.54411,2.43405,35.9235,76.4234,119.057,213.442,"Medium grained Sandstone, micaceous, shale streaks",Barakar,Sandstone (SST)
797.95,2,7.54977,2.32406,41.3226,97.1927,118.936,159.51,Medium - Coarse Sandstone with Shale lamination,Barakar,Sandstone (SST)
798.49,2,7.54906,2.32812,53.9986,97.4823,118.936,150.521,Intercalation sand<shale,Barakar,ss
800.02,2,7.54552,2.38543,41.1862,119.076,118.936,120.098,Dark gray Shale,Barakar,dgs
800.3,2,7.55826,2.45089,34.0473,122.019,119.118,136.692,Shaly Sandstone,Barakar,Sandstone (SST)
800.6,2,7.56038,2.4331,30.8457,117.095,119.138,132.544,Medium grained Sandstone,Barakar,Sandstone (SST)
801,2,7.56604,2.36943,28.3734,91.6802,119.745,144.99,Dark gray Shale,Barakar,dgs
804.25,2,7.52005,2.45107,28.7388,99.0494,119.907,180.944,Shaly Sandstone,Barakar,Sandstone (SST)
805.09,2,7.56533,2.35194,30.7524,63.4724,120.555,279.128,Gray shale with sand band,Barakar,Grey Shale
805.5,2,7.54057,2.32689,29.288,73.8159,120.514,212.059,Shaly Sandstone,Barakar,Sandstone (SST)
805.89,2,7.52713,2.34119,28.4642,60.8671,120.494,281.894,Medium grained Sandstone,Barakar,Sandstone (SST)
807.27,2,7.53703,2.34521,25.0784,61.565,120.454,296.414,Sandy Shale,Barakar,ss
810,2,7.51227,2.28862,26.4033,90.8098,119.381,249.396,Medium grained Sandstone,Barakar,Sandstone (SST)
812.4,2,7.55189,2.24623,51.4834,83.6726,118.005,238.333,Medium grained Sandstone,Barakar,Sandstone (SST)
814.5,2,7.54694,2.3515,45.0311,93.3602,118.45,194.082,"Fine to medium grained Sandstone with streaks and laminae of shale, micaceous",Barakar,Sandstone (SST)
815.27,2,7.54552,2.38454,43.4743,120.929,118.389,160.201,"Medium grained Sandstone, micaceous",Barakar,Sandstone (SST)
817.2,2,7.55472,2.49963,38.8981,88.953,118.693,196.156,Grey Shale with Sandstone bands,Barakar,Grey Shale
819,2,7.55472,2.31006,26.4965,72.1357,118.976,270.139,Medium grained Sandstone ,Barakar,Sandstone (SST)
819.09,2,7.55472,2.29309,25.2609,68.0067,118.976,270.139,Medium grained Sandstone,Barakar,Sandstone (SST)
819.97,2,7.54835,2.33506,34.4577,77.8701,119.3,220.356,Shaly Sandstone,Barakar,Sandstone (SST)
820.87,2,7.55047,2.34403,51.1616,89.7653,119.624,129.087,Dark gray Shale,Barakar,dgs
821.03,2,7.55047,2.41682,51.8941,85.2997,119.563,148.447,Shaly Coal,Barakar,coal
821.53,2,7.55047,2.35144,43.6116,81.9305,119.826,136.001,Medium - Coarse grained Sandstone with coal streaks,Barakar,Sandstone (SST)
823,2,7.5526,2.32536,28.6015,89.8845,118.794,224.505,Gray shale,Barakar,Grey Shale
823.32,2,7.55118,2.24283,28.4631,83.3823,119.219,267.374,Sandy shale ,Barakar,ss
823.47,2,7.5533,2.30242,29.8826,89.6493,119.26,243.865,Carbonaceous shale,Barakar,Carb shale
825.19,2,7.5533,2.32289,33.4523,77.8121,119.948,225.196,"Medium - Coarse grained Sandstone , Gritty",Barakar,Sandstone (SST)
825.78,2,7.56887,2.35492,29.2414,73.5762,119.826,238.333,Medium - Coarse grained Sandstone ,Barakar,Sandstone (SST)
827,2,7.54906,2.36405,43.337,101.892,119.381,212.75,Fine grained Sandstone  with Shale laminae,Barakar,Sandstone (SST)
827.27,2,7.54835,2.36636,51.8946,101.834,119.341,252.853,Fine grained Sandstone,Barakar,Sandstone (SST)
829.83,2,7.58019,2.40766,38.5331,100.848,119.401,161.584,Gray shale,Barakar,Grey Shale
830.6,2,7.58373,2.40876,32.6286,67.2555,119.563,231.419,Medium grained Sandstone,Barakar,Sandstone (SST)
830.99,2,8.47857,2.25901,31.6676,65.1031,119.927,241.79,Sandy Shale,Barakar,ss
831.5,2,7.48255,2.17516,23.0643,65.2742,119.725,284.659,Medium grained Sandstone,Barakar,Sandstone (SST)
832.75,2,7.48468,2.44072,35.5574,93.4209,120.089,129.087,Fine grained Sandstone,Barakar,Sandstone (SST)
834,2,7.48326,2.30557,51.9404,95.5719,119.624,122.172,Shaly Sandstone,Barakar,Sandstone (SST)
835,2,7.48468,2.38684,45.2133,182.157,118.187,125.63,Sandy Shale,Barakar,ss
836,2,7.4776,2.41616,42.3315,114.426,118.896,201.687,Dark gray Shale,Barakar,dgs
836.7,2,7.48397,2.32128,37.8913,95.974,119.361,250.779,Dark gray Shale,Barakar,dgs
837.2,2,7.496,2.31883,35.4659,91.332,119.462,262.534,Dark gray Shale,Barakar,dgs
838.8,2,7.50519,2.30636,29.3337,84.9552,119.867,275.671,Dark gray Shale,Barakar,dgs
840,2,7.49529,2.30004,28.1442,82.1615,119.725,299.18,Fine grained Sandstone,Barakar,Sandstone (SST)
840.27,2,7.49246,2.28702,24.8962,79.0947,119.988,244.556,Fine grained Sandstone  with Shale band at top,Barakar,Sandstone (SST)
840.56,2,7.49104,2.32065,25.6727,72.703,119.927,317.157,Dark gray Shale,Barakar,dgs
841.57,2,7.48609,2.38737,44.7557,83.0365,119.544,149.138,Fine grained Sandstone  with Shale streaks,Barakar,Sandstone (SST)
842.03,2,7.48397,2.2934,50.2929,89.4752,119.583,92.4407,Sandy Shale,Barakar,ss
842.37,2,7.47831,2.34972,39.5852,92.7802,119.401,112.492,Dark gray Shale,Barakar,dgs
843.37,2,7.48043,2.3494,44.5721,92.725,119.544,179.561,Fine to medium grained Sandstone,Barakar,Sandstone (SST)
843.63,2,7.47972,2.36288,48.9641,100.326,119.583,174.03,Dark gray Shale,Barakar,dgs
843.96,2,7.48043,2.44701,48.2794,102.124,119.078,157.436,Sandy Shale,Barakar,ss
844.5,2,7.48185,2.47724,36.1066,90.2361,118.916,272.905,Medium - Coarse grained Sandstone ,Barakar,Sandstone (SST)
845.82,2,7.48185,2.53857,35.5117,101.036,118.774,106.269,Alterenate Shale and Sandstone(pebbly),Barakar,alt
846.02,2,7.48114,2.4728,39.8573,87.3857,118.815,182.327,Dark gray Shale,Barakar,dgs
849,2,7.48963,2.31228,47.2236,97.6561,119.28,152.595,Fine to medium grained Sandstone,Barakar,Sandstone (SST)
851.44,2,7.48397,2.36472,53.5397,103.575,118.369,226.579,Fine to medium grained Sandstone,Barakar,Sandstone (SST)
851.6,2,7.4868,2.33194,56.0132,101.893,118.248,209.293,"Coal, pyritic",Barakar,coal
853.5,2,7.47972,2.39499,52.7189,104.156,117.176,197.539,Granular sandstone,Barakar,Sandstone (SST)
854.22,2,7.48538,2.17125,51.5273,151.33,116.548,147.064,Granular sandstone with coal bands,Barakar,Sandstone (SST)
854.34,2,7.48538,2.08989,53.7236,132.588,116.548,122.864,Shaly coal ,Barakar,coal
854.41,2,7.49034,2.08713,54.7776,133.051,117.034,97.9721,Coal,Barakar,coal
855.96,2,7.48255,2.30252,79.8555,129.571,117.924,88.9835,Fine grained Sandstone with shale bands and laminae,Barakar,Sandstone (SST)
856.19,2,7.48326,2.32962,60.5437,131.834,117.722,109.035,Sandy Shale,Barakar,ss
858,2,7.4868,2.38679,53.8166,103.865,118.39,145.681,"Coarse grained Sandstone , with Shale laminae",Barakar,Sandstone (SST)
859.32,2,7.48963,2.3718,59.6742,95.4277,118.066,158.127,Coarse to fine grained sandstone with shale ;aminae,Barakar,Sandstone (SST)
859.89,2,7.48255,2.364,63.0606,102.357,117.722,205.836,Grey Shale,Barakar,Grey Shale
860,2,7.48397,2.37815,63.3344,107.521,117.702,219.665,Coal,Barakar,coal
860.32,2,7.48255,2.42228,65.303,115.994,117.439,185.784,"Coal, pyritic",Barakar,coal
861.64,2,7.48821,2.44609,70.0165,101.195,117.864,174.03,Medium - Coarse grained Sandstone  with shale laminae and bands,Barakar,Sandstone (SST)
861.76,2,7.48821,2.38286,62.6488,104.098,117.864,188.55,Carbonaceous shale,Barakar,Carb shale
862.19,2,7.49529,2.28428,35.6032,104.91,117.196,265.991,Shaly coal ,Barakar,coal
862.34,2,7.49741,2.27185,37.0673,108.856,116.449,238.333,Coal,Barakar,coal
862.45,2,7.4967,2.23456,36.7938,121.273,116.447,239.025,Sandstone (pebbles),Barakar,Sandstone (SST)
862.83,2,7.49529,1.82442,33.8617,117.378,118.025,174.03,Coal,Barakar,coal
863,2,7.49741,1.96163,39.4472,114.89,118.349,183.019,Carbonaceous shale,Barakar,Carb shale
863.79,2,7.4967,2.30321,68.4655,121.862,118.309,164.35,Coarse grained Sandstone with secondary mineralization,Barakar,Sandstone (SST)
863.91,2,7.49812,2.34008,59.8172,116.516,118.309,181.636,Shaly coal ,Barakar,coal
864.18,2,7.49883,2.30409,53.7273,132.472,118.167,239.025,Gray shale with coal streaks,Barakar,Grey Shale
864.45,2,7.49953,1.93659,43.2976,170.038,117.924,194.773,Sandy Shale,Barakar,ss
865.37,2,7.49529,1.83051,64.1162,147.791,117.783,206.527,"Medium grained sandstone with shale laminae, micaceous",Barakar,Sandstone (SST)
865.67,2,7.49458,2.1465,62.0544,140.538,117.702,239.025,Shaly Coal,Barakar,coal
866.55,2,7.49812,2.04905,76.745,123.99,117.843,183.019,Grey Shale ,Barakar,Grey Shale
866.91,2,7.496,2.36749,64.9369,149.413,117.864,172.647,Coarse grained Sandstone with secondary mineralization,Barakar,Sandstone (SST)
867.23,2,7.49812,2.44258,59.8103,159.106,117.317,142.915,Intercalation sand<shale,Barakar,ss
867.5,2,7.49953,2.31673,66.2182,183.463,117.52,156.744,Coarse grained Sandstone with secondary mineralization,Barakar,Sandstone (SST)
867.7,2,7.50024,2.10378,71.3894,154.134,117.58,174.03,Carbonaceous Shale,Barakar,Carb shale
867.75,2,7.50024,2.06451,71.9386,142.278,118.066,183.019,Shaly Coal,Barakar,coal
867.85,2,7.50095,2.05239,71.7109,127.25,118.066,186.476,Sandy Shale,Barakar,ss
867.95,2,7.50024,2.11576,69.6983,126.669,118.329,210.676,Medium grained sandstone,Barakar,Sandstone (SST)
868.05,2,7.50024,2.20071,68.7809,126.962,118.329,228.653,Fine grained sandstone with shale laminae,Barakar,Sandstone (SST)
868.45,2,7.49741,2.36518,99.252,126.147,117.985,205.836,Coarse grained sandstone( Conglomeratic),Barakar,Sandstone (SST)
868.7,2,7.49812,2.34237,92.8169,143.729,117.904,205.144,Dark grey shale with coal streaks,Barakar,dgs
869.2,2,7.50519,2.21253,39.4485,141.462,117.904,223.122,Dark grey shale,Barakar,dgs
869.58,2,7.50661,2.14609,39.265,145.839,118.147,226.579,Coal,Barakar,coal
870.35,2,7.49246,2.33847,51.2539,116.573,118.471,203.762,Dark grey shale ,Barakar,dgs
872,2,7.50024,1.62764,46.4429,219.51,114.444,156.053,Dark grey shale with secondary mineralisation,Barakar,dgs
872.9,2,7.49387,2.2433,59.0765,117.501,118.106,209.985,Dark gray Shale,Barakar,dgs
876,2,7.4677,2.45287,59.4449,104.966,119.299,241.79,Medium grained to coarse grained sandstone,Barakar,Sandstone (SST)
876.11,2,7.4677,2.45928,59.9022,107.809,119.3,249.396,Dark grey Shale with coal band,Barakar,dgs
876.5,2,7.47194,2.50437,64.9814,122.318,119.32,214.825,Coarse grained sansstone with white secondary  mineralisition,Barakar,Sandstone (SST)
876.7,2,7.47548,2.54185,64.525,130.619,119.3,199.613,Dark grey Shale,Barakar,dgs
878.9,2,7.47406,2.2898,38.4404,112.105,118.935,194.082,Coarse to very coarse grained sandstone with shale at bottom,Barakar,Sandstone (SST)
879.4,2,7.46699,2.34464,63.6515,102.582,118.471,203.762,Dark grey shale,Barakar,dgs
880,2,7.46416,2.42223,66.4928,118.899,118.754,225.196,Coarse grained Sandstone,Barakar,Sandstone (SST)
880.06,2,7.46487,2.42578,66.5383,116.344,118.754,207.219,Dark grey Shale,Barakar,dgs
881,2,7.50944,2.48053,52.3065,104.969,118.774,190.624,Coarse to very Coarse grained Sandstone (gritty),Barakar,Sandstone (SST)
882.18,2,7.47194,2.40704,55.5525,119.358,118.794,240.408,Coarse grained Sandstone (Pebbly),Barakar,Sandstone (SST)
884,2,7.46557,2.47963,64.8452,174.646,118.005,204.453,Dark Grey Shale with white secondary mineralisation,Barakar,dgs
884.43,2,7.46699,2.53255,59.0341,179.77,118.005,173.338,Shaly Sandstone,Barakar,Sandstone (SST)
884.93,2,7.46487,2.44506,52.9014,126.96,118.734,191.316,Dark grey shale,Barakar,dgs
