DEPT[M],GAM(NAT),CALIPER[,RES[OHM],RES(16N),DEN(CDL),RES(64N),SANG[DEG,SP[MV]
899.54,196.847,7.4677,123.012,97.0896,2.46404,60.6347,1.03495,118.004
899.56,204.453,7.47053,123.361,96.5499,2.46176,60.6809,1.03495,118.005
899.58,206.527,7.46911,123.362,95.6487,2.45804,60.8179,1.03591,118.005
899.6,207.219,7.46911,123.767,94.5216,2.4548,60.8183,1.03591,118.005
899.62,207.91,7.46487,124.115,94.5181,2.45258,60.9095,0.992995,118.005
899.64,210.676,7.46487,124.348,93.1688,2.45108,60.7273,0.992864,118.005
899.66,204.453,7.46487,124.348,91.5905,2.45005,60.5899,0.992864,118.005
899.68,203.07,7.46487,124.927,91.5857,2.44997,60.5895,0.992864,118.005
899.7,201.687,7.46628,126.086,89.9666,2.45154,60.4982,0.992864,118.005
899.72,198.23,7.47123,127.362,88.4324,2.45363,60.4979,0.992864,117.864
899.74,192.699,7.4677,127.366,87.4383,2.45521,60.4979,0.990903,117.864
899.76,190.624,7.4677,128.526,87.4352,2.45609,60.5437,0.990897,117.864
899.78,188.55,7.46416,128.873,87.0754,2.45777,60.6806,0.925574,117.864
899.8,185.093,7.4684,128.18,87.0743,2.46036,60.8179,0.925374,117.864
899.82,185.093,7.4684,128.178,87.0292,2.46362,60.8183,0.925374,117.864
899.84,177.487,7.46911,125.864,87.0292,2.46655,60.7727,0.925374,117.864
899.86,166.424,7.46557,122.155,86.8493,2.47015,60.9094,0.925374,117.864
899.88,161.584,7.46557,122.143,86.7138,2.47455,60.8642,0.925374,118.227
899.9,157.436,7.46557,117.342,86.7134,2.47821,60.864,0.933735,118.228
899.92,152.595,7.46699,112.815,86.7134,2.48104,60.9553,0.93376,118.228
899.94,151.213,7.46487,109.446,86.7134,2.48333,60.7731,1.02635,118.228
899.96,154.67,7.46628,109.436,86.6684,2.48508,60.6357,1.02663,118.228
899.98,152.595,7.46628,108.279,86.6683,2.48659,60.6352,1.02663,118.228
900,150.521,7.46699,108.796,86.6683,2.48821,60.5896,1.02663,118.228
900.02,153.978,7.46699,110.417,86.0386,2.48992,60.2701,1.02663,118.228
900.04,164.35,7.4677,110.422,85.0472,2.49175,60.041,1.02663,117.824
900.06,165.733,7.4677,112.1,85.0442,2.49338,60.0403,1.02663,117.823
900.08,167.116,7.46557,112.799,84.0098,2.49367,59.5841,1.02062,117.823
900.1,168.498,7.46699,112.859,83.1071,2.49305,59.0808,0.903228,117.823
900.12,166.424,7.47053,112.859,82.6995,2.49158,59.0793,0.902869,117.823
900.14,171.264,7.47053,112.281,82.6983,2.48954,58.5775,0.902869,117.823
900.16,176.104,7.46982,111.643,82.2485,2.48711,57.9828,0.902869,117.823
900.18,175.413,7.46982,111.005,82.1572,2.4843,57.4335,0.902869,117.823
900.2,178.179,7.46982,111.003,82.4268,2.48132,57.4319,0.902869,118.448
900.22,180.944,7.4677,109.672,82.4276,2.47837,57.0213,0.902869,118.45
900.24,183.71,7.4684,107.528,82.9673,2.47534,56.5638,0.909666,118.45
900.26,176.796,7.47123,107.521,83.0141,2.4722,56.1505,0.974573,118.45
900.28,179.561,7.47123,104.687,83.0141,2.46824,56.1505,0.974573,118.45
900.3,178.87,7.47194,102.306,83.0141,2.46347,55.8768,0.974573,118.45
900.32,175.413,7.4684,100.732,82.5178,2.45796,55.6471,0.974573,118.45
900.34,165.733,7.47053,100.732,81.9331,2.45172,55.5103,0.974573,118.45
900.36,169.19,7.47053,99.6908,81.9313,2.44553,55.5098,0.974573,118.41
900.38,172.647,7.47194,99.1092,81.0318,2.43984,55.4642,0.974573,118.41
900.4,187.859,7.46911,98.5868,80.1745,2.43452,55.5553,0.972218,118.41
900.42,188.55,7.46982,98.5852,79.1824,2.42957,55.5556,0.929566,118.41
900.44,193.39,7.46982,98.2959,79.1794,2.42508,55.7837,0.929436,118.41
900.46,198.23,7.46911,97.948,78.055,2.42144,56.1038,0.929436,118.41
900.48,207.91,7.47194,97.2527,76.7472,2.41864,56.3329,0.929436,118.41
900.5,208.602,7.47053,97.2506,75.6638,2.41656,56.3336,0.929436,118.41
900.52,210.676,7.47053,96.0936,75.6605,2.41477,56.9267,0.929436,118.289
900.54,212.75,7.47053,94.8174,74.5361,2.41326,57.3847,0.929436,118.289
900.56,223.122,7.47123,94.8135,73.4083,2.41199,58.0248,0.927105,118.289
900.58,222.43,7.47123,93.4252,72.2354,2.41146,58.0268,0.949392,118.289
900.6,224.505,7.47265,92.0325,72.2318,2.4116,58.483,0.94946,118.289
900.62,226.579,7.47548,90.6399,71.1974,2.41339,58.9863,0.94946,118.289
900.64,228.653,7.47265,90.6357,70.3397,2.41673,59.6265,0.94946,118.289
900.66,230.036,7.47265,89.2473,69.5725,2.42063,59.6285,0.94946,118.289
900.68,231.419,7.47336,88.144,69.5701,2.42492,60.0391,0.94946,118.289
900.7,225.196,7.47477,87.5621,69.0304,2.42952,60.4053,0.94946,118.551
900.72,229.345,7.47689,87.5603,68.624,2.43441,60.4977,0.954555,118.552
900.74,225.887,7.47689,87.5025,68.6227,2.44044,60.4979,0.954571,118.552
900.76,215.516,7.47972,87.1542,68.2618,2.44602,60.7268,1.02144,118.552
900.78,203.07,7.48185,86.3443,67.902,2.45077,60.7724,1.02144,118.552
900.8,199.613,7.48114,86.3418,67.5411,2.4547,60.7725,1.02144,118.552
900.82,198.922,7.48114,85.0653,67.54,2.45894,60.9098,1.02144,118.552
900.84,198.23,7.47689,83.8504,67.3601,2.46312,61.0923,1.02144,118.552
900.86,192.007,7.48326,83.3261,67.0447,2.4673,61.4122,1.02144,118.935
900.88,194.082,7.48397,83.3245,66.639,2.47131,61.4132,1.01533,118.936
900.9,198.23,7.48397,83.9608,66.6377,2.47521,61.7326,1.01532,118.936
900.92,202.379,7.47831,85.6982,66.053,2.47765,62.1441,0.96684,118.936
900.94,207.91,7.47689,85.7035,65.5115,2.47983,62.6472,0.966692,118.936
900.96,198.922,7.4776,88.4802,65.0601,2.4823,62.6488,0.966692,118.936
900.98,193.39,7.4776,91.5547,65.0587,2.48527,62.7856,0.966692,118.936
901,187.859,7.4776,93.6466,64.564,2.488,63.1511,0.966692,118.936
901.02,188.55,7.4776,93.653,64.0228,2.4902,63.2434,0.966692,118.754
901.04,185.784,7.4776,95.0414,64.0211,2.49048,63.2437,0.966692,118.754
901.06,189.241,7.47689,95.9134,63.6163,2.49093,63.4262,0.972295,118.754
901.08,192.699,7.47902,96.3788,63.2553,2.49246,63.4724,1.05767,118.754
901.1,191.316,7.4776,96.3802,63.2542,2.49512,63.655,1.05793,118.754
901.12,183.71,7.4776,96.7273,63.2542,2.49834,63.6556,1.05793,118.754
901.14,173.338,7.4776,96.6705,63.659,2.50096,63.7468,1.05793,118.754
901.16,165.041,7.47972,96.3811,64.065,2.5038,63.6102,1.05793,118.754
901.18,162.276,7.47619,96.3802,64.7409,2.50686,63.6098,1.05793,118.371
901.2,158.127,7.47619,95.6282,64.7429,2.50958,63.5642,1.05793,118.369
901.22,153.978,7.47336,94.6425,65.1927,2.51402,63.5184,1.05247,118.369
901.24,147.755,7.47406,94.6395,65.6888,2.5164,63.427,1.0095,118.369
901.26,149.138,7.47265,93.0147,66.1866,2.51669,63.4267,1.00937,118.369
901.28,147.064,7.47265,90.5851,66.1866,2.51599,63.2899,1.00937,118.369
901.3,144.99,7.47406,88.148,66.7713,2.516,63.107,1.00937,118.369
901.32,138.767,7.47336,88.1406,67.4047,2.51635,63.0606,1.00937,118.369
901.34,141.533,7.47123,86.2316,67.9444,2.51764,63.0606,1.00937,118.914
901.36,140.841,7.47123,84.8952,67.946,2.51921,62.8781,1.00937,118.916
901.38,140.15,7.46982,84.0235,68.2609,2.5191,62.832,1.01356,118.916
901.4,140.841,7.47053,84.0208,68.7116,2.51747,62.7406,1.12343,118.916
901.42,140.841,7.47053,83.5002,68.713,2.51418,62.7403,1.12377,118.916
901.44,147.064,7.47123,83.1515,68.8479,2.51204,62.7859,1.12377,118.916
901.46,153.287,7.47053,83.324,68.8933,2.5102,62.7404,1.12377,118.916
901.48,158.818,7.46982,83.3245,68.8934,2.50867,62.7403,1.12377,118.916
901.5,160.201,7.46982,84.0187,68.8934,2.50724,62.5578,1.12377,118.311
901.52,160.893,7.47123,85.1199,68.8484,2.50364,62.466,1.12377,118.309
901.54,161.584,7.47477,86.8587,68.8483,2.50247,62.2832,1.12311,118.309
901.56,160.201,7.47477,86.864,69.1182,2.50373,62.2827,1.05971,118.309
901.58,158.127,7.47477,88.7152,69.119,2.50538,62.1002,1.05951,118.309
901.6,156.053,7.47619,90.3406,69.2539,2.50554,62.0084,1.05951,118.309
901.62,156.744,7.47406,90.3456,69.4342,2.50592,61.9625,1.05951,118.309
901.64,154.67,7.47548,91.7339,69.3898,2.50654,61.9623,1.05951,118.309
901.66,159.51,7.47548,93.0687,69.3897,2.50685,62.0536,1.05951,118.974
901.68,164.35,7.47689,93.9983,69.4796,2.50882,62.0539,1.05951,118.976
901.7,166.424,7.47689,94.0012,69.7048,2.51159,62.0539,1.05883,118.976
901.72,172.647,7.47689,94.9267,70.0203,2.51523,62.0539,1.05882,118.976
901.74,174.03,7.47689,96.0287,70.0213,2.51923,62.0082,1.07001,118.976
901.76,175.413,7.47477,97.7728,70.5626,2.52231,62.0539,1.07005,118.976
901.78,167.116,7.47548,97.7728,71.2823,2.52458,62.1451,1.07005,118.976
901.8,162.967,7.47336,99.4504,71.2845,2.52689,62.1454,1.07005,118.976
901.82,166.424,7.47336,101.08,71.8258,2.53044,62.0996,1.07005,118.976
901.84,169.881,7.47265,101.717,72.4105,2.53321,62.1453,1.07005,119.279
901.86,172.647,7.47406,101.719,73.087,2.53399,62.1454,1.08031,119.28
901.88,173.338,7.47406,101.314,73.089,2.53409,62.1454,1.08035,119.28
901.9,180.944,7.47336,100.155,73.6737,2.53382,62.2366,1.14138,119.28
901.92,184.401,7.47053,99.1106,74.2152,2.53296,62.1,1.14157,119.28
901.94,185.784,7.4684,99.1074,74.8016,2.53155,62.0996,1.14157,119.28
901.96,191.316,7.4684,98.2975,74.8033,2.52908,62.1453,1.14157,119.28
901.98,196.847,7.46911,97.7744,75.2981,2.52564,62.1454,1.14157,119.28
902,193.39,7.47194,97.7728,75.9293,2.52162,62.3735,1.14157,118.554
902.02,198.23,7.47336,97.7728,76.7857,2.51704,62.3742,1.13382,118.552
902.04,203.07,7.47336,98.3513,76.7884,2.51004,62.6479,1.1338,118.552
902.06,207.91,7.47194,99.5679,77.6429,2.50348,62.9681,1.06487,118.552
902.08,209.985,7.47336,99.5716,78.3651,2.49692,63.3341,1.06466,118.552
902.1,214.825,7.47972,101.423,78.3673,2.49003,63.3352,1.06466,118.552
902.12,208.602,7.47972,104.032,79.042,2.48137,63.7002,1.06466,118.552
902.14,202.379,7.48185,106.99,79.6737,2.47161,63.8838,1.06466,118.552
902.16,210.676,7.48043,106.999,80.3503,2.46338,64.0212,1.06466,118.269
902.18,212.75,7.47902,109.371,80.3523,2.45631,64.0217,1.06466,118.268
902.2,208.602,7.47902,111.171,81.1619,2.45149,64.0673,1.07464,118.268
902.22,204.453,7.47972,112.681,82.2888,2.44681,64.3411,1.16149,118.268
902.24,202.379,7.48114,112.685,83.5516,2.44208,64.342,1.16176,118.268
902.26,189.933,7.48255,114.252,83.5554,2.43871,64.342,1.16176,118.268
902.28,184.401,7.48255,116.045,84.9497,2.43576,64.5701,1.16176,118.268
902.3,188.55,7.48043,116.051,86.5731,2.43376,64.7077,1.16176,118.268
902.32,180.944,7.48043,118.14,88.1571,2.43255,64.7081,1.16176,118.875
902.34,178.179,7.48043,120.107,88.1571,2.43331,64.9818,1.16176,118.875
902.36,175.413,7.48114,121.79,89.6413,2.43414,65.1195,1.15254,118.875
902.38,174.03,7.48609,121.795,90.6353,2.43521,65.3024,1.02031,118.875
902.4,171.264,7.48609,123.184,91.5378,2.43658,65.303,1.01991,118.875
902.42,173.338,7.48609,124.287,91.5406,2.44022,65.3942,1.01991,118.875
902.44,175.413,7.48609,125.1,92.1253,2.44514,65.577,1.01991,118.875
902.46,167.807,7.4776,125.103,92.7118,2.45045,65.4863,1.01991,118.875
902.48,166.424,7.47689,126.144,92.7136,2.45616,65.4861,1.01991,118.149
902.5,171.956,7.47689,127.304,93.5681,2.4605,65.851,1.01991,118.147
902.52,177.487,7.4776,128.638,94.4253,2.46486,66.0803,1.02465,118.147
902.54,179.561,7.47477,128.642,95.3724,2.46953,66.081,1.03391,118.147
902.56,180.944,7.47265,129.337,95.3753,2.47383,66.4916,1.03394,118.147
902.58,181.636,7.47265,129.57,96.1848,2.47774,66.5841,1.03394,118.147
902.6,182.327,7.47053,128.934,96.772,2.48147,66.8125,1.03394,118.147
902.62,183.019,7.46699,128.932,97.4035,2.48529,66.8132,1.03394,118.147
902.64,182.327,7.4677,128.296,97.4054,2.48901,67.0413,1.03394,118.409
902.66,184.401,7.4677,127.253,98.2599,2.4923,67.1788,1.03394,118.41
902.68,192.007,7.45991,127.25,98.8473,2.49588,67.2249,1.03153,118.41
902.7,198.922,7.45355,127.018,99.6136,2.49965,67.225,0.946411,118.41
902.72,207.219,7.45355,127.133,99.616,2.50283,67.0882,0.94615,118.41
902.74,210.676,7.45991,127.596,100.291,2.50566,67.0421,0.94615,118.41
902.76,212.75,7.45921,127.598,100.654,2.50565,66.9962,0.94615,118.41
902.78,219.665,7.45991,128.234,100.474,2.50277,66.9962,0.94615,118.41
902.8,216.207,7.45991,128.525,100.473,2.50045,66.7681,0.94615,118.41
902.82,212.75,7.45921,128.758,99.9769,2.49831,66.6759,0.94615,118.228
902.84,210.676,7.46133,128.758,99.0324,2.4964,66.3565,0.947887,118.228
902.86,221.739,7.46628,129.279,99.0295,2.49471,66.3555,0.947892,118.228
902.88,223.813,7.46628,130.033,98.04,2.49249,65.9449,0.896384,118.228
902.9,225.887,7.46628,130.613,96.7327,2.48956,65.6699,0.896227,118.228
902.92,230.728,7.46628,130.615,95.5143,2.48621,65.1672,0.896227,118.228
902.94,228.653,7.4677,130.731,95.5106,2.48243,65.1657,0.896227,118.228
902.96,221.739,7.4677,130.211,94.5661,2.47911,64.8464,0.896227,118.228
902.98,214.825,7.46699,128.705,94.0685,2.47497,64.3435,0.896227,117.885
903,214.825,7.46628,128.7,93.7072,2.47012,64.342,0.900582,117.884
903.02,207.91,7.4677,126.386,93.7061,2.46449,63.977,0.900596,117.884
903.04,210.676,7.4677,122.966,93.5711,2.45846,63.474,0.882337,117.884
903.06,213.442,7.46699,122.956,93.4808,2.45502,62.9706,0.882281,117.884
903.08,215.516,7.46628,119.08,93.4805,2.45389,62.9691,0.882281,117.884
903.1,221.047,7.46487,114.787,93.4805,2.45173,62.6498,0.882281,117.884
903.12,219.665,7.46487,110.493,93.7504,2.44948,62.2838,0.882281,117.884
903.14,221.739,7.46345,110.48,93.9761,2.44709,62.1458,0.882281,117.622
903.16,214.825,7.46062,106.952,93.9767,2.44425,62.1454,0.882281,117.621
903.18,209.985,7.46062,105.205,94.4265,2.44265,61.826,0.875498,117.621
903.2,205.145,7.46062,105.258,94.8776,2.4418,61.5513,0.802143,117.621
903.22,209.293,7.45921,105.258,95.2388,2.44054,61.368,0.801918,117.621
903.24,209.985,7.46416,106.82,95.2399,2.43885,61.3674,0.801918,117.621
903.26,211.367,7.46416,108.682,95.4655,2.43701,61.2759,0.801918,117.621
903.28,212.75,7.45991,110.822,95.4655,2.43589,61.4584,0.801918,117.621
903.3,209.985,7.45991,110.829,95.3306,2.43494,61.459,0.801918,117.762
903.32,212.75,7.46133,112.395,95.3302,2.43416,61.9623,0.801918,117.762
903.34,204.453,7.46133,113.61,95.3751,2.43399,62.8292,0.811585,117.762
903.36,196.156,7.46204,113.614,95.6451,2.43304,63.653,0.862324,117.762
903.38,189.933,7.45921,114.597,96.3206,2.43173,63.6556,0.862479,117.762
903.4,180.944,7.45355,115.584,96.3227,2.43117,64.3855,0.862479,117.762
903.42,179.561,7.45355,116.628,97.3571,2.43079,65.209,0.862479,117.762
903.44,178.179,7.45567,116.631,98.7546,2.42978,66.0327,0.862479,117.762
903.46,172.647,7.45355,117.73,100.063,2.42906,66.0352,0.862479,118.025
903.48,174.721,7.45213,118.196,100.067,2.42796,66.9933,0.862479,118.025
903.5,169.881,7.45213,117.909,101.102,2.4266,67.7262,0.856279,118.025
903.52,156.053,7.45355,117.908,101.959,2.42589,68.5496,0.785153,118.025
903.54,158.127,7.45284,117.156,102.502,2.42556,68.5521,0.784935,118.025
903.56,158.127,7.45284,116.633,102.503,2.42497,69.0996,0.784935,118.025
903.58,155.361,7.46204,115.879,102.773,2.42396,69.2382,0.784935,118.025
903.6,149.138,7.45779,115.877,103.089,2.4238,69.2386,0.784935,118.025
903.62,142.915,7.45284,116.166,103.09,2.42458,69.3298,0.784935,118.489
903.64,141.533,7.45284,117.787,103.18,2.42466,69.3757,0.784935,118.491
903.66,140.15,7.45142,120.163,103.18,2.42473,69.4671,0.783867,118.491
903.68,136.001,7.45425,120.171,102.955,2.42463,69.4674,0.85323,118.491
903.7,133.235,7.45355,122.311,102.954,2.42438,69.6042,0.853442,118.491
903.72,129.087,7.45355,123.706,102.37,2.424,70.0153,0.853442,118.491
903.74,124.938,7.4585,124.231,101.513,2.42459,70.4271,0.853442,118.491
903.76,128.395,7.45213,124.232,100.699,2.42496,70.4284,0.853442,118.491
903.78,122.172,7.48538,124.464,100.699,2.42509,70.8846,0.853442,118.491
903.8,127.704,7.48538,123.828,100.069,2.42456,71.0685,0.853442,118.612
903.82,133.235,7.53845,123.826,99.5709,2.42385,71.2064,0.855425,118.612
903.84,130.47,7.54835,122.727,99.5259,2.4232,71.2064,0.802577,118.612
903.86,127.704,7.54835,120.93,99.5258,2.42284,71.1607,0.802415,118.612
903.88,127.704,7.54835,118.148,100.065,2.42325,70.6587,0.802415,118.612
903.9,127.704,7.59576,118.14,100.877,2.42305,70.2466,0.802415,118.612
903.92,128.395,7.6,114.032,100.879,2.4224,70.2453,0.802415,118.612
903.94,132.544,7.6,109.161,102.363,2.42267,70.0172,0.802415,118.612
903.96,129.778,7.59929,104.46,104.347,2.42281,70.1534,0.802415,118.975
903.98,126.321,7.61274,104.446,106.422,2.42315,70.1538,0.78992,118.976
904,128.395,7.61415,100.975,106.428,2.42361,70.4732,0.789882,118.976
904.02,125.63,7.61415,98.014,108.497,2.42278,70.7935,0.826855,118.976
904.04,122.864,7.61344,96.0381,110.392,2.42051,71.0226,0.826968,118.976
904.06,125.63,7.61839,96.0321,112.107,2.41774,71.0233,0.826968,118.976
904.08,127.704,7.61981,94.1231,112.113,2.41444,71.2514,0.826968,118.976
904.1,124.938,7.61981,92.5553,113.687,2.4112,71.1609,0.826968,118.976
904.12,122.172,7.62095,92.5505,114.996,2.40718,71.2518,0.826968,119.319
904.14,120.098,7.62259,91.3357,116.214,2.40365,71.2521,0.833989,119.32
904.16,126.321,7.62205,90.4064,116.218,2.40062,71.2065,0.83401,119.32
904.18,127.704,7.62205,89.7094,117.207,2.3972,71.4345,0.933456,119.32
904.2,129.087,7.61839,89.7073,118.02,2.39411,71.5264,0.93376,119.32
904.22,132.544,7.61981,89.1867,118.022,2.39029,71.5267,0.93376,119.32
904.24,129.087,7.6341,88.4909,118.697,2.38542,71.6636,0.93376,119.32
904.26,135.31,7.6341,88.0826,119.286,2.38063,72.1216,0.93376,119.32
904.28,141.533,7.63575,88.0826,119.421,2.37541,72.1216,0.93376,119.28
904.3,140.15,7.65986,87.8512,119.421,2.36916,72.8972,0.93376,119.28
904.32,149.138,7.65986,88.0246,119.241,2.36367,73.586,0.921279,119.28
904.34,158.818,7.7311,88.1403,118.791,2.35893,74.1335,0.947505,119.28
904.36,159.51,8.01058,88.1406,117.98,2.3557,74.1352,0.947586,119.28
904.38,162.967,7.64287,88.4298,117.977,2.35354,74.7739,0.947586,119.28
904.4,161.584,7.64287,88.5464,116.808,2.35299,75.2777,0.947586,119.28
904.42,157.436,7.79576,88.5468,115.455,2.35405,75.6442,0.947586,119.28
904.44,153.287,8.24403,89.241,114.327,2.35399,75.6453,0.947586,119.018
904.46,149.138,8.72572,89.9373,114.323,2.3528,76.2384,0.947586,119.017
904.48,148.447,8.72572,90.7493,112.704,2.35029,76.9246,0.959277,119.017
904.5,144.99,9.12796,90.7517,110.18,2.34676,77.8391,1.12463,119.017
904.52,138.075,9.38278,91.9087,107.519,2.34396,77.8419,1.12513,119.017
904.54,140.15,7.71795,93.7056,107.511,2.3419,78.9369,1.12513,119.017
904.56,137.384,7.71795,95.9093,105.352,2.33982,79.8983,1.12513,119.017
904.58,134.618,7.72507,95.916,103.951,2.33815,79.9012,1.12513,119.017
904.6,139.458,7.89057,98.3456,103.947,2.33912,80.7224,1.12513,118.795
904.62,133.927,7.92838,101.246,103.407,2.34217,81.0443,1.12513,118.794
904.64,129.778,7.92838,104.899,103.585,2.34659,81.0909,1.12279,118.794
904.66,125.63,8.06154,104.91,103.856,2.35043,81.091,1.10225,118.794
904.68,124.247,7.95194,108.959,103.857,2.35482,81.0454,1.10219,118.794
904.7,131.852,7.95194,111.98,104.216,2.35832,81.1365,1.10219,118.794
904.72,141.533,7.40331,111.468,104.173,2.36103,81.2281,1.10219,118.794
904.74,151.213,7.35945,111.467,104.083,2.36466,81.2283,1.10219,118.794
904.76,153.978,7.35379,107.927,104.082,2.36929,81.3656,1.10219,119.523
904.78,157.436,7.35379,104.167,104.082,2.376,81.5937,1.10219,119.523
904.8,165.041,7.34318,104.156,104.262,2.38397,81.9138,1.11142,119.523
904.82,172.647,7.3269,100.906,104.353,2.39169,81.9148,1.15046,119.523
904.84,174.03,7.31983,100.675,104.353,2.39916,82.1429,1.15046,119.523
904.86,178.179,7.31983,102.236,104.713,2.4074,82.2804,1.15046,119.523
904.88,178.87,7.31063,102.241,105.658,2.41597,82.5546,1.15046,119.523
904.9,174.721,7.3078,104.902,105.661,2.42269,82.5554,1.15046,119.523
904.92,178.87,7.317,107.629,106.786,2.42755,82.6467,1.15046,119.725
904.94,176.104,7.317,109.315,107.374,2.43105,82.4645,1.15046,119.725
904.96,174.03,7.31841,109.32,107.825,2.434,82.2814,1.15166,119.725
904.98,169.881,7.31771,110.477,107.827,2.43497,82.2809,1.15166,119.725
905,160.893,7.31275,111.175,108.231,2.43474,82.144,1.07035,119.725
905.02,154.67,7.31275,111.235,108.503,2.43386,82.3261,1.0701,119.725
905.04,148.447,7.30992,111.235,109.043,2.43254,82.3266,1.0701,119.725
905.06,145.681,7.31629,111.003,109.045,2.43091,82.2354,1.0701,119.725
905.08,146.373,7.30922,110.424,110.259,2.42832,82.5545,1.0701,119.725
905.1,144.99,7.30922,110.422,112.152,2.42494,82.7836,1.0701,119.907
905.12,143.607,7.30568,110.48,114.406,2.4213,82.7843,1.06356,119.907
905.14,140.15,7.30497,111.29,114.413,2.41714,82.9211,1.06354,119.907
905.16,141.533,7.30497,112.855,116.887,2.4115,83.0584,0.989428,119.907
905.18,142.224,7.30497,112.859,119.188,2.40547,83.1045,0.989201,119.907
905.2,142.915,7.30568,114.595,119.195,2.39958,83.1046,0.989201,119.907
905.22,142.915,7.30568,116.451,121.039,2.39379,83.1046,0.989201,119.907
905.24,147.755,7.30568,118.25,121.9,2.38842,83.059,0.989201,119.907
905.26,153.287,7.31841,118.256,121.496,2.38376,83.0131,0.989201,119.968
905.28,158.818,7.32761,119.76,121.496,2.3808,83.0131,0.989201,119.968
905.3,165.041,7.31912,120.748,120.552,2.37955,82.9674,0.997649,119.968
905.32,162.967,7.31912,122.318,120.323,2.3798,82.7385,0.964607,119.968
905.34,165.041,7.32054,122.318,120.188,2.38046,82.7385,0.964607,119.968
905.36,165.733,7.32549,124.632,120.188,2.38078,82.8297,0.964607,119.968
905.38,160.201,7.3262,127.184,120.413,2.38089,83.0581,0.964607,119.968
905.4,160.201,7.3262,127.192,120.953,2.38154,83.1957,0.964607,119.968
905.42,160.201,7.31771,129.968,121.809,2.38341,83.1961,0.964607,119.585
905.44,164.35,7.31912,133.274,121.812,2.38733,83.333,0.964607,119.583
905.46,161.584,7.31912,136.929,122.532,2.3935,83.5615,0.962182,119.583
905.48,160.201,7.31912,136.94,123.029,2.39997,83.9728,0.859892,119.583
905.5,158.818,7.32124,140.237,123.3,2.40734,83.9741,0.859579,119.583
905.52,157.436,7.32124,142.619,123.301,2.41545,84.4303,0.859579,119.583
905.54,153.978,7.32124,144.593,123.301,2.42357,84.7967,0.859579,119.583
905.56,158.818,7.32195,144.599,122.761,2.43103,85.1628,0.859579,119.583
905.58,163.658,7.32195,146.508,121.905,2.43803,85.1639,0.859579,119.926
905.6,162.276,7.32124,148.423,121.902,2.44464,85.3008,0.859579,119.927
905.62,167.807,7.32124,150.685,122.037,2.45028,84.9818,0.864536,119.927
905.64,163.658,7.32266,150.692,123.702,2.45558,84.7071,0.937131,119.927
905.66,159.51,7.32337,153.758,123.707,2.4617,84.7063,0.937354,119.927
905.68,160.893,7.32054,156.949,126.136,2.46864,84.0676,0.937354,119.927
905.7,160.201,7.32054,160.083,127.672,2.47584,83.6094,0.937354,119.927
905.72,161.584,7.31983,160.092,129.386,2.48226,82.9236,0.937354,119.927
905.74,162.967,7.31983,162.117,129.391,2.48674,82.9215,0.937354,119.524
905.76,159.51,7.31912,162.587,131.331,2.48928,82.1893,0.937354,119.523
905.78,160.893,7.31912,161.43,133.085,2.49162,81.6875,0.940559,119.523
905.8,162.276,7.32054,161.427,134.53,2.4927,81.686,0.88087,119.523
905.82,161.584,7.32124,158.874,134.534,2.4929,81.4114,0.880687,119.523
905.84,165.041,7.31841,156.791,136.063,2.49262,81.092,0.880687,119.523
905.86,160.201,7.31841,156.785,137.732,2.49279,80.4523,0.880687,119.523
905.88,156.053,7.317,155.57,139.446,2.49254,80.4504,0.880687,119.523
905.9,158.127,7.317,154.872,139.452,2.49153,79.8117,0.880687,119.906
905.92,156.053,7.31558,155.101,140.891,2.49013,78.9429,0.880687,119.907
905.94,163.658,7.31558,155.102,141.885,2.48911,78.3015,0.886693,119.907
905.96,171.264,7.31558,156.143,141.888,2.48726,78.2995,0.886712,119.907
905.98,171.956,7.317,158.287,142.787,2.4852,77.6608,0.956858,119.907
906,171.264,7.317,161.07,143.51,2.48324,77.2483,0.957073,119.907
906.02,171.956,7.31417,161.079,143.692,2.48053,76.8364,0.957073,119.907
906.04,172.647,7.31417,164.087,143.692,2.47879,76.8351,0.957073,119.907
906.06,176.796,7.31629,166.641,143.422,2.47792,76.607,0.957073,119.907
906.08,177.487,7.31629,168.674,143.017,2.47644,76.4695,0.957073,119.988
906.1,178.87,7.31629,168.68,142.386,2.47567,76.4234,0.946809,119.988
906.12,180.253,7.31063,169.837,142.384,2.47531,76.4233,0.946777,119.988
906.14,183.019,7.30709,170.766,142.114,2.47537,76.4233,0.826969,119.988
906.16,182.327,7.30709,170.769,142.158,2.4753,76.4233,0.826602,119.988
906.18,176.796,7.30922,171.289,142.428,2.47515,76.4233,0.826602,119.988
906.2,171.264,7.31134,172.39,142.429,2.47527,76.1039,0.826602,119.988
906.22,171.264,7.30709,173.203,142.924,2.47564,76.0573,0.826602,119.988
906.24,169.19,7.30709,173.206,142.745,2.47596,76.3309,0.826602,119.585
906.26,171.264,7.30002,173.496,142.61,2.47728,76.3317,0.826602,119.583
906.28,178.179,7.2986,173.207,142.61,2.47807,76.5599,0.824876,119.583
906.3,177.487,7.2986,172.685,142.699,2.4781,76.7431,0.803214,119.583
906.32,169.881,7.2986,172.684,143.422,2.47945,76.8351,0.803148,119.583
906.34,166.424,7.2979,173.436,144.006,2.48009,76.8351,0.803148,119.583
906.36,165.733,7.29719,174.537,144.008,2.48076,76.9264,0.803148,119.583
